序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
59,002380,科远智慧,2021-09-22,13.378,2021-10-14,13.244,30200,-1.0955%,-4427.99,11,信号
60,002534,西子洁能,2021-09-22,22.348,2021-10-11,20.597,22300,-7.9293%,-39536.66,8,信号
61,300281,金明精机,2021-09-22,6.843,2021-09-28,5.777,73000,-15.6659%,-78301.28,4,止损
62,300626,华瑞股份,2021-09-22,10.631,2021-09-27,9.651,47000,-9.3101%,-46543.27,3,止损
63,002130,沃尔核材,2021-09-23,9.303,2021-09-27,8.664,49300,-6.9619%,-31944.73,2,止损
64,600008,首创环保,2021-09-24,3.862,2021-09-28,3.188,129400,-17.5226%,-87610.29,2,止损
65,600011,华能国际,2021-09-24,7.384,2021-10-11,6.787,67700,-8.1784%,-40902.32,6,止损
66,600027,华电国际,2021-09-24,4.322,2021-09-28,3.758,115600,-13.1369%,-65670.06,2,止损
67,600481,双良节能,2021-09-24,11.866,2021-09-28,10.525,13600,-11.3916%,-18392.51,2,止损
68,002434,万里扬,2021-09-27,10.475,2021-10-27,11.684,47700,11.4293%,57136.98,17,信号
69,002549,凯美特气,2021-09-27,16.368,2021-09-29,14.753,20100,-9.9602%,-32785.52,2,止损
70,300366,ST创意,2021-09-27,12.996,2021-10-21,14.623,38400,12.4001%,61915.41,13,信号
71,000596,古井贡酒,2021-09-28,216.538,2021-10-19,203.798,2300,-5.9776%,-29785.77,10,信号
72,300720,海川智能,2021-09-28,14.122,2021-10-18,12.529,35400,-11.3712%,-56875.42,9,止损
73,603138,海量数据,2021-09-28,14.381,2021-11-08,17.465,34700,21.3238%,106464.90,24,信号
74,300157,新锦动力,2021-09-29,5.533,2021-10-14,4.808,90300,-13.1937%,-65949.72,6,止损
75,300335,迪森股份,2021-09-29,6.566,2021-10-15,5.96,76100,-9.3237%,-46613.24,7,止损
76,603053,成都燃气,2021-09-29,10.505,2021-10-08,10.445,47500,-0.6750%,-3370.13,2,信号
77,603706,东方环宇,2021-09-29,11.956,2021-10-12,11.274,6200,-5.7953%,-4298.03,4,信号
78,601199,江南水务,2021-10-08,4.528,2021-10-12,3.914,110400,-13.6506%,-68276.01,2,止损
79,000552,甘肃能化,2021-10-11,4.096,2021-10-13,3.64,122000,-11.2183%,-56087.81,2,止损
80,002701,奥瑞金,2021-10-11,6.308,2021-10-14,5.682,79200,-10.0136%,-50053.62,3,止损
81,300047,天源迪科,2021-10-11,9.03,2021-10-13,8.431,55300,-6.7241%,-33592.55,2,止损
82,300164,通源石油,2021-10-11,5.833,2021-10-14,4.958,42900,-15.0928%,-37785.90,3,止损
83,600009,上海机场,2021-10-11,45.933,2021-10-26,48.296,10800,5.0391%,25010.32,11,信号
84,601601,中国太保,2021-10-11,24.042,2021-10-29,23.638,20700,-1.7780%,-8852.98,14,信号
85,600487,亨通光电,2021-10-12,14.186,2021-10-22,13.472,35200,-5.1268%,-25613.57,8,信号
86,601118,海南橡胶,2021-10-12,5.581,2021-10-19,5.265,400,-6.0863%,-136.17,5,信号
87,300255,常山药业,2021-10-13,8.024,2021-10-25,7.816,39500,-2.6886%,-8525.68,8,信号
88,600737,中粮糖业,2021-10-13,8.864,2021-10-18,8.036,56400,-9.4364%,-47201.17,3,止损
89,601339,百隆东方,2021-10-13,4.589,2021-10-22,4.135,100,-11.9493%,-55.44,7,止损
90,603619,中曼石油,2021-10-13,14.334,2021-10-15,13.22,34800,-7.8623%,-39238.89,2,止损
91,002093,国脉科技,2021-10-14,5.746,2021-10-27,5.54,87000,-3.6753%,-18381.89,9,信号
92,603059,倍加洁,2021-10-14,22.132,2021-10-25,19.93,22400,-10.0395%,-49796.58,7,止损
93,605151,西上海,2021-10-14,17.559,2021-10-25,15.852,28400,-9.8102%,-48944.86,7,止损
94,000526,学大教育,2021-10-15,22.521,2021-10-28,19.0,22200,-15.7174%,-78621.76,9,止损
95,002344,海宁皮城,2021-10-15,4.406,2021-11-03,4.232,113400,-4.0522%,-20257.55,13,信号
96,002546,新联电子,2021-10-15,3.652,2021-10-25,3.468,136900,-5.1215%,-25616.73,6,信号
97,002722,物产金轮,2021-10-15,14.119,2021-11-01,13.905,28600,-1.6142%,-6521.49,11,信号
98,002739,儒意电影,2021-10-18,15.658,2021-10-25,14.193,31900,-9.4465%,-47207.23,5,止损
99,603611,诺力股份,2021-10-18,17.776,2021-10-28,16.609,28100,-6.6595%,-33281.20,8,信号
100,603826,坤彩科技,2021-10-18,24.347,2021-10-26,23.059,15700,-5.3836%,-20589.08,6,信号
101,300682,朗新科技,2021-10-19,27.149,2021-11-09,30.59,17300,12.5626%,59032.11,15,信号
102,603366,日出东方,2021-10-19,4.857,2021-10-29,4.343,100,-12.5239%,-61.46,8,信号
103,002234,民和股份,2021-10-21,17.569,2021-10-26,15.682,28400,-10.8277%,-54052.31,3,止损
104,300792,壹网壹创,2021-10-22,61.059,2021-10-28,56.3,600,-7.8858%,-2890.41,4,信号
105,600491,ST龙元,2021-10-22,6.871,2021-11-04,6.835,72700,-0.6357%,-3177.43,9,信号
106,000333,美的集团,2021-10-25,59.231,2021-10-28,51.685,8400,-12.8263%,-63847.68,3,止损
107,300336,新文退,2021-10-25,3.402,2021-11-12,3.698,146900,8.6061%,43027.02,14,信号
