代码,名称,买入日,买入价,卖出日,卖出价,股数,盈亏,净收益率,持有交易日,卖出原因
603139,康惠股份,2022-07-01,20.31,2022-07-11,22.049,24600,42253.95,8.4528%,6,止盈
605033,美邦股份,2022-07-01,22.46,2022-07-12,22.588,22200,2329.94,0.4670%,7,止盈
600306,退市商城,2022-07-04,8.817,2022-07-07,8.211,56700,-34872.1,-6.9717%,3,止损
688369,致远互联,2022-07-04,31.885,2022-07-15,34.815,15600,45182.28,9.0791%,9,止盈
603580,艾艾精工,2022-07-06,10.315,2022-07-15,11.154,48400,40100.86,8.0282%,7,止盈
300559,佳发教育,2022-07-07,8.927,2022-07-18,8.269,56000,-37362.99,-7.4698%,7,止损
002245,蔚蓝锂芯,2022-07-08,13.821,2022-07-13,12.754,36100,-39008.73,-7.8145%,3,止损
600551,时代出版,2022-07-08,6.41,2022-07-19,7.06,78000,50195.27,10.0341%,7,止盈
603918,金桥信息,2022-07-11,7.374,2022-07-26,7.286,67800,-6417.95,-1.2831%,11,到期
688229,博睿数据,2022-07-11,39.25,2022-07-26,38.531,12700,-9623.81,-1.9297%,11,到期
603915,国茂股份,2022-07-13,18.599,2022-07-26,17.341,26800,-34195.2,-6.8567%,9,止损
003012,东鹏控股,2022-07-14,7.114,2022-07-18,6.717,70200,-28348.87,-5.6741%,2,止损
003038,鑫铂股份,2022-07-14,36.53,2022-07-22,34.319,13600,-30557.14,-6.1476%,6,止损
300394,天孚通信,2022-07-14,6.588,2022-07-19,8.02,75800,107968.87,21.6092%,3,止盈
300756,金马游乐,2022-07-14,10.005,2022-07-29,10.509,49900,24624.96,4.9299%,11,到期
300803,指南针,2022-07-14,37.967,2022-07-22,35.64,13100,-30963.25,-6.2223%,6,止损
301128,强瑞技术,2022-07-14,12.736,2022-07-29,13.564,39200,31936.21,6.3934%,11,到期
600756,浪潮软件,2022-07-14,12.671,2022-07-29,13.118,39400,17107.88,3.4250%,11,到期
600848,上海临港,2022-07-14,11.666,2022-07-29,11.484,42800,-8266.82,-1.6549%,11,到期
605006,山东玻纤,2022-07-14,10.215,2022-07-29,9.945,48900,-13699.83,-2.7412%,11,到期
000066,中国长城,2022-07-15,9.451,2022-08-01,9.648,52900,9939.97,1.9872%,11,到期
300251,光线传媒,2022-07-15,7.846,2022-08-01,7.828,59700,-1532.74,-0.3271%,11,到期
600315,上海家化,2022-07-15,33.509,2022-08-01,34.135,14900,8826.11,1.7669%,11,到期
600999,招商证券,2022-07-15,11.783,2022-08-01,11.871,42400,3237.07,0.6476%,11,到期
300401,花园生物,2022-07-18,15.3,2022-08-02,15.424,28500,3114.37,0.7139%,11,到期
603198,迎驾贡酒,2022-07-18,51.266,2022-08-02,49.575,9700,-16886.15,-3.3940%,11,到期
300999,金龙鱼,2022-07-19,48.008,2022-08-01,45.191,10400,-29777.27,-5.9610%,9,止损
600036,招商银行,2022-07-19,27.788,2022-08-03,26.161,17900,-29605.68,-5.9491%,11,止损
600867,通化东宝,2022-07-19,8.519,2022-08-03,7.881,100,-73.82,-8.6145%,11,止损
601155,新城控股,2022-07-19,21.051,2022-08-03,19.36,7600,-12999.12,-8.1212%,11,止损
600436,片仔癀,2022-07-22,300.0,2022-08-02,281.999,1600,-29267.19,-6.0943%,7,止损
600486,扬农化工,2022-07-26,85.644,2022-08-10,83.213,5800,-14586.17,-2.9349%,11,到期
603737,三棵树,2022-07-26,44.756,2022-08-04,40.462,11100,-48143.11,-9.6859%,7,止损
600519,贵州茅台,2022-08-01,1689.588,2022-08-16,1721.813,200,6103.72,1.8054%,11,到期
000756,新华制药,2022-08-02,19.785,2022-08-04,18.216,25200,-40017.61,-8.0223%,2,止损
300919,中伟新材,2022-08-02,91.209,2022-08-04,85.84,5400,-29468.06,-5.9801%,2,止损
600886,国投电力,2022-08-02,8.59,2022-08-17,8.632,58200,1907.68,0.3814%,11,到期
000869,张裕Ａ,2022-08-04,25.449,2022-08-11,29.921,19600,87114.73,17.4563%,5,止盈
300138,晨光生物,2022-08-04,13.295,2022-08-12,14.461,37600,43324.39,8.6626%,6,止盈
300469,信息发展,2022-08-04,13.337,2022-08-19,13.333,37400,-623.46,-0.1249%,11,到期
600195,中牧股份,2022-08-04,11.223,2022-08-08,12.411,44500,52348.3,10.4769%,2,止盈
603101,汇嘉时代,2022-08-05,5.589,2022-08-22,5.773,89400,15970.24,3.1948%,11,到期
000951,中国重汽,2022-08-08,9.646,2022-08-23,9.766,51800,5728.46,1.1459%,11,到期
002541,鸿路钢构,2022-08-08,26.478,2022-08-11,24.673,18800,-34425.63,-6.9122%,3,止损
600309,万华化学,2022-08-08,76.813,2022-08-23,84.143,6500,47118.77,9.4325%,11,止盈
600595,中孚实业,2022-08-08,3.717,2022-08-23,3.753,134500,4375.29,0.8748%,11,到期
601886,江河集团,2022-08-10,6.813,2022-08-12,8.226,73300,102983.59,20.6102%,2,止盈
603885,吉祥航空,2022-08-10,13.461,2022-08-19,14.447,37100,36064.62,7.2181%,7,止盈
603377,ST东时,2022-08-18,5.923,2022-09-02,5.737,84400,-16176.11,-3.2343%,11,到期
301089,拓新药业,2022-08-23,91.416,2022-08-25,84.338,5400,-38695.06,-7.8347%,2,止损
603139,康惠股份,2022-08-23,23.572,2022-08-25,22.469,21200,-23872.05,-4.7747%,2,止损
603949,雪龙集团,2022-08-24,27.224,2022-09-08,26.607,18300,-11782.09,-2.3638%,11,到期
000815,美利云,2022-08-25,9.105,2022-08-30,8.466,54900,-35551.6,-7.1090%,3,止损
002307,北新路桥,2022-08-26,5.703,2022-09-06,6.527,87600,71636.67,14.3325%,7,止盈
301047,义翘神州,2022-08-26,100.352,2022-09-13,96.634,4900,-18703.23,-3.8017%,11,到期
603087,甘李药业,2022-08-29,33.813,2022-09-14,33.239,14700,-8923.67,-1.7944%,11,到期
688168,安博通,2022-08-29,23.976,2022-09-07,26.523,20800,52447.21,10.5115%,7,止盈
300635,中达安,2022-08-30,14.477,2022-09-15,13.953,34500,-18575.84,-3.7173%,11,到期
300942,易瑞生物,2022-08-30,19.977,2022-09-01,18.678,25000,-32966.36,-6.5976%,2,止损
300971,博亚精工,2022-08-30,15.965,2022-09-15,16.049,31300,2127.96,0.4256%,11,到期
301228,实朴检测,2022-08-30,17.939,2022-09-15,18.491,27800,14833.25,2.9729%,11,到期
603322,超讯科技,2022-08-30,16.818,2022-09-15,17.291,29700,13539.94,2.7093%,11,到期
603535,嘉诚国际,2022-08-30,10.246,2022-09-02,8.977,48700,-62298.13,-12.4787%,3,止损
688091,上海谊众,2022-08-30,53.98,2022-09-14,47.399,9200,-61008.67,-12.2787%,10,止损
688509,正元地信,2022-08-30,4.745,2022-09-15,4.521,105300,-24141.72,-4.8289%,11,到期
600206,有研新材,2022-09-05,13.918,2022-09-20,13.254,35900,-24310.48,-4.8630%,10,止损
688155,先惠技术,2022-09-05,55.464,2022-09-09,51.967,9000,-31953.87,-6.3982%,4,止损
688286,敏芯股份,2022-09-05,34.686,2022-09-09,32.29,14400,-34991.65,-7.0021%,4,止损
688368,晶丰明源,2022-09-05,52.846,2022-09-07,48.755,9400,-38940.44,-7.8350%,2,止损
301021,英诺激光,2022-09-06,36.269,2022-09-08,44.579,13700,113287.36,22.7880%,2,止盈
600233,圆通速递,2022-09-06,18.579,2022-09-14,20.48,26900,50597.3,10.1188%,5,止盈
002048,宁波华翔,2022-09-07,12.059,2022-09-16,11.217,41400,-35325.63,-7.0723%,6,止损
300083,创世纪,2022-09-07,10.075,2022-09-15,9.395,49600,-34197.72,-6.8399%,5,止损
600884,杉杉股份,2022-09-07,24.346,2022-09-19,22.273,20500,-42980.68,-8.6074%,7,止损
688116,天奈科技,2022-09-07,79.703,2022-09-23,77.153,6200,-16292.7,-3.2954%,11,到期
688558,国盛智科,2022-09-07,28.867,2022-09-16,26.65,1200,-2694.62,-7.7748%,6,止损
002289,宇顺电子,2022-09-09,8.594,2022-09-15,8.226,58100,-21893.25,-4.3823%,3,止损
300268,佳沃食品,2022-09-13,23.942,2022-09-16,22.689,20800,-26553.91,-5.3295%,3,止损
600872,中炬高新,2022-09-13,31.768,2022-09-22,29.497,15700,-36129.85,-7.2404%,7,止损
600847,万里股份,2022-09-14,19.41,2022-09-20,18.321,25700,-28468.67,-5.7042%,4,止损
600892,大晟文化,2022-09-20,4.182,2022-09-26,3.878,119500,-36813.18,-7.3625%,4,止损
002886,沃特股份,2022-09-21,17.22,2022-10-10,16.073,29000,-33735.48,-6.7523%,8,止损
300279,和晶科技,2022-09-21,5.243,2022-10-11,4.988,95300,-24799.92,-4.9613%,9,止损
300334,津膜科技,2022-09-21,6.733,2022-10-11,6.527,74200,-15823.9,-3.1656%,9,止损
300417,南华仪器,2022-09-21,9.885,2022-10-10,9.255,50500,-32276.58,-6.4626%,8,止损
300746,汉嘉数智,2022-09-21,9.155,2022-09-27,8.726,54600,-23908.25,-4.7808%,4,止损
300790,宇瞳光学,2022-09-21,12.467,2022-09-27,11.761,40100,-28800.95,-5.7580%,4,止损
300805,电声股份,2022-09-21,6.863,2022-09-27,6.527,72800,-24998.8,-5.0007%,4,止损
301207,华兰疫苗,2022-09-21,28.297,2022-09-26,26.736,17600,-27966.97,-5.6127%,3,止损
000818,航锦科技,2022-09-22,30.995,2022-10-11,28.776,16100,-36221.31,-7.2548%,8,止损
000851,ST高鸿,2022-09-22,4.612,2022-09-27,4.358,108400,-28072.35,-5.6120%,3,止损
002281,光迅科技,2022-09-22,15.338,2022-09-30,14.583,32500,-25022.41,-5.0173%,6,止损
002768,国恩股份,2022-09-22,18.941,2022-09-27,18.045,26300,-24064.14,-4.8282%,3,止损
300136,信维通信,2022-09-22,14.898,2022-09-30,13.954,33500,-32121.55,-6.4327%,6,止损
300476,胜宏科技,2022-09-22,12.006,2022-09-27,11.094,41600,-38400.97,-7.6848%,3,止损
300502,新易盛,2022-09-22,6.915,2022-09-29,6.68,36400,-8830.46,-3.5063%,5,止损
600674,川投能源,2022-09-22,10.965,2022-09-30,10.245,45500,-33270.06,-6.6650%,6,止损
603980,吉华集团,2022-09-22,4.617,2022-09-27,4.313,100,-40.45,-8.6659%,3,止损
002929,润建股份,2022-09-23,33.471,2022-09-29,32.058,14200,-20526.5,-4.3166%,4,止损
605008,长鸿高科,2022-09-23,15.2,2022-09-29,14.245,100,-105.47,-6.9164%,4,止损
002745,木林森,2022-09-27,7.796,2022-10-11,7.188,64100,-39420.48,-7.8846%,5,止损
600741,华域汽车,2022-09-27,13.547,2022-10-11,12.634,36900,-34176.05,-6.8335%,5,止损
603908,牧高笛,2022-09-27,64.099,2022-10-11,60.53,7800,-28326.7,-5.6628%,5,止损
002100,天康生物,2022-09-28,8.816,2022-10-14,9.537,56700,40350.34,8.0678%,7,止盈
002157,正邦科技,2022-09-28,4.642,2022-10-18,5.027,107700,40961.55,8.1886%,9,止盈
600183,生益科技,2022-09-28,10.715,2022-10-11,9.995,46600,-34051.09,-6.8159%,4,止损
601966,玲珑轮胎,2022-09-28,18.513,2022-09-30,17.555,27000,-26353.84,-5.2696%,2,止损
603108,润达医疗,2022-09-28,9.925,2022-10-17,10.915,100,88.96,8.9181%,8,止盈
688278,特宝生物,2022-09-28,29.247,2022-10-13,32.106,9000,25457.82,9.6669%,6,止盈
301069,凯盛新材,2022-09-30,28.504,2022-10-24,28.366,17500,-2920.23,-0.5851%,11,到期
603995,甬金股份,2022-09-30,30.473,2022-10-11,28.054,16400,-40155.84,-8.0310%,2,止损
600916,中国黄金,2022-10-12,9.707,2022-10-18,10.497,51500,40159.5,8.0294%,4,止盈
000065,北方国际,2022-10-13,8.534,2022-10-28,7.776,58500,-44829.15,-8.9747%,11,止损
000631,顺发恒能,2022-10-13,3.452,2022-10-24,4.008,144800,80007.81,15.9997%,7,止盈
000985,大庆华科,2022-10-13,15.516,2022-10-28,15.9,32200,11868.41,2.3744%,11,到期
003006,百亚股份,2022-10-13,7.294,2022-10-25,6.857,68500,-30424.28,-6.0865%,8,止损
301022,海泰科,2022-10-13,20.076,2022-10-28,21.094,24900,24845.95,4.9678%,11,到期
600898,ST美讯,2022-10-13,5.293,2022-10-28,5.447,94400,14090.15,2.8187%,11,到期
600970,中材国际,2022-10-13,6.863,2022-10-28,7.316,72800,32455.7,6.4923%,11,到期
603637,镇海股份,2022-10-13,7.179,2022-10-28,7.431,69600,17079.15,3.4167%,11,到期
688086,退市紫晶,2022-10-13,6.673,2022-10-28,6.717,74900,2742.09,0.5483%,11,到期
688156,路德科技,2022-10-14,23.342,2022-10-19,25.587,21400,47530.91,9.5107%,3,止盈
000560,我爱我家,2022-10-17,2.407,2022-10-26,2.275,207700,-27973.46,-5.5922%,7,止损
688326,经纬恒润-W,2022-10-21,147.794,2022-11-04,170.615,3300,74783.23,15.3256%,10,止盈
002840,华统股份,2022-10-28,15.491,2022-11-14,15.815,32200,9939.95,1.9918%,11,到期
002875,安奈儿,2022-10-28,8.204,2022-11-14,8.296,60900,5085.15,1.0173%,11,到期
601799,星宇股份,2022-10-28,124.524,2022-11-01,116.684,4000,-31844.82,-6.3901%,2,止损
002142,宁波银行,2022-10-31,21.211,2022-11-14,25.587,23500,102300.23,20.5134%,10,止盈
000042,中洲控股,2022-11-01,7.232,2022-11-10,7.904,69100,45942.11,9.1893%,7,止盈
000717,中南股份,2022-11-01,2.661,2022-11-11,2.959,187800,55284.58,11.0559%,8,止盈
002597,金禾实业,2022-11-01,30.87,2022-11-16,33.408,16100,40342.1,8.1128%,11,止盈
300657,弘信电子,2022-11-01,10.475,2022-11-03,12.014,47700,72862.25,14.5748%,2,止盈
300908,仲景食品,2022-11-01,17.461,2022-11-07,19.12,28600,46944.57,9.3959%,4,止盈
301138,华研精机,2022-11-01,24.122,2022-11-16,25.667,20700,31468.36,6.2990%,11,到期
601166,兴业银行,2022-11-01,10.751,2022-11-14,12.14,46500,64035.54,12.8023%,9,止盈
601577,长沙银行,2022-11-01,4.822,2022-11-16,5.157,103600,34190.08,6.8400%,11,到期
603323,苏农银行,2022-11-01,3.051,2022-11-16,3.204,163900,24707.11,4.9391%,11,到期
688218,江苏北人,2022-11-01,17.77,2022-11-07,19.451,28100,46724.07,9.3526%,4,止盈
000913,钱江摩托,2022-11-02,18.309,2022-11-04,20.05,15500,26685.43,9.3985%,2,止盈
300137,先河环保,2022-11-02,6.013,2022-11-17,6.157,100,4.39,0.7243%,11,到期
600908,无锡银行,2022-11-02,3.992,2022-11-17,4.218,125200,27768.12,5.5531%,11,到期
603833,欧派家居,2022-11-02,75.303,2022-11-08,80.984,6600,36984.5,7.4379%,4,止盈
600603,广汇物流,2022-11-03,7.254,2022-11-08,7.936,68900,46494.42,9.2984%,3,止盈
688468,科美诊断,2022-11-15,11.843,2022-11-24,10.902,42200,-40205.81,-8.0408%,7,止损
300647,超频三,2022-11-16,9.405,2022-11-23,8.806,53100,-32295.96,-6.4639%,5,止损
600734,ST实达,2022-11-28,4.642,2022-12-12,4.388,107700,-27897.54,-5.5770%,10,止损
603818,曲美家居,2022-11-28,6.503,2022-12-06,7.056,76800,41966.6,8.3984%,6,止盈
603848,好太太,2022-11-28,11.866,2022-12-13,11.654,42100,-9410.19,-1.8828%,11,到期
688793,倍轻松,2022-11-28,29.277,2022-11-30,33.118,17000,64780.27,13.0094%,2,止盈
600855,航天长峰,2022-11-29,11.703,2022-12-14,11.541,42700,-7397.52,-1.4796%,11,到期
002967,广电计量,2022-11-30,17.158,2022-12-15,17.06,29100,-3323.74,-0.6654%,11,到期
300322,硕贝德,2022-11-30,8.034,2022-12-14,7.636,62200,-25232.68,-5.0469%,10,止损
300331,苏大维格,2022-11-30,17.639,2022-12-09,21.049,28300,95974.1,19.2168%,7,止盈
603809,豪能股份,2022-11-30,5.349,2022-12-15,5.213,93400,-13128.49,-2.6267%,11,到期
603822,ST嘉澳,2022-11-30,39.498,2022-12-15,38.879,12600,-8295.54,-1.6660%,11,到期
688056,莱伯泰科,2022-11-30,36.524,2022-12-15,38.337,13600,24141.88,4.8577%,11,到期
688683,莱尔科技,2022-11-30,21.761,2022-12-15,21.459,22900,-7401.74,-1.4846%,11,到期
300667,必创科技,2022-12-05,17.509,2022-12-08,16.392,28500,-32316.16,-6.4730%,3,止损
002940,昂利康,2022-12-08,20.858,2022-12-12,19.666,23900,-28979.33,-5.8102%,2,止损
688022,ST瀚川,2022-12-09,37.806,2022-12-23,34.499,13200,-44131.61,-8.8389%,10,止损
002284,亚太股份,2022-12-16,7.424,2022-12-22,7.016,67300,-27891.82,-5.5799%,4,止损
301107,瑜欣电子,2022-12-16,13.805,2022-12-20,12.88,36200,-33980.37,-6.7962%,2,止损
603319,美湖股份,2022-12-16,10.844,2022-12-22,10.155,46100,-32269.96,-6.4517%,4,止损
300851,交大思诺,2022-12-19,20.81,2022-12-23,19.72,24000,-26652.73,-5.3338%,4,止损
300125,聆达股份,2022-12-20,16.072,2022-12-23,15.115,31100,-30235.02,-6.0459%,3,止损
002634,ST棒杰,2022-12-21,9.905,2022-12-26,9.345,50400,-28690.21,-5.7443%,3,止损
002735,王子新材,2022-12-21,15.454,2022-12-26,14.825,32300,-20810.18,-4.1670%,3,止损
300055,万邦达,2022-12-21,8.359,2023-01-06,8.381,59800,792.95,0.1585%,11,到期
300958,建工修复,2022-12-21,17.02,2023-01-06,17.422,29300,11296.85,2.2643%,11,到期
600172,黄河旋风,2022-12-21,5.133,2022-12-26,4.808,97400,-32136.16,-6.4252%,3,止损
600262,北方股份,2022-12-21,10.599,2023-01-06,10.925,47100,14811.82,2.9655%,11,到期
600461,洪城环境,2022-12-21,5.157,2023-01-06,5.141,96900,-1966.88,-0.3934%,11,到期
600800,渤海化学,2022-12-21,3.752,2023-01-06,3.708,133200,-6321.67,-1.2643%,11,到期
688285,高铁电气,2022-12-21,7.827,2023-01-06,7.799,63800,-2272.94,-0.4549%,11,到期
603722,阿科力,2022-12-22,41.161,2022-12-26,38.971,12100,-26984.58,-5.4154%,2,止损
688222,成都先导,2022-12-22,13.847,2023-01-09,13.893,36100,1164.59,0.2329%,11,到期
300191,潜能恒信,2022-12-23,17.049,2023-01-10,17.321,29300,7489.96,1.4987%,11,到期
002258,利尔化学,2022-12-26,16.938,2023-01-11,17.541,29500,17272.84,3.4550%,11,到期
002683,广东宏大,2022-12-26,24.856,2023-01-09,28.34,20100,69481.74,13.9001%,9,止盈
300079,数码视讯,2022-12-26,4.702,2023-01-11,4.938,106300,24487.27,4.8964%,11,到期
301080,百普赛斯,2022-12-26,46.664,2023-01-05,50.981,10700,45671.38,9.1424%,7,止盈
600151,航天机电,2022-12-26,8.014,2023-01-09,8.626,62300,37589.34,7.5251%,9,止盈
600155,华创云信,2022-12-26,6.673,2023-01-11,6.667,74900,-999.17,-0.1998%,11,到期
688065,凯赛生物,2022-12-26,58.671,2023-01-11,60.052,8500,11230.85,2.2509%,11,到期
688323,瑞华泰,2022-12-26,22.471,2022-12-28,24.428,11200,21650.73,8.5983%,2,止盈
688358,祥生医疗,2022-12-26,30.879,2023-01-05,33.657,16100,44201.95,8.8865%,7,止盈
688399,硕世生物,2022-12-26,40.181,2022-12-28,38.087,12400,-26452.52,-5.3065%,2,止损
000910,大亚圣象,2022-12-28,7.964,2023-01-13,8.176,30800,6278.89,2.5585%,11,到期
002250,联化科技,2022-12-28,14.698,2023-01-13,15.633,34000,31268.72,6.2538%,11,到期
600828,茂业商业,2023-01-16,3.295,2023-02-07,3.391,151700,14155.74,2.8309%,11,到期
603133,退市碳元,2023-01-16,11.506,2023-02-07,11.884,43400,15910.88,3.1847%,11,到期
688359,三孚新科,2023-01-16,63.352,2023-02-07,62.519,7800,-6987.79,-1.4134%,11,到期
300876,蒙泰高新,2023-01-17,20.505,2023-02-08,20.821,24300,7160.58,1.4363%,11,到期
688536,思瑞浦,2023-01-17,272.316,2023-01-20,297.401,1800,44640.5,9.1026%,3,止盈
603939,益丰药房,2023-01-18,33.721,2023-01-31,32.259,14800,-22125.69,-4.4312%,4,止损
000668,荣丰控股,2023-01-19,12.556,2023-02-10,12.814,39800,9736.28,1.9473%,11,到期
002715,登云股份,2023-01-19,18.777,2023-02-03,19.958,26600,30889.63,6.1813%,6,止盈
300148,天舟文化,2023-01-19,3.282,2023-02-06,3.598,152300,47688.19,9.5368%,7,止盈
600021,上海电力,2023-01-19,8.719,2023-02-06,9.53,57300,45940.29,9.1905%,7,止盈
600052,东望时代,2023-01-19,4.912,2023-02-10,4.828,101700,-9126.56,-1.8259%,11,到期
603880,南卫股份,2023-01-19,6.003,2023-02-02,6.537,83200,43884.68,8.7822%,5,止盈
002411,必康退,2023-01-30,7.454,2023-02-01,6.557,67000,-60568.68,-12.1222%,2,止损
300039,上海凯宝,2023-01-30,7.024,2023-02-14,7.036,71100,422.33,0.0845%,11,到期
300125,聆达股份,2023-01-30,16.832,2023-02-08,16.112,29700,-21887.24,-4.3759%,7,止损
300990,同飞股份,2023-01-30,53.922,2023-02-06,50.642,9200,-30659.58,-6.1773%,5,止损
301211,亨迪药业,2023-01-30,15.996,2023-02-14,15.624,31200,-12093.75,-2.4220%,11,到期
301163,宏德股份,2023-01-31,29.014,2023-02-15,31.134,17200,35945.43,7.1992%,11,到期
600519,贵州茅台,2023-02-07,1629.538,2023-02-22,1674.816,300,13087.69,2.6758%,11,到期
002142,宁波银行,2023-02-08,28.494,2023-02-20,26.807,17500,-30017.76,-6.0168%,8,止损
600809,山西汾酒,2023-02-08,264.822,2023-02-23,269.615,1800,8146.01,1.7081%,11,到期
300662,科锐国际,2023-02-10,48.757,2023-02-27,48.259,10200,-5579.56,-1.1214%,11,到期
002812,恩捷股份,2023-02-14,139.154,2023-02-20,129.019,3500,-35938.6,-7.3753%,4,止损
300769,德方纳米,2023-02-22,141.946,2023-03-09,134.933,3500,-25031.57,-5.0359%,11,到期
688355,明志科技,2023-02-22,30.874,2023-02-27,28.955,16100,-31392.24,-6.3122%,3,止损
300530,领湃科技,2023-02-23,26.873,2023-03-06,25.627,18600,-23668.51,-4.7328%,7,止损
603970,中农立华,2023-02-24,17.918,2023-03-13,17.85,27900,-2392.93,-0.4784%,11,到期
301076,新瀚新材,2023-02-28,14.02,2023-03-15,13.474,35600,-19917.99,-3.9887%,11,止损
601021,春秋航空,2023-02-28,58.924,2023-03-15,59.475,8400,4129.44,0.8339%,11,到期
002706,良信股份,2023-03-01,13.449,2023-03-08,12.466,37100,-36948.42,-7.4016%,5,止损
002731,ST萃华,2023-03-01,15.137,2023-03-16,15.011,33000,-4624.88,-0.9254%,11,到期
300405,科隆股份,2023-03-01,5.813,2023-03-16,5.507,86000,-26773.53,-5.3530%,11,到期
688105,诺唯赞,2023-03-01,41.152,2023-03-08,38.696,12100,-30199.74,-6.0620%,5,止损
688499,利元亨,2023-03-01,114.786,2023-03-06,108.925,4300,-25686.95,-5.2016%,3,止损
002324,普利特,2023-03-02,16.235,2023-03-13,15.369,30700,-27065.25,-5.4275%,7,止损
603181,皇马科技,2023-03-02,14.576,2023-03-17,13.962,34300,-21558.86,-4.3099%,11,到期
688800,瑞可达,2023-03-02,39.255,2023-03-06,36.258,12700,-38538.3,-7.7265%,2,止损
300601,康泰生物,2023-03-07,34.092,2023-03-17,32.329,14600,-26227.74,-5.2667%,8,止损
002705,新宝股份,2023-03-09,16.217,2023-03-15,15.411,30800,-25306.15,-5.0639%,4,止损
603112,华翔股份,2023-03-09,10.119,2023-03-14,9.509,49400,-30609.63,-6.1203%,3,止损
603331,百达精工,2023-03-09,13.867,2023-03-17,13.183,36000,-25093.81,-5.0242%,6,止损
603667,五洲新春,2023-03-09,13.147,2023-03-15,12.494,38000,-25294.33,-5.0607%,4,止损
603779,威龙股份,2023-03-09,7.245,2023-03-15,6.818,69000,-29950.29,-5.9885%,4,止损
688185,康希诺,2023-03-09,120.86,2023-03-24,122.319,4100,5480.96,1.1055%,11,到期
301193,家联科技,2023-03-13,21.911,2023-03-28,20.521,22800,-32180.63,-6.4385%,11,止损
601689,拓普集团,2023-03-14,36.237,2023-03-29,41.267,13700,68383.47,13.7677%,11,止盈
603067,振华股份,2023-03-14,9.621,2023-03-29,9.046,51900,-30292.32,-6.0637%,11,止损
601799,星宇股份,2023-03-15,126.385,2023-03-20,118.073,3900,-32894.38,-6.6703%,3,止损
000659,珠海中富,2023-03-16,3.222,2023-03-27,3.488,155200,40862.62,8.1685%,7,止盈
001299,美能能源,2023-03-16,9.421,2023-03-31,8.821,53000,-32289.78,-6.4638%,11,止损
001323,慕思股份,2023-03-16,32.485,2023-03-28,28.562,15300,-60496.9,-12.1657%,8,止损
002206,海利得,2023-03-16,5.29,2023-03-31,5.334,94500,3721.03,0.7440%,11,到期
002452,长高电气,2023-03-16,6.205,2023-03-31,6.219,80500,609.87,0.1220%,11,到期
002706,良信股份,2023-03-16,12.278,2023-03-31,12.056,40700,-9537.4,-1.9076%,11,到期
003033,征和工业,2023-03-16,37.129,2023-03-21,35.162,13400,-26830.69,-5.3902%,3,止损
300093,金刚光伏,2023-03-16,33.49,2023-03-31,34.311,14900,11729.27,2.3494%,11,到期
603681,永冠新材,2023-03-16,21.691,2023-03-31,20.29,23000,-32705.55,-6.5524%,11,止损
300577,开润股份,2023-03-20,13.905,2023-04-04,14.001,35900,2947.18,0.5901%,11,到期
600155,华创云信,2023-03-20,6.963,2023-04-04,7.056,71800,6173.37,1.2341%,11,到期
605123,派克新材,2023-03-20,119.674,2023-04-04,113.977,4100,-23835.96,-4.8555%,11,到期
000821,ST京机,2023-03-21,21.272,2023-03-28,23.189,23500,44545.15,8.9067%,5,止盈
002920,德赛西威,2023-03-21,91.212,2023-03-27,108.062,1300,21775.94,18.3555%,4,止盈
601877,正泰电器,2023-03-21,25.054,2023-04-06,25.178,200,14.98,0.2986%,11,到期
603688,石英股份,2023-03-21,77.955,2023-03-27,71.983,6400,-38700.39,-7.7531%,4,止损
603267,鸿远电子,2023-03-24,79.54,2023-03-30,75.882,6200,-23159.61,-4.6939%,4,止损
300427,红相股份,2023-03-27,13.237,2023-03-30,12.044,37700,-45439.07,-9.1011%,3,止损
300776,帝尔激光,2023-03-27,67.427,2023-04-12,66.56,7400,-6911.5,-1.3845%,11,到期
002353,杰瑞股份,2023-03-28,25.61,2023-04-13,25.614,19500,-413.87,-0.0828%,11,到期
600195,中牧股份,2023-03-28,13.814,2023-04-13,13.66,36100,-6045.81,-1.2118%,11,到期
688516,奥特维,2023-03-28,82.957,2023-04-13,81.126,6000,-11478.5,-2.3049%,11,到期
002016,世荣兆业,2023-03-30,6.195,2023-04-17,6.559,80700,28829.76,5.7637%,11,到期
688270,ST臻镭,2023-03-30,32.289,2023-04-07,35.372,15400,46959.8,9.4391%,5,止盈
000507,珠海港,2023-03-31,5.374,2023-04-18,5.568,93000,17582.4,3.5165%,11,到期
301005,超捷股份,2023-03-31,13.011,2023-04-07,14.165,38400,43807.65,8.7641%,4,止盈
600486,扬农化工,2023-03-31,71.661,2023-04-06,67.791,6900,-27182.21,-5.4946%,3,止损
600548,深高速,2023-03-31,7.154,2023-04-18,7.556,69800,27591.25,5.5230%,11,到期
600782,新钢股份,2023-03-31,3.769,2023-04-18,3.905,132600,17546.43,3.5093%,11,到期
600863,华能蒙电,2023-03-31,2.532,2023-04-18,2.89,197400,69993.71,13.9954%,11,止盈
688501,青达环保,2023-03-31,11.818,2023-04-17,12.997,42300,49371.9,9.8715%,10,止盈
000157,中联重科,2023-04-03,4.918,2023-04-19,5.143,101600,22345.71,4.4695%,11,到期
600787,中储股份,2023-04-03,4.881,2023-04-06,5.686,2000,1598.75,16.3674%,2,止盈
600917,重庆燃气,2023-04-04,7.187,2023-04-20,7.029,69500,-11413.01,-2.2839%,11,到期
688690,纳微科技,2023-04-06,49.948,2023-04-21,49.158,10000,-8391.06,-1.6791%,11,到期
