序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
77,000568,泸州老窖,2021-09-28,184.915,2021-11-03,203.711,2700,10.0544%,50223.70,21,信号
78,002475,立讯精密,2021-09-29,34.18,2021-10-19,33.876,14600,-0.9885%,-4935.62,9,信号
79,600436,片仔癀,2021-09-29,339.38,2021-11-04,396.482,1400,16.7087%,79427.77,21,信号
80,000858,五粮液,2021-09-30,194.721,2021-10-28,194.527,2500,-0.1998%,-973.12,15,信号
81,002415,海康威视,2021-09-30,50.879,2021-10-19,50.239,9800,-1.3577%,-6772.96,8,信号
82,300750,宁德时代,2021-10-11,275.511,2021-10-13,258.577,1800,-6.2402%,-30961.95,2,信号
83,002304,洋河股份,2021-10-12,162.746,2021-10-19,151.419,3000,-7.0530%,-34452.49,5,信号
84,300014,亿纬锂能,2021-10-12,99.235,2021-12-08,135.087,5000,35.9933%,178678.34,41,到期
85,601318,中国平安,2021-10-13,39.746,2021-10-19,37.457,12500,-5.8523%,-29090.03,4,信号
86,300750,宁德时代,2021-10-14,269.952,2021-11-16,322.434,1800,19.3218%,93934.08,23,信号
87,600036,招商银行,2021-10-14,43.764,2021-11-03,43.08,11200,-1.6600%,-8140.65,14,信号
88,603259,药明康德,2021-10-14,143.873,2021-10-18,138.842,3400,-3.5935%,-17587.22,2,信号
89,601633,长城汽车,2021-10-15,61.261,2021-11-04,60.9,7400,-0.6888%,-3123.98,14,信号
90,000001,平安银行,2021-10-18,17.023,2021-11-03,15.656,28300,-8.1186%,-39129.80,12,止损
91,002594,比亚迪,2021-10-18,91.665,2021-11-15,99.079,5400,7.9808%,39523.97,20,信号
92,000333,美的集团,2021-10-19,54.548,2021-10-21,53.464,9100,-2.0852%,-10355.91,2,信号
93,002142,宁波银行,2021-10-19,31.917,2021-11-05,32.43,10600,1.5052%,5094.92,13,信号
94,002230,科大讯飞,2021-10-19,53.699,2021-10-22,52.206,9300,-2.8774%,-14376.91,3,信号
95,002459,晶澳科技,2021-10-19,39.672,2021-11-17,44.028,12600,10.8695%,54360.17,21,信号
96,600104,上汽集团,2021-10-19,19.19,2021-10-29,18.241,26000,-5.0389%,-25153.19,8,信号
97,601012,隆基绿能,2021-10-19,61.647,2021-11-17,63.998,8100,3.7102%,18535.67,21,信号
98,601166,兴业银行,2021-10-19,13.818,2021-11-01,13.274,36100,-4.0297%,-20111.03,9,信号
99,002475,立讯精密,2021-10-21,35.981,2021-11-29,38.424,13800,6.6824%,33197.21,27,信号
100,601318,中国平安,2021-10-21,39.196,2021-11-01,37.481,12700,-4.4694%,-22258.99,7,信号
101,600309,万华化学,2021-10-22,103.817,2021-10-28,98.066,4800,-5.6339%,-28089.03,4,信号
102,000301,东方盛虹,2021-10-28,29.345,2021-11-01,27.136,17000,-7.6176%,-38020.17,2,止损
103,002304,洋河股份,2021-10-28,162.566,2021-11-03,163.453,3000,0.4451%,2171.94,4,信号
104,002371,北方华创,2021-10-28,278.429,2021-11-22,285.184,1600,2.3238%,10357.42,17,信号
105,688599,天合光能,2021-10-28,68.367,2021-11-11,68.249,7300,-0.2728%,-1362.30,10,信号
106,002812,恩捷股份,2021-10-29,290.766,2021-11-08,263.449,1700,-9.4854%,-46910.15,6,止损
107,600745,ST闻泰,2021-11-01,113.308,2021-12-28,136.932,3800,20.7294%,89299.06,41,到期
108,600760,中航沈飞,2021-11-01,53.315,2021-11-17,50.134,9300,-6.0599%,-30061.76,12,信号
109,601888,中国中免,2021-11-01,240.66,2021-11-03,219.07,2000,-9.0621%,-43639.45,2,止损
110,002709,天赐材料,2021-11-03,73.33,2021-11-11,70.418,6800,-4.0669%,-20289.48,6,信号
111,600030,中信证券,2021-11-03,21.378,2021-11-11,20.833,23300,-2.6473%,-13192.70,6,信号
112,603288,海天味业,2021-11-03,86.231,2021-11-11,84.283,5700,-2.3570%,-11591.03,6,信号
113,603486,科沃斯,2021-11-03,188.81,2021-11-12,181.245,2200,-4.1026%,-17050.12,7,止损
114,603501,豪威集团,2021-11-03,208.017,2021-11-17,196.008,2400,-5.8673%,-29306.45,10,信号
115,300450,先导智能,2021-11-04,82.503,2021-11-17,80.872,6000,-2.0757%,-10280.25,9,信号
116,300760,迈瑞医疗,2021-11-04,353.986,2021-11-10,347.105,1400,-2.0417%,-10123.53,4,信号
