代码,名称,买入日,买入价,卖出日,卖出价,股数,盈亏,净收益率,持有交易日,卖出原因
002887,绿茵生态,2022-02-23,9.457,2022-02-25,8.918,52800,-28954.15,-5.7959%,2,信号
605122,四方新材,2022-02-23,23.729,2022-03-01,23.125,21000,-13163.94,-2.6404%,4,信号
002075,沙钢股份,2022-02-24,6.184,2022-03-01,6.038,80800,-12299.54,-2.4603%,3,信号
002381,双箭股份,2022-02-28,7.324,2022-03-07,7.166,68200,-11218.22,-2.2449%,5,信号
605100,华丰股份,2022-02-28,12.843,2022-03-04,12.729,38900,-4962.55,-0.9928%,4,信号
000017,深中华A,2022-03-01,3.702,2022-03-04,3.648,135000,-7742.25,-1.5485%,3,信号
000595,新能股份,2022-03-01,3.402,2022-03-08,3.548,146900,21014.05,4.2031%,5,信号
002388,新亚制程,2022-03-01,5.663,2022-03-07,5.607,88200,-5404.02,-1.0814%,4,信号
002842,翔鹭钨业,2022-03-01,9.957,2022-03-07,9.787,50200,-9023.15,-1.8043%,4,信号
603353,和顺石油,2022-03-01,23.233,2022-03-07,23.499,21500,5230.26,1.0466%,4,信号
603393,新天然气,2022-03-01,24.546,2022-03-08,24.392,20300,-3632.44,-0.7286%,5,信号
000679,大连友谊,2022-03-02,4.212,2022-03-07,4.258,118700,4929.61,0.9855%,3,信号
300666,江丰电子,2022-03-02,58.338,2022-03-04,54.012,8500,-37249.97,-7.5082%,2,信号
601700,风范股份,2022-03-02,5.424,2022-03-08,5.358,92100,-6519.02,-1.3044%,4,信号
603628,清源股份,2022-03-02,12.818,2022-03-08,12.356,39000,-18531.79,-3.7051%,4,信号
605169,洪通燃气,2022-03-02,12.164,2022-03-08,11.527,41100,-26661.21,-5.3302%,4,信号
002437,誉衡药业,2022-03-04,3.012,2022-03-16,2.989,166000,-4316.0,-0.8629%,8,信号
300807,天迈科技,2022-03-07,27.594,2022-03-16,28.506,18100,15998.59,3.2017%,7,信号
600697,欧亚集团,2022-03-07,13.277,2022-03-09,11.894,37600,-52458.4,-10.5032%,2,信号
000088,盐田港,2022-03-08,4.99,2022-03-10,4.756,100100,-23998.58,-4.8017%,2,信号
000617,中油资本,2022-03-08,4.887,2022-03-10,4.623,102300,-27570.88,-5.5116%,2,信号
000881,中广核技,2022-03-08,9.41,2022-03-14,9.13,53100,-15321.48,-3.0649%,4,信号
002204,大连重工,2022-03-08,4.024,2022-03-10,3.87,124200,-19610.44,-3.9218%,2,信号
301063,海锅股份,2022-03-08,37.781,2022-03-14,37.323,13200,-6535.37,-1.3098%,4,信号
603360,百傲化学,2022-03-08,3.562,2022-03-10,3.382,140300,-25667.05,-5.1337%,2,信号
603700,宁水集团,2022-03-08,17.821,2022-03-11,16.964,28000,-24493.96,-4.9063%,3,信号
603967,中创物流,2022-03-08,7.766,2022-03-10,7.165,64300,-39089.97,-7.8243%,2,信号
000950,重药控股,2022-03-09,5.019,2022-03-15,5.033,99600,990.82,0.1981%,4,信号
001202,炬申股份,2022-03-09,13.112,2022-03-11,13.137,38100,485.81,0.0972%,2,信号
000911,ST广糖,2022-03-10,9.955,2022-03-16,9.325,50200,-32091.86,-6.4185%,4,信号
002333,罗普斯金,2022-03-10,5.808,2022-03-16,5.822,86000,719.82,0.1440%,4,信号
001212,中旗新材,2022-03-11,18.059,2022-03-15,17.997,27600,-2209.55,-0.4431%,2,信号
600190,退市锦港,2022-03-11,4.712,2022-03-16,4.138,106100,-61416.0,-12.2775%,3,信号
603133,退市碳元,2022-03-11,10.995,2022-03-15,11.174,45400,7619.48,1.5256%,2,信号
002868,绿康生化,2022-03-14,11.726,2022-03-16,10.405,42600,-56748.75,-11.3549%,2,信号
000605,渤海股份,2022-03-15,6.091,2022-03-17,5.885,82000,-17382.04,-3.4784%,2,信号
600488,津药药业,2022-03-15,4.341,2022-03-30,4.617,115100,31196.94,6.2404%,11,信号
600537,ST亿晶,2022-03-15,4.502,2022-03-22,4.378,111000,-14305.68,-2.8611%,5,信号
600829,人民同泰,2022-03-15,6.339,2022-03-17,6.303,78800,-3360.19,-0.6723%,2,信号
002910,庄园牧场,2022-03-16,12.217,2022-03-25,12.675,40900,18204.92,3.6415%,7,信号
600676,久事动娱,2022-03-17,4.592,2022-03-30,4.658,108800,6609.6,1.3222%,9,信号
002486,嘉麟杰,2022-03-30,2.907,2022-04-11,2.935,171900,4152.76,0.8305%,6,信号
000540,ST中天,2022-04-08,2.531,2022-04-12,2.429,197500,-20729.6,-4.1445%,2,信号
002587,奥拓电子,2022-04-11,4.913,2022-04-14,4.689,101700,-23350.53,-4.6706%,3,信号
603023,威帝股份,2022-04-12,4.652,2022-04-14,4.428,107400,-24603.2,-4.9215%,2,信号
601606,长城军工,2022-04-21,11.933,2022-04-25,10.982,41900,-40346.11,-8.0653%,2,信号
002029,七匹狼,2022-04-26,5.242,2022-04-28,4.577,95300,-63833.67,-12.7725%,2,信号
002304,洋河股份,2022-05-09,133.562,2022-05-24,141.044,3700,27177.95,5.4969%,11,信号
600197,伊力特,2022-06-07,26.853,2022-06-20,27.626,18600,13866.68,2.7749%,9,信号
000735,罗牛山,2022-06-08,6.488,2022-06-16,6.462,77000,-2537.15,-0.5076%,6,信号
600231,凌钢股份,2022-06-08,2.611,2022-06-14,2.529,191400,-16295.8,-3.2588%,4,信号
688285,高铁电气,2022-06-08,9.334,2022-06-10,8.455,53500,-47496.67,-9.5069%,2,信号
000153,丰原药业,2022-06-09,5.524,2022-06-14,5.44,90500,-8051.24,-1.6098%,3,信号
688011,新光光电,2022-06-09,25.713,2022-06-14,24.318,19400,-27548.59,-5.5199%,3,信号
000758,中色股份,2022-06-10,4.861,2022-06-21,4.907,102800,4135.85,0.8272%,7,信号
605050,福然德,2022-06-10,10.387,2022-06-20,11.446,48100,50416.8,10.0859%,6,信号
605566,福莱蒽特,2022-06-10,21.887,2022-06-20,22.635,22800,16540.9,3.3130%,6,信号
000982,中银绒业,2022-06-13,2.301,2022-06-23,2.219,217200,-18357.75,-3.6711%,8,信号
002296,辉煌科技,2022-06-13,6.503,2022-06-15,6.437,76800,-5601.79,-1.1210%,2,信号
002426,胜利精密,2022-06-13,2.081,2022-06-16,2.039,240200,-10597.63,-2.1190%,3,信号
002755,奥赛康,2022-06-13,9.525,2022-06-17,9.295,52400,-12514.17,-2.5061%,4,信号
600331,宏达股份,2022-06-13,3.452,2022-06-20,3.448,144800,-999.12,-0.1998%,5,信号
600868,梅雁吉祥,2022-06-13,2.839,2022-06-23,2.997,176000,27132.87,5.4267%,8,信号
000633,合金投资,2022-06-14,6.253,2022-06-29,7.456,79900,95583.6,19.1215%,11,信号
600497,驰宏锌锗,2022-06-14,5.054,2022-06-20,4.949,98900,-10879.2,-2.1757%,4,信号
600820,隧道股份,2022-06-14,4.722,2022-06-20,4.798,105800,7456.79,1.4917%,4,信号
600864,哈投股份,2022-06-14,4.926,2022-06-21,4.962,101400,3053.36,0.6109%,5,信号
002385,大北农,2022-06-15,7.776,2022-06-22,7.648,64300,-8707.77,-1.7407%,5,信号
601216,君正集团,2022-06-15,3.622,2022-06-20,3.668,138000,5893.98,1.1787%,3,信号
002039,黔源电力,2022-06-16,13.447,2022-06-23,13.253,37100,-7668.57,-1.5364%,5,信号
002217,ST合力泰,2022-06-16,3.172,2022-06-22,3.088,157600,-13594.58,-2.7184%,4,信号
002562,兄弟科技,2022-06-16,6.423,2022-06-22,6.367,77800,-4885.06,-0.9771%,4,信号
002893,京能热力,2022-06-16,8.468,2022-06-20,8.31,26600,-4436.3,-1.9685%,2,信号
002969,嘉美包装,2022-06-16,3.926,2022-06-20,3.852,100,-17.39,-4.3735%,2,信号
600903,贵州燃气,2022-06-16,8.783,2022-06-21,8.205,56900,-33399.63,-6.6796%,3,信号
601066,中信建投,2022-06-17,24.177,2022-07-05,26.872,20100,53645.91,11.0337%,12,信号
000532,华金资本,2022-06-20,11.831,2022-06-29,11.709,42200,-5635.39,-1.1282%,7,信号
000938,紫光股份,2022-06-20,18.619,2022-07-11,19.02,26800,10247.25,2.0525%,15,信号
000948,南天信息,2022-06-20,12.056,2022-06-23,11.964,41400,-4306.43,-0.8624%,3,信号
002278,神开股份,2022-06-20,5.354,2022-06-22,5.098,93300,-24300.18,-4.8625%,2,信号
002512,ST达华,2022-06-20,3.102,2022-06-23,2.989,161200,-18713.71,-3.7411%,3,信号
600315,上海家化,2022-06-20,36.99,2022-06-24,35.774,13500,-16912.32,-3.3850%,4,信号
601528,瑞丰银行,2022-06-20,5.998,2022-06-22,5.83,83300,-14479.88,-2.8967%,2,信号
000627,ST天茂,2022-06-21,3.232,2022-06-29,3.368,154700,20636.99,4.1259%,6,信号
002467,二六三,2022-06-21,4.132,2022-06-23,3.998,121000,-16713.73,-3.3412%,2,信号
002469,三维化学,2022-06-22,4.372,2022-06-30,4.358,114300,-2140.84,-0.4282%,6,信号
600173,卧龙新能,2022-06-22,6.124,2022-06-27,5.798,81600,-27084.84,-5.4173%,3,信号
601236,红塔证券,2022-06-22,9.325,2022-06-27,9.075,53600,-13850.24,-2.7698%,3,信号
603787,新日股份,2022-06-22,14.567,2022-06-30,13.823,34300,-26012.78,-5.2035%,6,信号
603186,华正新材,2022-06-23,23.232,2022-07-06,24.108,21500,18332.19,3.6684%,9,信号
603928,兴业股份,2022-06-23,7.039,2022-06-30,6.943,71000,-7311.65,-1.4624%,5,信号
000536,华映科技,2022-06-24,2.141,2022-07-05,2.119,233500,-5664.71,-1.1325%,7,信号
002992,宝明科技,2022-06-24,13.497,2022-08-02,26.847,37000,493197.17,98.7126%,27,信号
600130,波导股份,2022-06-24,3.782,2022-07-13,3.798,132200,1641.92,0.3282%,13,信号
600396,华电辽能,2022-06-24,3.282,2022-06-30,3.168,152300,-17735.34,-3.5468%,4,信号
002174,游族网络,2022-06-27,9.904,2022-06-30,9.674,50400,-12074.73,-2.4178%,3,信号
603721,中广天择,2022-06-27,13.067,2022-06-30,12.674,38200,-15499.27,-3.1036%,3,信号
603773,沃格光电,2022-06-27,12.218,2022-07-04,12.059,40900,-7005.23,-1.4011%,5,信号
002559,亚威股份,2022-06-28,7.296,2022-07-01,6.899,16200,-6547.94,-5.5374%,3,信号
002638,勤上股份,2022-06-28,2.421,2022-06-30,2.239,206500,-38132.3,-7.6230%,2,信号
600255,鑫科材料,2022-06-28,2.681,2022-06-30,2.539,100,-24.26,-8.8825%,2,信号
601628,中国人寿,2022-06-28,28.258,2022-07-05,27.41,17600,-15411.76,-3.0973%,5,信号
002224,三力士,2022-06-29,4.678,2022-07-01,4.534,106800,-15935.85,-3.1878%,2,信号
002526,山东矿机,2022-06-29,2.438,2022-07-08,2.416,205000,-5095.07,-1.0188%,7,信号
002753,永东股份,2022-06-29,9.851,2022-07-04,9.251,50700,-30881.48,-6.1801%,3,信号
002331,皖通科技,2022-06-30,7.344,2022-07-05,7.086,67500,-17849.03,-3.5990%,3,信号
002428,云南锗业,2022-06-30,12.306,2022-07-08,12.194,40600,-5054.7,-1.0112%,6,信号
002515,金字火腿,2022-06-30,4.322,2022-07-07,4.268,115600,-6773.01,-1.3549%,5,信号
003029,吉大正元,2022-06-30,20.01,2022-07-06,19.5,24900,-13184.8,-2.6449%,4,信号
600059,古越龙山,2022-06-30,10.365,2022-07-07,10.215,48200,-7739.96,-1.5485%,5,信号
600893,航发动力,2022-06-30,44.168,2022-07-19,50.051,11300,65944.31,13.2061%,13,信号
603150,万朗磁塑,2022-06-30,29.595,2022-07-06,28.426,16800,-20126.74,-4.0461%,4,信号
600860,京城股份,2022-07-01,18.269,2022-07-06,17.791,27300,-13542.44,-2.7139%,3,信号
601608,中信重工,2022-07-01,3.674,2022-07-12,3.88,26300,5324.33,5.5077%,7,信号
600576,祥源文旅,2022-07-04,5.533,2022-07-07,5.377,100,-25.55,-4.5758%,3,信号
601828,美凯龙,2022-07-04,5.693,2022-07-07,5.487,87800,-18541.61,-3.7077%,3,信号
603010,万盛股份,2022-07-04,17.989,2022-07-11,17.621,25600,-9871.62,-2.1425%,5,信号
002495,佳隆股份,2022-07-05,2.563,2022-07-07,2.521,195000,-8791.38,-1.7580%,2,信号
600588,用友网络,2022-07-05,21.491,2022-07-07,20.76,23200,-17452.2,-3.4986%,2,信号
603198,迎驾贡酒,2022-07-05,57.469,2022-07-07,53.683,8700,-33418.01,-6.6806%,2,信号
605179,一鸣食品,2022-07-05,12.748,2022-07-07,11.966,38800,-30834.91,-6.2307%,2,信号
002486,嘉麟杰,2022-07-06,2.957,2022-07-08,2.885,169000,-12817.3,-2.5631%,2,信号
002866,传艺科技,2022-07-06,21.916,2022-07-15,22.984,22800,23828.29,4.7663%,7,信号
300758,七彩化学,2022-07-06,12.362,2022-07-08,11.47,37700,-34074.47,-7.3076%,2,信号
600187,ST国中,2022-07-06,2.801,2022-07-08,2.629,178400,-31296.72,-6.2591%,2,信号
002474,榕基软件,2022-07-07,6.233,2022-07-12,5.937,80200,-24234.04,-4.8454%,3,信号
600032,浙江新能,2022-07-07,14.443,2022-07-13,14.179,34600,-9640.32,-1.9281%,4,信号
600200,退市苏吴,2022-07-07,7.594,2022-07-13,7.306,65800,-19404.42,-3.8815%,4,信号
605162,新中港,2022-07-07,9.415,2022-07-15,9.345,53100,-4182.16,-0.8361%,6,信号
002989,中天精装,2022-07-08,17.209,2022-07-13,15.322,29000,-55173.38,-11.0502%,3,信号
605178,时空科技,2022-07-08,24.842,2022-07-13,24.218,20100,-13046.11,-2.6114%,3,信号
002308,ST威创,2022-07-11,4.112,2022-07-13,4.018,121500,-11922.8,-2.3852%,2,信号
601727,上海电气,2022-07-11,4.318,2022-07-18,4.364,115700,4780.49,0.9564%,5,信号
603585,苏利股份,2022-07-11,13.839,2022-07-13,12.94,36100,-32951.29,-6.5924%,2,信号
600517,国网英大,2022-07-12,5.657,2022-07-18,5.511,88300,-13348.14,-2.6710%,4,信号
600956,新天绿能,2022-07-12,12.832,2022-07-22,13.286,38900,17150.28,3.4340%,8,信号
002012,凯恩股份,2022-07-13,5.685,2022-07-25,5.809,87900,10416.68,2.0836%,8,信号
600343,航天动力,2022-07-13,11.396,2022-07-18,9.895,43800,-66194.52,-13.2553%,3,信号
600523,贵航股份,2022-07-13,25.435,2022-07-20,25.209,19600,-4912.62,-0.9849%,5,信号
603003,退市龙宇,2022-07-13,7.654,2022-07-18,7.366,65300,-19264.81,-3.8526%,3,信号
002084,海鸥住工,2022-07-14,4.042,2022-07-18,3.858,123700,-23243.24,-4.6463%,2,信号
002398,垒知集团,2022-07-15,6.328,2022-07-22,6.102,79000,-18361.97,-3.6711%,5,信号
002435,ST长康,2022-07-15,5.383,2022-07-25,5.597,92800,19397.06,3.8812%,6,信号
002479,富春环保,2022-07-15,4.612,2022-07-22,4.578,108400,-4248.2,-0.8493%,5,信号
002767,先锋电子,2022-07-15,11.635,2022-07-22,11.633,42900,-569.2,-0.1140%,5,信号
300006,莱美药业,2022-07-15,4.592,2022-07-21,4.478,108800,-12954.82,-2.5915%,4,信号
600561,江西长运,2022-07-15,5.603,2022-07-25,5.657,89200,4347.61,0.8695%,6,信号
000753,漳州发展,2022-07-18,4.017,2022-08-02,4.293,124400,33798.24,6.7601%,11,信号
000885,城发环境,2022-07-18,8.765,2022-08-01,9.246,57000,26903.32,5.3820%,10,信号
002066,瑞泰科技,2022-07-18,12.306,2022-07-25,12.414,40600,3868.37,0.7739%,5,信号
002552,宝鼎科技,2022-07-18,14.887,2022-07-26,15.602,33500,23433.59,4.6963%,6,信号
300882,万胜智能,2022-07-18,12.942,2022-07-21,11.973,38600,-37901.93,-7.5830%,3,信号
601518,吉林高速,2022-07-19,1.816,2022-07-22,1.693,275300,-34277.34,-6.8531%,3,信号
002533,金杯电工,2022-07-20,6.414,2022-08-04,6.778,77900,27795.35,5.5600%,11,信号
002671,龙泉股份,2022-07-20,4.932,2022-08-03,4.718,101300,-22250.55,-4.4509%,10,信号
603080,新疆火炬,2022-07-20,13.147,2022-08-02,13.333,8500,1474.92,1.3192%,9,信号
002718,友邦吊顶,2022-07-21,14.88,2022-07-25,14.676,30200,-6630.59,-1.4747%,2,信号
600033,福建高速,2022-07-21,2.5,2022-07-25,2.498,199900,-999.1,-0.1998%,2,信号
002172,澳洋健康,2022-07-22,4.182,2022-08-01,4.188,119500,194.79,0.0390%,6,信号
300187,永清环保,2022-07-22,7.297,2022-07-28,7.089,68500,-14685.44,-2.9367%,4,信号
600120,浙江东方,2022-07-22,3.832,2022-07-26,3.738,130400,-12723.13,-2.5450%,2,信号
603797,联泰环保,2022-07-22,6.164,2022-07-28,6.158,74600,-919.22,-0.1998%,4,信号
603937,丽岛新材,2022-07-22,11.849,2022-08-03,12.157,42100,12461.35,2.4968%,8,信号
000688,国城矿业,2022-07-25,17.436,2022-08-15,18.218,28600,21860.3,4.3816%,15,信号
002823,凯中精密,2022-07-25,10.473,2022-08-01,10.483,47700,-45.6,-0.0091%,5,信号
002342,巨力索具,2022-07-26,4.373,2022-08-03,4.489,114300,12703.08,2.5401%,6,信号
600889,ST京化,2022-07-26,5.263,2022-08-01,5.147,95000,-11438.95,-2.2869%,4,信号
603990,麦迪科技,2022-07-26,17.15,2022-08-08,18.471,29100,37928.34,7.5963%,9,信号
000541,佛山照明,2022-07-27,5.476,2022-08-03,5.61,89600,11550.7,2.3531%,5,信号
002441,众业达,2022-07-27,10.135,2022-08-02,9.745,49300,-19714.09,-3.9435%,4,信号
002591,恒大高新,2022-07-27,10.265,2022-08-01,9.255,48700,-49650.64,-9.9269%,3,信号
000544,中原环保,2022-07-28,7.484,2022-08-01,6.377,66800,-74405.87,-14.8763%,2,信号
603286,日盈电子,2022-07-28,17.739,2022-08-15,22.089,25000,108254.28,24.3984%,12,信号
000782,恒申新材,2022-08-01,5.463,2022-08-03,5.357,91500,-10140.03,-2.0276%,2,信号
003040,楚天龙,2022-08-01,21.639,2022-08-03,20.618,23100,-24076.12,-4.8142%,2,信号
000812,陕西金叶,2022-08-02,6.335,2022-08-04,5.979,78900,-28586.58,-5.7162%,2,信号
000997,新大陆,2022-08-02,13.271,2022-08-10,13.327,37600,1631.92,0.3269%,6,信号
002560,通达股份,2022-08-02,4.743,2022-08-08,4.732,105400,-1736.47,-0.3472%,4,信号
002730,电光科技,2022-08-02,8.834,2022-08-04,8.576,56500,-15108.67,-3.0254%,2,信号
000565,渝三峡Ａ,2022-08-03,7.564,2022-08-08,7.256,66100,-20809.61,-4.1601%,3,信号
000635,英力特,2022-08-03,9.635,2022-08-17,10.175,51800,27463.85,5.5001%,10,信号
002229,鸿博股份,2022-08-03,6.423,2022-08-05,6.517,77800,6773.27,1.3547%,2,信号
600501,航天晨光,2022-08-03,12.376,2022-08-15,12.204,40400,-7457.03,-1.4907%,8,信号
600819,耀皮玻璃,2022-08-03,5.212,2022-08-08,5.086,95900,-12495.58,-2.4989%,3,信号
603138,海量数据,2022-08-03,13.947,2022-08-18,16.882,35800,104506.31,20.9200%,11,信号
603577,汇金通,2022-08-03,11.462,2022-08-22,13.029,43600,67820.17,13.5645%,13,信号
002599,盛通股份,2022-08-04,5.213,2022-08-10,5.087,95900,-12495.77,-2.4985%,4,信号
002138,顺络电子,2022-08-05,24.542,2022-08-22,25.327,20300,15430.64,3.0957%,11,信号
002231,ST奥维,2022-08-05,6.703,2022-08-17,8.136,74500,106174.45,21.2498%,8,信号
002292,奥飞娱乐,2022-08-05,4.842,2022-08-10,4.648,103200,-20587.37,-4.1176%,3,信号
002651,利君股份,2022-08-05,8.604,2022-08-12,8.666,55900,2947.61,0.6125%,5,信号
002938,鹏鼎控股,2022-08-05,29.967,2022-08-11,28.048,16600,-32337.04,-6.4973%,4,信号
603398,ST沐邦,2022-08-05,36.578,2022-08-22,42.129,13600,74953.56,15.0596%,11,信号
002581,ST未名,2022-08-08,19.98,2022-08-10,18.331,25000,-41707.76,-8.3457%,2,信号
003009,中天火箭,2022-08-08,51.824,2022-08-12,51.802,9600,-706.81,-0.1420%,4,信号
601606,长城军工,2022-08-08,13.772,2022-08-12,13.388,36300,-14416.91,-2.8824%,4,信号
603336,宏辉果蔬,2022-08-08,4.987,2022-08-10,4.945,100200,-4802.79,-0.9606%,2,信号
603602,纵横通信,2022-08-08,10.535,2022-08-16,10.485,400,-30.2,-0.7159%,6,信号
000592,平潭发展,2022-08-10,2.881,2022-08-19,2.969,173500,14600.03,2.9190%,7,信号
603516,淳中科技,2022-08-10,14.461,2022-08-19,14.647,34500,5895.78,1.1811%,7,信号
000070,特发信息,2022-08-11,7.264,2022-08-17,6.977,68800,-20243.72,-4.0488%,4,信号
000973,佛塑科技,2022-08-11,4.895,2022-08-26,4.841,102100,-6099.05,-1.2196%,11,信号
002768,国恩股份,2022-08-11,18.669,2022-08-26,20.658,20700,40751.52,10.5397%,11,信号
603823,百合花,2022-08-11,12.499,2022-08-19,12.926,40000,16543.0,3.3071%,6,信号
002763,汇洁股份,2022-08-12,6.453,2022-08-19,6.187,77400,-21102.34,-4.2228%,5,信号
300848,美瑞新材,2022-08-12,15.698,2022-08-22,15.036,31800,-21520.15,-4.3088%,6,信号
000026,飞亚达,2022-08-15,9.205,2022-08-22,8.876,3900,-1318.51,-3.6711%,5,信号
002185,华天科技,2022-08-15,10.557,2022-08-18,10.127,47300,-20844.36,-4.1721%,3,信号
002935,天奥电子,2022-08-15,14.937,2022-08-18,14.493,33400,-15344.97,-3.0742%,3,信号
603020,爱普股份,2022-08-15,11.233,2022-08-18,10.852,44500,-17447.74,-3.4888%,3,信号
603042,华脉科技,2022-08-15,8.577,2022-08-19,8.446,58200,-8149.34,-1.6317%,4,信号
000617,中油资本,2022-08-17,4.299,2022-09-01,4.435,116300,15266.24,3.0518%,11,信号
000728,国元证券,2022-08-17,6.423,2022-08-31,6.857,77800,33198.82,6.6401%,10,信号
300044,ST赛为,2022-08-17,5.283,2022-08-19,5.027,94600,-24625.33,-4.9252%,2,信号
300542,新晨科技,2022-08-18,12.472,2022-08-23,12.44,40000,-1796.48,-0.3599%,3,信号
603022,新通联,2022-08-18,10.544,2022-08-25,10.324,47400,-10943.15,-2.1884%,5,信号
000059,华锦股份,2022-08-19,6.939,2022-08-25,6.793,72000,-11068.71,-2.2142%,4,信号
002579,中京电子,2022-08-19,13.207,2022-08-23,11.424,37800,-67837.03,-13.5821%,2,信号
003012,东鹏控股,2022-08-19,7.664,2022-08-25,7.216,65200,-29658.18,-5.9324%,4,信号
601616,广电电气,2022-08-19,3.658,2022-08-25,3.484,136600,-24197.6,-4.8404%,4,信号
000503,国新健康,2022-08-22,11.946,2022-08-25,11.484,41800,-19789.38,-3.9611%,3,信号
000912,泸天化,2022-08-22,5.373,2022-08-26,5.347,93000,-2856.96,-0.5715%,4,信号
002221,东华能源,2022-08-22,8.884,2022-08-31,8.826,56200,-3805.3,-0.7617%,7,信号
002241,歌尔股份,2022-08-22,36.059,2022-08-25,33.834,13800,-31186.52,-6.2641%,3,信号
002405,四维图新,2022-08-22,14.817,2022-08-25,14.053,33700,-26247.93,-5.2538%,3,信号
002792,通宇通讯,2022-08-22,10.006,2022-08-25,9.626,49900,-19442.64,-3.8920%,3,信号
003032,传智教育,2022-08-23,15.522,2022-08-25,14.527,32200,-32523.55,-6.5041%,2,信号
002159,三特索道,2022-08-24,11.886,2022-09-01,12.144,42000,10330.74,2.0684%,6,信号
301100,风光股份,2022-08-24,27.139,2022-08-26,24.483,18400,-49341.82,-9.8763%,2,信号
000698,ST沈化,2022-08-25,4.892,2022-08-29,4.518,102100,-38737.77,-7.7511%,2,信号
002425,凯撒文化,2022-08-25,5.753,2022-08-29,5.377,86900,-33120.21,-6.6217%,2,信号
002538,ST司特,2022-08-25,9.965,2022-08-31,9.355,50100,-31027.94,-6.2119%,4,信号
603956,威派格,2022-08-25,11.326,2022-08-29,10.485,44100,-37564.83,-7.5173%,2,信号
002103,广博股份,2022-08-26,4.772,2022-08-30,4.548,104700,-24009.81,-4.8027%,2,信号
003029,吉大正元,2022-08-26,24.812,2022-08-31,23.818,20100,-20474.47,-4.1033%,3,信号
000520,凤凰航运,2022-08-29,3.722,2022-09-01,3.508,134300,-29174.0,-5.8337%,3,信号
000686,东北证券,2022-08-29,6.703,2022-08-31,6.557,74500,-11417.87,-2.2852%,2,信号
000802,北京文化,2022-08-29,4.392,2022-09-05,4.658,113800,29696.12,5.9383%,5,信号
600333,长春燃气,2022-08-29,5.913,2022-08-31,5.867,84500,-4375.41,-0.8753%,2,信号
600359,新农开发,2022-08-29,9.305,2022-09-01,9.085,53700,-12264.55,-2.4534%,3,信号
603721,中广天择,2022-08-29,15.698,2022-09-09,15.632,31800,-2586.29,-0.5178%,9,信号
603727,博迈科,2022-08-29,12.532,2022-09-02,11.76,39800,-31214.83,-6.2551%,4,信号
000507,珠海港,2022-08-30,5.744,2022-09-01,5.488,87000,-22727.19,-4.5457%,2,信号
002040,南京港,2022-08-30,7.194,2022-09-07,7.416,69500,14969.61,2.9927%,6,信号
002490,山东墨龙,2022-08-30,4.472,2022-09-01,4.018,100,-55.42,-12.2560%,2,信号
002628,成都路桥,2022-08-30,3.679,2022-09-14,4.135,135900,61452.09,12.2854%,10,信号
002773,康弘药业,2022-08-30,13.277,2022-09-07,13.603,21000,6575.52,2.3573%,6,信号
600482,中国动力,2022-08-30,16.713,2022-09-01,15.537,29900,-35648.28,-7.1300%,2,信号
601928,凤凰传媒,2022-09-01,6.963,2022-09-15,7.246,71800,19801.73,3.9585%,9,信号
002910,庄园牧场,2022-09-02,12.004,2022-09-07,11.692,41600,-13465.76,-2.6952%,3,信号
002949,华阳国际,2022-09-02,12.796,2022-09-07,12.334,39000,-18530.07,-3.7111%,3,信号
300257,开山股份,2022-09-02,17.959,2022-09-16,19.18,27800,33439.52,6.6945%,9,信号
000716,黑芝麻,2022-09-05,4.822,2022-09-13,4.598,103600,-23767.92,-4.7550%,5,信号
002702,海欣食品,2022-09-05,5.903,2022-09-08,5.737,84700,-14537.91,-2.9062%,3,信号
002905,金逸影视,2022-09-05,7.844,2022-09-08,7.636,63700,-13726.08,-2.7457%,3,信号
003020,立方制药,2022-09-05,14.355,2022-09-21,14.924,34800,19269.5,3.8554%,11,信号
603696,安记食品,2022-09-05,9.82,2022-09-13,8.991,50900,-42695.44,-8.5377%,5,信号
002570,贝因美,2022-09-06,5.353,2022-09-09,5.177,93400,-16861.51,-3.3710%,3,信号
002615,哈尔斯,2022-09-06,7.488,2022-09-09,6.991,100,-59.72,-7.9233%,3,信号
002697,红旗连锁,2022-09-06,4.434,2022-09-08,4.27,112700,-19012.95,-3.8027%,2,信号
300785,值得买,2022-09-06,20.005,2022-09-08,18.346,19200,-32224.33,-8.3855%,2,信号
301025,读客文化,2022-09-06,12.463,2022-09-08,11.901,40100,-23032.0,-4.6062%,2,信号
600419,天润乳业,2022-09-06,13.139,2022-09-08,12.916,38000,-8970.05,-1.7958%,2,信号
601028,玉龙股份,2022-09-08,24.213,2022-09-15,23.539,20600,-14373.69,-2.8803%,4,信号
603021,ST华鹏,2022-09-08,5.683,2022-09-13,5.367,87900,-28220.3,-5.6466%,2,信号
000014,沙河股份,2022-09-09,8.788,2022-09-21,8.99,56800,10918.21,2.1861%,7,信号
000042,中洲控股,2022-09-09,9.223,2022-09-20,9.933,54200,37985.75,7.5954%,6,信号
002566,益盛药业,2022-09-09,8.014,2022-09-19,7.646,62300,-23403.62,-4.6852%,5,信号
300530,领湃科技,2022-09-09,35.188,2022-09-14,31.984,14200,-45967.83,-9.1952%,2,信号
600678,ST金顶,2022-09-09,6.283,2022-09-19,6.097,79500,-15294.21,-3.0603%,5,信号
600683,京投发展,2022-09-09,5.453,2022-09-14,5.097,91600,-33026.39,-6.6090%,2,信号
