方案,日期,净值
S2 经典四条件（3-5/换手/市值/量比）,2022-04-18,0.249385
S2 经典四条件（3-5/换手/市值/量比）,2022-04-19,0.245308
S2 经典四条件（3-5/换手/市值/量比）,2022-04-20,0.241033
S2 经典四条件（3-5/换手/市值/量比）,2022-04-22,0.234393
S2 经典四条件（3-5/换手/市值/量比）,2022-04-26,0.232841
S2 经典四条件（3-5/换手/市值/量比）,2022-04-27,0.226199
S2 经典四条件（3-5/换手/市值/量比）,2022-04-28,0.224464
S2 经典四条件（3-5/换手/市值/量比）,2022-04-29,0.221790
S2 经典四条件（3-5/换手/市值/量比）,2022-05-05,0.213321
S2 经典四条件（3-5/换手/市值/量比）,2022-05-06,0.209424
S2 经典四条件（3-5/换手/市值/量比）,2022-05-09,0.202241
S2 经典四条件（3-5/换手/市值/量比）,2022-05-10,0.201223
S2 经典四条件（3-5/换手/市值/量比）,2022-05-11,0.200555
S2 经典四条件（3-5/换手/市值/量比）,2022-05-12,0.200994
S2 经典四条件（3-5/换手/市值/量比）,2022-05-13,0.195354
S2 经典四条件（3-5/换手/市值/量比）,2022-05-16,0.193699
S2 经典四条件（3-5/换手/市值/量比）,2022-05-17,0.190685
S2 经典四条件（3-5/换手/市值/量比）,2022-05-18,0.186349
S2 经典四条件（3-5/换手/市值/量比）,2022-05-19,0.187136
S2 经典四条件（3-5/换手/市值/量比）,2022-05-20,0.185850
S2 经典四条件（3-5/换手/市值/量比）,2022-05-23,0.184029
S2 经典四条件（3-5/换手/市值/量比）,2022-05-24,0.182480
S2 经典四条件（3-5/换手/市值/量比）,2022-05-25,0.180616
S2 经典四条件（3-5/换手/市值/量比）,2022-05-26,0.178896
S2 经典四条件（3-5/换手/市值/量比）,2022-05-27,0.177224
S2 经典四条件（3-5/换手/市值/量比）,2022-05-30,0.171460
S2 经典四条件（3-5/换手/市值/量比）,2022-05-31,0.168558
S2 经典四条件（3-5/换手/市值/量比）,2022-06-01,0.167006
S2 经典四条件（3-5/换手/市值/量比）,2022-06-02,0.168304
S2 经典四条件（3-5/换手/市值/量比）,2022-06-06,0.166093
S2 经典四条件（3-5/换手/市值/量比）,2022-06-07,0.164090
S2 经典四条件（3-5/换手/市值/量比）,2022-06-08,0.162233
S2 经典四条件（3-5/换手/市值/量比）,2022-06-09,0.158710
S2 经典四条件（3-5/换手/市值/量比）,2022-06-10,0.156085
S2 经典四条件（3-5/换手/市值/量比）,2022-06-13,0.153152
S2 经典四条件（3-5/换手/市值/量比）,2022-06-14,0.152202
S2 经典四条件（3-5/换手/市值/量比）,2022-06-15,0.151140
S2 经典四条件（3-5/换手/市值/量比）,2022-06-16,0.149467
S2 经典四条件（3-5/换手/市值/量比）,2022-06-17,0.148603
S2 经典四条件（3-5/换手/市值/量比）,2022-06-20,0.149226
S2 经典四条件（3-5/换手/市值/量比）,2022-06-21,0.147651
S2 经典四条件（3-5/换手/市值/量比）,2022-06-22,0.146279
S2 经典四条件（3-5/换手/市值/量比）,2022-06-23,0.146013
S2 经典四条件（3-5/换手/市值/量比）,2022-06-24,0.147238
S2 经典四条件（3-5/换手/市值/量比）,2022-06-27,0.146198
S2 经典四条件（3-5/换手/市值/量比）,2022-06-28,0.144365
S2 经典四条件（3-5/换手/市值/量比）,2022-06-29,0.143932
S2 经典四条件（3-5/换手/市值/量比）,2022-06-30,0.142658
S2 经典四条件（3-5/换手/市值/量比）,2022-07-01,0.141265
S2 经典四条件（3-5/换手/市值/量比）,2022-07-04,0.140319
S2 经典四条件（3-5/换手/市值/量比）,2022-07-05,0.139290
S2 经典四条件（3-5/换手/市值/量比）,2022-07-06,0.136225
S2 经典四条件（3-5/换手/市值/量比）,2022-07-07,0.135271
S2 经典四条件（3-5/换手/市值/量比）,2022-07-08,0.134490
S2 经典四条件（3-5/换手/市值/量比）,2022-07-11,0.134176
S2 经典四条件（3-5/换手/市值/量比）,2022-07-12,0.133564
S2 经典四条件（3-5/换手/市值/量比）,2022-07-13,0.130691
S2 经典四条件（3-5/换手/市值/量比）,2022-07-14,0.129818
S2 经典四条件（3-5/换手/市值/量比）,2022-07-15,0.130430
S2 经典四条件（3-5/换手/市值/量比）,2022-07-18,0.130137
S2 经典四条件（3-5/换手/市值/量比）,2022-07-19,0.128942
S2 经典四条件（3-5/换手/市值/量比）,2022-07-20,0.127457
S2 经典四条件（3-5/换手/市值/量比）,2022-07-21,0.126199
S2 经典四条件（3-5/换手/市值/量比）,2022-07-22,0.125491
S2 经典四条件（3-5/换手/市值/量比）,2022-07-25,0.123449
S2 经典四条件（3-5/换手/市值/量比）,2022-07-26,0.121320
S2 经典四条件（3-5/换手/市值/量比）,2022-07-27,0.121246
S2 经典四条件（3-5/换手/市值/量比）,2022-07-28,0.120664
S2 经典四条件（3-5/换手/市值/量比）,2022-07-29,0.120801
S2 经典四条件（3-5/换手/市值/量比）,2022-08-01,0.118448
S2 经典四条件（3-5/换手/市值/量比）,2022-08-02,0.116164
S2 经典四条件（3-5/换手/市值/量比）,2022-08-03,0.116369
S2 经典四条件（3-5/换手/市值/量比）,2022-08-04,0.117440
S2 经典四条件（3-5/换手/市值/量比）,2022-08-05,0.117213
S2 经典四条件（3-5/换手/市值/量比）,2022-08-08,0.116902
S2 经典四条件（3-5/换手/市值/量比）,2022-08-09,0.116519
S2 经典四条件（3-5/换手/市值/量比）,2022-08-10,0.116220
S2 经典四条件（3-5/换手/市值/量比）,2022-08-11,0.115986
S2 经典四条件（3-5/换手/市值/量比）,2022-08-12,0.114846
S2 经典四条件（3-5/换手/市值/量比）,2022-08-15,0.113644
S2 经典四条件（3-5/换手/市值/量比）,2022-08-16,0.113770
S2 经典四条件（3-5/换手/市值/量比）,2022-08-17,0.112911
S2 经典四条件（3-5/换手/市值/量比）,2022-08-18,0.112849
S2 经典四条件（3-5/换手/市值/量比）,2022-08-19,0.112662
S2 经典四条件（3-5/换手/市值/量比）,2022-08-22,0.111566
S2 经典四条件（3-5/换手/市值/量比）,2022-08-23,0.111095
S2 经典四条件（3-5/换手/市值/量比）,2022-08-24,0.111515
S2 经典四条件（3-5/换手/市值/量比）,2022-08-25,0.110069
S2 经典四条件（3-5/换手/市值/量比）,2022-08-26,0.106366
S2 经典四条件（3-5/换手/市值/量比）,2022-08-29,0.105442
S2 经典四条件（3-5/换手/市值/量比）,2022-08-30,0.104722
S2 经典四条件（3-5/换手/市值/量比）,2022-08-31,0.102863
S2 经典四条件（3-5/换手/市值/量比）,2022-09-01,0.101684
S2 经典四条件（3-5/换手/市值/量比）,2022-09-02,0.100095
S2 经典四条件（3-5/换手/市值/量比）,2022-09-05,0.099952
S2 经典四条件（3-5/换手/市值/量比）,2022-09-06,0.098366
S2 经典四条件（3-5/换手/市值/量比）,2022-09-07,0.097123
S2 经典四条件（3-5/换手/市值/量比）,2022-09-08,0.095879
S2 经典四条件（3-5/换手/市值/量比）,2022-09-09,0.096011
S2 经典四条件（3-5/换手/市值/量比）,2022-09-13,0.093719
S2 经典四条件（3-5/换手/市值/量比）,2022-09-14,0.093313
S2 经典四条件（3-5/换手/市值/量比）,2022-09-15,0.091537
S2 经典四条件（3-5/换手/市值/量比）,2022-09-16,0.091594
S2 经典四条件（3-5/换手/市值/量比）,2022-09-19,0.090453
S2 经典四条件（3-5/换手/市值/量比）,2022-09-20,0.091350
S2 经典四条件（3-5/换手/市值/量比）,2022-09-21,0.089215
S2 经典四条件（3-5/换手/市值/量比）,2022-09-22,0.087553
S2 经典四条件（3-5/换手/市值/量比）,2022-09-23,0.085890
S2 经典四条件（3-5/换手/市值/量比）,2022-09-26,0.085188
S2 经典四条件（3-5/换手/市值/量比）,2022-09-27,0.083620
S2 经典四条件（3-5/换手/市值/量比）,2022-09-28,0.082387
S2 经典四条件（3-5/换手/市值/量比）,2022-09-29,0.080190
S2 经典四条件（3-5/换手/市值/量比）,2022-09-30,0.079151
S2 经典四条件（3-5/换手/市值/量比）,2022-10-10,0.078299
S2 经典四条件（3-5/换手/市值/量比）,2022-10-12,0.077479
S2 经典四条件（3-5/换手/市值/量比）,2022-10-13,0.077031
S2 经典四条件（3-5/换手/市值/量比）,2022-10-14,0.075992
S2 经典四条件（3-5/换手/市值/量比）,2022-10-17,0.075369
S2 经典四条件（3-5/换手/市值/量比）,2022-10-18,0.074448
S2 经典四条件（3-5/换手/市值/量比）,2022-10-19,0.073090
S2 经典四条件（3-5/换手/市值/量比）,2022-10-20,0.072551
S2 经典四条件（3-5/换手/市值/量比）,2022-10-21,0.071327
S2 经典四条件（3-5/换手/市值/量比）,2022-10-24,0.070830
S2 经典四条件（3-5/换手/市值/量比）,2022-10-25,0.069952
S2 经典四条件（3-5/换手/市值/量比）,2022-10-26,0.069686
S2 经典四条件（3-5/换手/市值/量比）,2022-10-27,0.068327
S2 经典四条件（3-5/换手/市值/量比）,2022-10-28,0.068551
S2 经典四条件（3-5/换手/市值/量比）,2022-10-31,0.067852
S2 经典四条件（3-5/换手/市值/量比）,2022-11-01,0.066780
S2 经典四条件（3-5/换手/市值/量比）,2022-11-02,0.065095
S2 经典四条件（3-5/换手/市值/量比）,2022-11-03,0.064570
S2 经典四条件（3-5/换手/市值/量比）,2022-11-04,0.064119
S2 经典四条件（3-5/换手/市值/量比）,2022-11-07,0.063655
S2 经典四条件（3-5/换手/市值/量比）,2022-11-08,0.063190
S2 经典四条件（3-5/换手/市值/量比）,2022-11-09,0.062502
S2 经典四条件（3-5/换手/市值/量比）,2022-11-10,0.063243
S2 经典四条件（3-5/换手/市值/量比）,2022-11-11,0.062878
S2 经典四条件（3-5/换手/市值/量比）,2022-11-14,0.062411
S2 经典四条件（3-5/换手/市值/量比）,2022-11-15,0.061795
S2 经典四条件（3-5/换手/市值/量比）,2022-11-16,0.060557
S2 经典四条件（3-5/换手/市值/量比）,2022-11-17,0.059985
S2 经典四条件（3-5/换手/市值/量比）,2022-11-18,0.059905
S2 经典四条件（3-5/换手/市值/量比）,2022-11-21,0.059206
S2 经典四条件（3-5/换手/市值/量比）,2022-11-22,0.058328
S2 经典四条件（3-5/换手/市值/量比）,2022-11-23,0.058005
S2 经典四条件（3-5/换手/市值/量比）,2022-11-24,0.057080
S2 经典四条件（3-5/换手/市值/量比）,2022-11-25,0.055781
S2 经典四条件（3-5/换手/市值/量比）,2022-11-28,0.054668
S2 经典四条件（3-5/换手/市值/量比）,2022-11-29,0.054043
S2 经典四条件（3-5/换手/市值/量比）,2022-11-30,0.053455
S2 经典四条件（3-5/换手/市值/量比）,2022-12-01,0.053063
S2 经典四条件（3-5/换手/市值/量比）,2022-12-02,0.053504
S2 经典四条件（3-5/换手/市值/量比）,2022-12-05,0.052841
S2 经典四条件（3-5/换手/市值/量比）,2022-12-06,0.052500
S2 经典四条件（3-5/换手/市值/量比）,2022-12-07,0.051816
S2 经典四条件（3-5/换手/市值/量比）,2022-12-08,0.051665
S2 经典四条件（3-5/换手/市值/量比）,2022-12-09,0.051585
S2 经典四条件（3-5/换手/市值/量比）,2022-12-12,0.051607
S2 经典四条件（3-5/换手/市值/量比）,2022-12-13,0.051641
S2 经典四条件（3-5/换手/市值/量比）,2022-12-14,0.050688
S2 经典四条件（3-5/换手/市值/量比）,2022-12-15,0.050097
S2 经典四条件（3-5/换手/市值/量比）,2022-12-16,0.049504
S2 经典四条件（3-5/换手/市值/量比）,2022-12-19,0.048990
S2 经典四条件（3-5/换手/市值/量比）,2022-12-20,0.048199
S2 经典四条件（3-5/换手/市值/量比）,2022-12-21,0.047699
S2 经典四条件（3-5/换手/市值/量比）,2022-12-22,0.046692
S2 经典四条件（3-5/换手/市值/量比）,2022-12-23,0.046095
S2 经典四条件（3-5/换手/市值/量比）,2022-12-26,0.045377
S2 经典四条件（3-5/换手/市值/量比）,2022-12-27,0.044786
S2 经典四条件（3-5/换手/市值/量比）,2022-12-28,0.044277
S2 经典四条件（3-5/换手/市值/量比）,2022-12-29,0.044152
S2 经典四条件（3-5/换手/市值/量比）,2022-12-30,0.043828
S2 经典四条件（3-5/换手/市值/量比）,2023-01-03,0.043567
S2 经典四条件（3-5/换手/市值/量比）,2023-01-04,0.043374
S2 经典四条件（3-5/换手/市值/量比）,2023-01-05,0.043194
S2 经典四条件（3-5/换手/市值/量比）,2023-01-06,0.043300
S2 经典四条件（3-5/换手/市值/量比）,2023-01-09,0.043594
S2 经典四条件（3-5/换手/市值/量比）,2023-01-10,0.043276
S2 经典四条件（3-5/换手/市值/量比）,2023-01-11,0.042682
S2 经典四条件（3-5/换手/市值/量比）,2023-01-12,0.042341
S2 经典四条件（3-5/换手/市值/量比）,2023-01-13,0.042009
S2 经典四条件（3-5/换手/市值/量比）,2023-01-16,0.041493
S2 经典四条件（3-5/换手/市值/量比）,2023-01-17,0.041446
S2 经典四条件（3-5/换手/市值/量比）,2023-01-18,0.041263
S2 经典四条件（3-5/换手/市值/量比）,2023-01-19,0.040939
S2 经典四条件（3-5/换手/市值/量比）,2023-01-20,0.041564
S2 经典四条件（3-5/换手/市值/量比）,2023-01-30,0.040997
S2 经典四条件（3-5/换手/市值/量比）,2023-01-31,0.040746
S2 经典四条件（3-5/换手/市值/量比）,2023-02-01,0.040428
S2 经典四条件（3-5/换手/市值/量比）,2023-02-02,0.039982
S2 经典四条件（3-5/换手/市值/量比）,2023-02-03,0.039639
S2 经典四条件（3-5/换手/市值/量比）,2023-02-06,0.039450
S2 经典四条件（3-5/换手/市值/量比）,2023-02-07,0.039283
S2 经典四条件（3-5/换手/市值/量比）,2023-02-08,0.038781
S2 经典四条件（3-5/换手/市值/量比）,2023-02-09,0.038418
S2 经典四条件（3-5/换手/市值/量比）,2023-02-10,0.038250
S2 经典四条件（3-5/换手/市值/量比）,2023-02-13,0.038180
S2 经典四条件（3-5/换手/市值/量比）,2023-02-14,0.038310
S2 经典四条件（3-5/换手/市值/量比）,2023-02-15,0.038157
S2 经典四条件（3-5/换手/市值/量比）,2023-02-16,0.037818
S2 经典四条件（3-5/换手/市值/量比）,2023-02-17,0.037934
S2 经典四条件（3-5/换手/市值/量比）,2023-02-20,0.037919
S2 经典四条件（3-5/换手/市值/量比）,2023-02-21,0.037743
S2 经典四条件（3-5/换手/市值/量比）,2023-02-22,0.037198
S2 经典四条件（3-5/换手/市值/量比）,2023-02-23,0.036829
S2 经典四条件（3-5/换手/市值/量比）,2023-02-24,0.036583
S2 经典四条件（3-5/换手/市值/量比）,2023-02-27,0.036037
S2 经典四条件（3-5/换手/市值/量比）,2023-02-28,0.035811
S2 经典四条件（3-5/换手/市值/量比）,2023-03-01,0.035597
S2 经典四条件（3-5/换手/市值/量比）,2023-03-02,0.035252
S2 经典四条件（3-5/换手/市值/量比）,2023-03-03,0.034950
S2 经典四条件（3-5/换手/市值/量比）,2023-03-06,0.034744
S2 经典四条件（3-5/换手/市值/量比）,2023-03-07,0.034471
S2 经典四条件（3-5/换手/市值/量比）,2023-03-08,0.034157
S2 经典四条件（3-5/换手/市值/量比）,2023-03-09,0.033668
S2 经典四条件（3-5/换手/市值/量比）,2023-03-10,0.033357
S2 经典四条件（3-5/换手/市值/量比）,2023-03-13,0.032996
S2 经典四条件（3-5/换手/市值/量比）,2023-03-14,0.032812
S2 经典四条件（3-5/换手/市值/量比）,2023-03-15,0.032216
S2 经典四条件（3-5/换手/市值/量比）,2023-03-16,0.031989
S2 经典四条件（3-5/换手/市值/量比）,2023-03-17,0.032212
S2 经典四条件（3-5/换手/市值/量比）,2023-03-20,0.031898
S2 经典四条件（3-5/换手/市值/量比）,2023-03-21,0.031792
S2 经典四条件（3-5/换手/市值/量比）,2023-03-22,0.031535
S2 经典四条件（3-5/换手/市值/量比）,2023-03-23,0.031423
S2 经典四条件（3-5/换手/市值/量比）,2023-03-24,0.031390
S2 经典四条件（3-5/换手/市值/量比）,2023-03-27,0.030918
S2 经典四条件（3-5/换手/市值/量比）,2023-03-28,0.030684
S2 经典四条件（3-5/换手/市值/量比）,2023-03-29,0.030340
S2 经典四条件（3-5/换手/市值/量比）,2023-03-30,0.030272
S2 经典四条件（3-5/换手/市值/量比）,2023-03-31,0.030232
S2 经典四条件（3-5/换手/市值/量比）,2023-04-03,0.030081
S2 经典四条件（3-5/换手/市值/量比）,2023-04-04,0.029782
S2 经典四条件（3-5/换手/市值/量比）,2023-04-06,0.029588
S2 经典四条件（3-5/换手/市值/量比）,2023-04-07,0.029601
S2 经典四条件（3-5/换手/市值/量比）,2023-04-10,0.029294
S2 经典四条件（3-5/换手/市值/量比）,2023-04-11,0.029057
S2 经典四条件（3-5/换手/市值/量比）,2023-04-12,0.029080
S2 经典四条件（3-5/换手/市值/量比）,2023-04-13,0.028642
S2 经典四条件（3-5/换手/市值/量比）,2023-04-14,0.028573
S2 经典四条件（3-5/换手/市值/量比）,2023-04-17,0.028039
S2 经典四条件（3-5/换手/市值/量比）,2023-04-18,0.027794
S2 经典四条件（3-5/换手/市值/量比）,2023-04-19,0.027464
S2 经典四条件（3-5/换手/市值/量比）,2023-04-20,0.027184
S2 经典四条件（3-5/换手/市值/量比）,2023-04-21,0.027071
S2 经典四条件（3-5/换手/市值/量比）,2023-04-24,0.026704
S2 经典四条件（3-5/换手/市值/量比）,2023-04-25,0.026112
S2 经典四条件（3-5/换手/市值/量比）,2023-04-26,0.025593
S2 经典四条件（3-5/换手/市值/量比）,2023-04-27,0.024719
S2 经典四条件（3-5/换手/市值/量比）,2023-04-28,0.024344
S2 经典四条件（3-5/换手/市值/量比）,2023-05-04,0.024053
S2 经典四条件（3-5/换手/市值/量比）,2023-05-05,0.023930
S2 经典四条件（3-5/换手/市值/量比）,2023-05-08,0.023595
S2 经典四条件（3-5/换手/市值/量比）,2023-05-09,0.023229
S2 经典四条件（3-5/换手/市值/量比）,2023-05-10,0.022955
S2 经典四条件（3-5/换手/市值/量比）,2023-05-11,0.022654
S2 经典四条件（3-5/换手/市值/量比）,2023-05-12,0.022436
S2 经典四条件（3-5/换手/市值/量比）,2023-05-15,0.022142
S2 经典四条件（3-5/换手/市值/量比）,2023-05-16,0.021720
S2 经典四条件（3-5/换手/市值/量比）,2023-05-17,0.021540
S2 经典四条件（3-5/换手/市值/量比）,2023-05-18,0.021247
S2 经典四条件（3-5/换手/市值/量比）,2023-05-19,0.021265
S2 经典四条件（3-5/换手/市值/量比）,2023-05-22,0.020971
S2 经典四条件（3-5/换手/市值/量比）,2023-05-23,0.020721
S2 经典四条件（3-5/换手/市值/量比）,2023-05-24,0.020923
S2 经典四条件（3-5/换手/市值/量比）,2023-05-25,0.020699
S2 经典四条件（3-5/换手/市值/量比）,2023-05-26,0.020793
S2 经典四条件（3-5/换手/市值/量比）,2023-05-29,0.020322
S2 经典四条件（3-5/换手/市值/量比）,2023-05-30,0.020063
S2 经典四条件（3-5/换手/市值/量比）,2023-05-31,0.019801
S2 经典四条件（3-5/换手/市值/量比）,2023-06-01,0.019730
S2 经典四条件（3-5/换手/市值/量比）,2023-06-02,0.019556
S2 经典四条件（3-5/换手/市值/量比）,2023-06-05,0.019384
S2 经典四条件（3-5/换手/市值/量比）,2023-06-06,0.018949
S2 经典四条件（3-5/换手/市值/量比）,2023-06-07,0.018724
S2 经典四条件（3-5/换手/市值/量比）,2023-06-08,0.018553
S2 经典四条件（3-5/换手/市值/量比）,2023-06-09,0.018454
S2 经典四条件（3-5/换手/市值/量比）,2023-06-12,0.018268
S2 经典四条件（3-5/换手/市值/量比）,2023-06-13,0.018071
S2 经典四条件（3-5/换手/市值/量比）,2023-06-14,0.018043
S2 经典四条件（3-5/换手/市值/量比）,2023-06-15,0.017860
S2 经典四条件（3-5/换手/市值/量比）,2023-06-16,0.017690
S2 经典四条件（3-5/换手/市值/量比）,2023-06-19,0.017598
S2 经典四条件（3-5/换手/市值/量比）,2023-06-20,0.017358
S2 经典四条件（3-5/换手/市值/量比）,2023-06-21,0.017228
S2 经典四条件（3-5/换手/市值/量比）,2023-06-26,0.017035
S2 经典四条件（3-5/换手/市值/量比）,2023-06-27,0.016724
S2 经典四条件（3-5/换手/市值/量比）,2023-06-28,0.016602
S2 经典四条件（3-5/换手/市值/量比）,2023-06-29,0.016410
S2 经典四条件（3-5/换手/市值/量比）,2023-06-30,0.016474
S2 经典四条件（3-5/换手/市值/量比）,2023-07-03,0.016324
S2 经典四条件（3-5/换手/市值/量比）,2023-07-04,0.016269
S2 经典四条件（3-5/换手/市值/量比）,2023-07-05,0.016122
S2 经典四条件（3-5/换手/市值/量比）,2023-07-06,0.015959
S2 经典四条件（3-5/换手/市值/量比）,2023-07-07,0.015821
S2 经典四条件（3-5/换手/市值/量比）,2023-07-10,0.015760
S2 经典四条件（3-5/换手/市值/量比）,2023-07-11,0.015703
S2 经典四条件（3-5/换手/市值/量比）,2023-07-12,0.015572
S2 经典四条件（3-5/换手/市值/量比）,2023-07-13,0.015415
S2 经典四条件（3-5/换手/市值/量比）,2023-07-14,0.015316
S2 经典四条件（3-5/换手/市值/量比）,2023-07-17,0.015199
S2 经典四条件（3-5/换手/市值/量比）,2023-07-18,0.015098
S2 经典四条件（3-5/换手/市值/量比）,2023-07-19,0.015029
S2 经典四条件（3-5/换手/市值/量比）,2023-07-20,0.014775
S2 经典四条件（3-5/换手/市值/量比）,2023-07-21,0.014572
S2 经典四条件（3-5/换手/市值/量比）,2023-07-24,0.014583
S2 经典四条件（3-5/换手/市值/量比）,2023-07-25,0.014347
S2 经典四条件（3-5/换手/市值/量比）,2023-07-26,0.014157
S2 经典四条件（3-5/换手/市值/量比）,2023-07-27,0.014009
S2 经典四条件（3-5/换手/市值/量比）,2023-07-28,0.014034
S2 经典四条件（3-5/换手/市值/量比）,2023-07-31,0.013914
S2 经典四条件（3-5/换手/市值/量比）,2023-08-01,0.013625
S2 经典四条件（3-5/换手/市值/量比）,2023-08-02,0.013437
S2 经典四条件（3-5/换手/市值/量比）,2023-08-03,0.013408
S2 经典四条件（3-5/换手/市值/量比）,2023-08-04,0.013300
S2 经典四条件（3-5/换手/市值/量比）,2023-08-07,0.013191
S2 经典四条件（3-5/换手/市值/量比）,2023-08-08,0.013028
S2 经典四条件（3-5/换手/市值/量比）,2023-08-09,0.012868
S2 经典四条件（3-5/换手/市值/量比）,2023-08-10,0.012714
S2 经典四条件（3-5/换手/市值/量比）,2023-08-11,0.012460
S2 经典四条件（3-5/换手/市值/量比）,2023-08-14,0.012224
S2 经典四条件（3-5/换手/市值/量比）,2023-08-15,0.012029
S2 经典四条件（3-5/换手/市值/量比）,2023-08-16,0.011799
S2 经典四条件（3-5/换手/市值/量比）,2023-08-17,0.011714
S2 经典四条件（3-5/换手/市值/量比）,2023-08-18,0.011651
S2 经典四条件（3-5/换手/市值/量比）,2023-08-21,0.011698
S2 经典四条件（3-5/换手/市值/量比）,2023-08-22,0.011572
S2 经典四条件（3-5/换手/市值/量比）,2023-08-23,0.011288
S2 经典四条件（3-5/换手/市值/量比）,2023-08-24,0.011121
S2 经典四条件（3-5/换手/市值/量比）,2023-08-25,0.012031
S2 经典四条件（3-5/换手/市值/量比）,2023-08-28,0.011952
S2 经典四条件（3-5/换手/市值/量比）,2023-08-29,0.011806
S2 经典四条件（3-5/换手/市值/量比）,2023-08-30,0.011668
S2 经典四条件（3-5/换手/市值/量比）,2023-08-31,0.011480
S2 经典四条件（3-5/换手/市值/量比）,2023-09-01,0.011544
S2 经典四条件（3-5/换手/市值/量比）,2023-09-04,0.011394
S2 经典四条件（3-5/换手/市值/量比）,2023-09-05,0.011294
S2 经典四条件（3-5/换手/市值/量比）,2023-09-06,0.011159
S2 经典四条件（3-5/换手/市值/量比）,2023-09-07,0.010902
S2 经典四条件（3-5/换手/市值/量比）,2023-09-08,0.010800
S2 经典四条件（3-5/换手/市值/量比）,2023-09-11,0.010683
S2 经典四条件（3-5/换手/市值/量比）,2023-09-12,0.010520
S2 经典四条件（3-5/换手/市值/量比）,2023-09-13,0.010388
S2 经典四条件（3-5/换手/市值/量比）,2023-09-14,0.010113
S2 经典四条件（3-5/换手/市值/量比）,2023-09-15,0.009963
S2 经典四条件（3-5/换手/市值/量比）,2023-09-18,0.009768
S2 经典四条件（3-5/换手/市值/量比）,2023-09-19,0.009670
S2 经典四条件（3-5/换手/市值/量比）,2023-09-20,0.009551
S2 经典四条件（3-5/换手/市值/量比）,2023-09-21,0.009519
S2 经典四条件（3-5/换手/市值/量比）,2023-09-22,0.009483
S2 经典四条件（3-5/换手/市值/量比）,2023-09-25,0.009522
S2 经典四条件（3-5/换手/市值/量比）,2023-09-26,0.009479
S2 经典四条件（3-5/换手/市值/量比）,2023-09-27,0.009388
S2 经典四条件（3-5/换手/市值/量比）,2023-09-28,0.009186
S2 经典四条件（3-5/换手/市值/量比）,2023-10-09,0.009126
S2 经典四条件（3-5/换手/市值/量比）,2023-10-10,0.009071
S2 经典四条件（3-5/换手/市值/量比）,2023-10-11,0.009056
S2 经典四条件（3-5/换手/市值/量比）,2023-10-12,0.008971
S2 经典四条件（3-5/换手/市值/量比）,2023-10-13,0.008923
S2 经典四条件（3-5/换手/市值/量比）,2023-10-16,0.008857
S2 经典四条件（3-5/换手/市值/量比）,2023-10-17,0.008744
S2 经典四条件（3-5/换手/市值/量比）,2023-10-18,0.008576
S2 经典四条件（3-5/换手/市值/量比）,2023-10-19,0.008557
S2 经典四条件（3-5/换手/市值/量比）,2023-10-20,0.008403
S2 经典四条件（3-5/换手/市值/量比）,2023-10-23,0.008363
S2 经典四条件（3-5/换手/市值/量比）,2023-10-24,0.008280
S2 经典四条件（3-5/换手/市值/量比）,2023-10-25,0.008143
S2 经典四条件（3-5/换手/市值/量比）,2023-10-26,0.008025
S2 经典四条件（3-5/换手/市值/量比）,2023-10-27,0.007876
S2 经典四条件（3-5/换手/市值/量比）,2023-10-30,0.007838
S2 经典四条件（3-5/换手/市值/量比）,2023-10-31,0.007743
S2 经典四条件（3-5/换手/市值/量比）,2023-11-01,0.007642
S2 经典四条件（3-5/换手/市值/量比）,2023-11-02,0.007541
S2 经典四条件（3-5/换手/市值/量比）,2023-11-03,0.007524
S2 经典四条件（3-5/换手/市值/量比）,2023-11-06,0.007506
S2 经典四条件（3-5/换手/市值/量比）,2023-11-07,0.007488
S2 经典四条件（3-5/换手/市值/量比）,2023-11-08,0.007436
S2 经典四条件（3-5/换手/市值/量比）,2023-11-09,0.007306
S2 经典四条件（3-5/换手/市值/量比）,2023-11-10,0.007306
S2 经典四条件（3-5/换手/市值/量比）,2023-11-13,0.007243
S2 经典四条件（3-5/换手/市值/量比）,2023-11-14,0.007252
S2 经典四条件（3-5/换手/市值/量比）,2023-11-15,0.007164
S2 经典四条件（3-5/换手/市值/量比）,2023-11-16,0.007024
S2 经典四条件（3-5/换手/市值/量比）,2023-11-17,0.007007
S2 经典四条件（3-5/换手/市值/量比）,2023-11-20,0.006959
S2 经典四条件（3-5/换手/市值/量比）,2023-11-21,0.006817
S2 经典四条件（3-5/换手/市值/量比）,2023-11-22,0.006746
S2 经典四条件（3-5/换手/市值/量比）,2023-11-23,0.006718
S2 经典四条件（3-5/换手/市值/量比）,2023-11-24,0.006689
S2 经典四条件（3-5/换手/市值/量比）,2023-11-27,0.006522
S2 经典四条件（3-5/换手/市值/量比）,2023-11-28,0.006398
S2 经典四条件（3-5/换手/市值/量比）,2023-11-29,0.006316
S2 经典四条件（3-5/换手/市值/量比）,2023-11-30,0.006290
S2 经典四条件（3-5/换手/市值/量比）,2023-12-01,0.006255
S2 经典四条件（3-5/换手/市值/量比）,2023-12-04,0.006203
S2 经典四条件（3-5/换手/市值/量比）,2023-12-05,0.006077
S2 经典四条件（3-5/换手/市值/量比）,2023-12-06,0.006081
S2 经典四条件（3-5/换手/市值/量比）,2023-12-07,0.006044
S2 经典四条件（3-5/换手/市值/量比）,2023-12-08,0.005963
