方案,日期,净值
S2c 经典四条件 每日成交额Top1,2025-06-04,0.000086
S2c 经典四条件 每日成交额Top1,2025-06-05,0.000085
S2c 经典四条件 每日成交额Top1,2025-06-06,0.000087
S2c 经典四条件 每日成交额Top1,2025-06-09,0.000087
S2c 经典四条件 每日成交额Top1,2025-06-10,0.000086
S2c 经典四条件 每日成交额Top1,2025-06-11,0.000085
S2c 经典四条件 每日成交额Top1,2025-06-12,0.000085
S2c 经典四条件 每日成交额Top1,2025-06-13,0.000084
S2c 经典四条件 每日成交额Top1,2025-06-16,0.000081
S2c 经典四条件 每日成交额Top1,2025-06-17,0.000081
S2c 经典四条件 每日成交额Top1,2025-06-18,0.000081
S2c 经典四条件 每日成交额Top1,2025-06-19,0.000081
S2c 经典四条件 每日成交额Top1,2025-06-20,0.000079
S2c 经典四条件 每日成交额Top1,2025-06-23,0.000079
S2c 经典四条件 每日成交额Top1,2025-06-24,0.000080
S2c 经典四条件 每日成交额Top1,2025-06-25,0.000079
S2c 经典四条件 每日成交额Top1,2025-06-26,0.000078
S2c 经典四条件 每日成交额Top1,2025-06-27,0.000079
S2c 经典四条件 每日成交额Top1,2025-06-30,0.000078
S2c 经典四条件 每日成交额Top1,2025-07-01,0.000080
S2c 经典四条件 每日成交额Top1,2025-07-02,0.000080
S2c 经典四条件 每日成交额Top1,2025-07-03,0.000079
S2c 经典四条件 每日成交额Top1,2025-07-04,0.000081
S2c 经典四条件 每日成交额Top1,2025-07-07,0.000080
S2c 经典四条件 每日成交额Top1,2025-07-08,0.000080
S2c 经典四条件 每日成交额Top1,2025-07-09,0.000078
S2c 经典四条件 每日成交额Top1,2025-07-10,0.000080
S2c 经典四条件 每日成交额Top1,2025-07-11,0.000079
S2c 经典四条件 每日成交额Top1,2025-07-14,0.000079
S2c 经典四条件 每日成交额Top1,2025-07-15,0.000075
S2c 经典四条件 每日成交额Top1,2025-07-16,0.000075
S2c 经典四条件 每日成交额Top1,2025-07-17,0.000074
S2c 经典四条件 每日成交额Top1,2025-07-18,0.000074
S2c 经典四条件 每日成交额Top1,2025-07-21,0.000072
S2c 经典四条件 每日成交额Top1,2025-07-22,0.000072
S2c 经典四条件 每日成交额Top1,2025-07-23,0.000065
S2c 经典四条件 每日成交额Top1,2025-07-24,0.000064
S2c 经典四条件 每日成交额Top1,2025-07-25,0.000062
S2c 经典四条件 每日成交额Top1,2025-07-28,0.000061
S2c 经典四条件 每日成交额Top1,2025-07-29,0.000061
S2c 经典四条件 每日成交额Top1,2025-07-30,0.000060
S2c 经典四条件 每日成交额Top1,2025-07-31,0.000060
S2c 经典四条件 每日成交额Top1,2025-08-01,0.000060
S2c 经典四条件 每日成交额Top1,2025-08-04,0.000059
S2c 经典四条件 每日成交额Top1,2025-08-05,0.000058
S2c 经典四条件 每日成交额Top1,2025-08-06,0.000058
S2c 经典四条件 每日成交额Top1,2025-08-07,0.000057
S2c 经典四条件 每日成交额Top1,2025-08-08,0.000056
S2c 经典四条件 每日成交额Top1,2025-08-11,0.000056
S2c 经典四条件 每日成交额Top1,2025-08-12,0.000056
S2c 经典四条件 每日成交额Top1,2025-08-13,0.000055
S2c 经典四条件 每日成交额Top1,2025-08-14,0.000055
S2c 经典四条件 每日成交额Top1,2025-08-15,0.000054
S2c 经典四条件 每日成交额Top1,2025-08-18,0.000054
S2c 经典四条件 每日成交额Top1,2025-08-19,0.000050
S2c 经典四条件 每日成交额Top1,2025-08-20,0.000050
S2c 经典四条件 每日成交额Top1,2025-08-21,0.000049
S2c 经典四条件 每日成交额Top1,2025-08-22,0.000050
S2c 经典四条件 每日成交额Top1,2025-08-25,0.000049
S2c 经典四条件 每日成交额Top1,2025-08-26,0.000049
S2c 经典四条件 每日成交额Top1,2025-08-27,0.000049
S2c 经典四条件 每日成交额Top1,2025-08-28,0.000049
S2c 经典四条件 每日成交额Top1,2025-08-29,0.000049
S2c 经典四条件 每日成交额Top1,2025-09-01,0.000049
S2c 经典四条件 每日成交额Top1,2025-09-02,0.000049
S2c 经典四条件 每日成交额Top1,2025-09-03,0.000047
S2c 经典四条件 每日成交额Top1,2025-09-04,0.000047
S2c 经典四条件 每日成交额Top1,2025-09-05,0.000048
S2c 经典四条件 每日成交额Top1,2025-09-08,0.000047
S2c 经典四条件 每日成交额Top1,2025-09-09,0.000046
S2c 经典四条件 每日成交额Top1,2025-09-10,0.000046
S2c 经典四条件 每日成交额Top1,2025-09-11,0.000045
S2c 经典四条件 每日成交额Top1,2025-09-12,0.000043
S2c 经典四条件 每日成交额Top1,2025-09-15,0.000043
S2c 经典四条件 每日成交额Top1,2025-09-16,0.000043
S2c 经典四条件 每日成交额Top1,2025-09-17,0.000043
S2c 经典四条件 每日成交额Top1,2025-09-18,0.000042
S2c 经典四条件 每日成交额Top1,2025-09-19,0.000042
S2c 经典四条件 每日成交额Top1,2025-09-22,0.000042
S2c 经典四条件 每日成交额Top1,2025-09-23,0.000040
S2c 经典四条件 每日成交额Top1,2025-09-24,0.000040
S2c 经典四条件 每日成交额Top1,2025-09-25,0.000039
S2c 经典四条件 每日成交额Top1,2025-09-26,0.000040
S2c 经典四条件 每日成交额Top1,2025-09-29,0.000041
S2c 经典四条件 每日成交额Top1,2025-09-30,0.000042
S2c 经典四条件 每日成交额Top1,2025-10-09,0.000042
S2c 经典四条件 每日成交额Top1,2025-10-10,0.000040
S2c 经典四条件 每日成交额Top1,2025-10-13,0.000040
S2c 经典四条件 每日成交额Top1,2025-10-14,0.000039
S2c 经典四条件 每日成交额Top1,2025-10-15,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-16,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-17,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-20,0.000039
S2c 经典四条件 每日成交额Top1,2025-10-21,0.000037
S2c 经典四条件 每日成交额Top1,2025-10-22,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-23,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-24,0.000039
S2c 经典四条件 每日成交额Top1,2025-10-27,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-28,0.000038
S2c 经典四条件 每日成交额Top1,2025-10-29,0.000037
S2c 经典四条件 每日成交额Top1,2025-10-30,0.000036
S2c 经典四条件 每日成交额Top1,2025-10-31,0.000036
S2c 经典四条件 每日成交额Top1,2025-11-03,0.000036
S2c 经典四条件 每日成交额Top1,2025-11-04,0.000034
S2c 经典四条件 每日成交额Top1,2025-11-05,0.000034
S2c 经典四条件 每日成交额Top1,2025-11-06,0.000033
S2c 经典四条件 每日成交额Top1,2025-11-07,0.000033
S2c 经典四条件 每日成交额Top1,2025-11-10,0.000033
S2c 经典四条件 每日成交额Top1,2025-11-11,0.000033
S2c 经典四条件 每日成交额Top1,2025-11-12,0.000032
S2c 经典四条件 每日成交额Top1,2025-11-13,0.000032
S2c 经典四条件 每日成交额Top1,2025-11-14,0.000032
S2c 经典四条件 每日成交额Top1,2025-11-17,0.000032
S2c 经典四条件 每日成交额Top1,2025-11-18,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-19,0.000032
S2c 经典四条件 每日成交额Top1,2025-11-20,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-21,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-24,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-25,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-26,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-27,0.000031
S2c 经典四条件 每日成交额Top1,2025-11-28,0.000030
S2c 经典四条件 每日成交额Top1,2025-12-01,0.000030
S2c 经典四条件 每日成交额Top1,2025-12-02,0.000029
S2c 经典四条件 每日成交额Top1,2025-12-03,0.000030
S2c 经典四条件 每日成交额Top1,2025-12-04,0.000030
S2c 经典四条件 每日成交额Top1,2025-12-05,0.000031
S2c 经典四条件 每日成交额Top1,2025-12-08,0.000030
S2c 经典四条件 每日成交额Top1,2025-12-09,0.000029
S2c 经典四条件 每日成交额Top1,2025-12-10,0.000029
S2c 经典四条件 每日成交额Top1,2025-12-11,0.000029
S2c 经典四条件 每日成交额Top1,2025-12-12,0.000029
S2c 经典四条件 每日成交额Top1,2025-12-15,0.000029
S2c 经典四条件 每日成交额Top1,2025-12-16,0.000028
S2c 经典四条件 每日成交额Top1,2025-12-17,0.000028
S2c 经典四条件 每日成交额Top1,2025-12-18,0.000028
S2c 经典四条件 每日成交额Top1,2025-12-19,0.000028
S2c 经典四条件 每日成交额Top1,2025-12-22,0.000028
S2c 经典四条件 每日成交额Top1,2025-12-23,0.000028
S2c 经典四条件 每日成交额Top1,2025-12-24,0.000027
S2c 经典四条件 每日成交额Top1,2025-12-25,0.000027
S2c 经典四条件 每日成交额Top1,2025-12-26,0.000027
S2c 经典四条件 每日成交额Top1,2025-12-29,0.000026
S2c 经典四条件 每日成交额Top1,2025-12-30,0.000026
S2c 经典四条件 每日成交额Top1,2025-12-31,0.000025
S2c 经典四条件 每日成交额Top1,2026-01-05,0.000025
S2c 经典四条件 每日成交额Top1,2026-01-06,0.000026
S2c 经典四条件 每日成交额Top1,2026-01-07,0.000026
S2c 经典四条件 每日成交额Top1,2026-01-08,0.000026
S2c 经典四条件 每日成交额Top1,2026-01-09,0.000026
S2c 经典四条件 每日成交额Top1,2026-01-12,0.000026
S2c 经典四条件 每日成交额Top1,2026-01-13,0.000024
S2c 经典四条件 每日成交额Top1,2026-01-14,0.000024
S2c 经典四条件 每日成交额Top1,2026-01-15,0.000024
S2c 经典四条件 每日成交额Top1,2026-01-16,0.000024
S2c 经典四条件 每日成交额Top1,2026-01-19,0.000024
S2c 经典四条件 每日成交额Top1,2026-01-20,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-21,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-22,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-23,0.000024
S2c 经典四条件 每日成交额Top1,2026-01-26,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-27,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-28,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-29,0.000023
S2c 经典四条件 每日成交额Top1,2026-01-30,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-02,0.000023
S2c 经典四条件 每日成交额Top1,2026-02-03,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-04,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-05,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-06,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-09,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-10,0.000021
S2c 经典四条件 每日成交额Top1,2026-02-11,0.000021
S2c 经典四条件 每日成交额Top1,2026-02-12,0.000021
S2c 经典四条件 每日成交额Top1,2026-02-13,0.000021
S2c 经典四条件 每日成交额Top1,2026-02-24,0.000021
S2c 经典四条件 每日成交额Top1,2026-02-25,0.000022
S2c 经典四条件 每日成交额Top1,2026-02-26,0.000021
S2c 经典四条件 每日成交额Top1,2026-02-27,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-02,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-03,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-04,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-05,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-06,0.000023
S2c 经典四条件 每日成交额Top1,2026-03-09,0.000023
S2c 经典四条件 每日成交额Top1,2026-03-10,0.000023
S2c 经典四条件 每日成交额Top1,2026-03-11,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-12,0.000023
S2c 经典四条件 每日成交额Top1,2026-03-13,0.000023
S2c 经典四条件 每日成交额Top1,2026-03-16,0.000023
S2c 经典四条件 每日成交额Top1,2026-03-17,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-18,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-19,0.000022
S2c 经典四条件 每日成交额Top1,2026-03-20,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-23,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-24,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-25,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-26,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-27,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-30,0.000021
S2c 经典四条件 每日成交额Top1,2026-03-31,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-01,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-02,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-03,0.000020
S2c 经典四条件 每日成交额Top1,2026-04-07,0.000022
S2c 经典四条件 每日成交额Top1,2026-04-08,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-09,0.000022
S2c 经典四条件 每日成交额Top1,2026-04-10,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-13,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-14,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-15,0.000022
S2c 经典四条件 每日成交额Top1,2026-04-16,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-17,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-20,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-21,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-22,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-23,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-24,0.000021
S2c 经典四条件 每日成交额Top1,2026-04-27,0.000020
S2c 经典四条件 每日成交额Top1,2026-04-28,0.000020
S2c 经典四条件 每日成交额Top1,2026-04-29,0.000020
S2c 经典四条件 每日成交额Top1,2026-04-30,0.000020
S2c 经典四条件 每日成交额Top1,2026-05-06,0.000020
S2c 经典四条件 每日成交额Top1,2026-05-07,0.000020
S2c 经典四条件 每日成交额Top1,2026-05-08,0.000020
S2c 经典四条件 每日成交额Top1,2026-05-11,0.000020
S2c 经典四条件 每日成交额Top1,2026-05-12,0.000019
S2c 经典四条件 每日成交额Top1,2026-05-13,0.000019
S2c 经典四条件 每日成交额Top1,2026-05-14,0.000018
S2c 经典四条件 每日成交额Top1,2026-05-15,0.000018
S2c 经典四条件 每日成交额Top1,2026-05-18,0.000018
S2c 经典四条件 每日成交额Top1,2026-05-19,0.000017
S2c 经典四条件 每日成交额Top1,2026-05-20,0.000017
S2c 经典四条件 每日成交额Top1,2026-05-21,0.000017
S2c 经典四条件 每日成交额Top1,2026-05-22,0.000017
S2c 经典四条件 每日成交额Top1,2026-05-25,0.000018
S2c 经典四条件 每日成交额Top1,2026-05-26,0.000018
S2c 经典四条件 每日成交额Top1,2026-05-27,0.000018
S2c 经典四条件 每日成交额Top1,2026-05-28,0.000017
S2c 经典四条件 每日成交额Top1,2026-05-29,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-01,0.000018
S2c 经典四条件 每日成交额Top1,2026-06-02,0.000018
S2c 经典四条件 每日成交额Top1,2026-06-03,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-04,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-05,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-08,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-09,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-10,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-11,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-12,0.000018
S2c 经典四条件 每日成交额Top1,2026-06-15,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-16,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-17,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-18,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-22,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-23,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-24,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-25,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-26,0.000017
S2c 经典四条件 每日成交额Top1,2026-06-29,0.000016
S2c 经典四条件 每日成交额Top1,2026-06-30,0.000016
S2c 经典四条件 每日成交额Top1,2026-07-01,0.000016
S2c 经典四条件 每日成交额Top1,2026-07-02,0.000016
S2c 经典四条件 每日成交额Top1,2026-07-03,0.000016
S2c 经典四条件 每日成交额Top1,2026-07-06,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-07,0.000016
S2c 经典四条件 每日成交额Top1,2026-07-08,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-09,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-10,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-13,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-14,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-15,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-16,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-17,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-20,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-21,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-22,0.000015
S2c 经典四条件 每日成交额Top1,2026-07-23,0.000014
S2c 经典四条件 每日成交额Top1,2026-07-24,0.000014
S2c 经典四条件 每日成交额Top1,2026-07-27,0.000014
S2c 经典四条件 每日成交额Top1,2026-07-28,0.000014
S2c 经典四条件 每日成交额Top1,2026-07-29,0.000014
S2c 经典四条件 每日成交额Top1,2026-07-30,0.000013
S2c 经典四条件 每日成交额Top1,2026-07-31,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-03,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-04,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-05,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-06,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-07,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-10,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-11,0.000012
S2c 经典四条件 每日成交额Top1,2026-08-12,0.000013
S2c 经典四条件 每日成交额Top1,2026-08-13,0.000012
S2c 经典四条件 每日成交额Top1,2026-08-14,0.000012
S5 ClawHub主板隔夜,2021-08-17,0.981014
S5 ClawHub主板隔夜,2021-08-18,0.968014
S5 ClawHub主板隔夜,2021-08-19,0.959291
S5 ClawHub主板隔夜,2021-08-20,0.968807
S5 ClawHub主板隔夜,2021-08-23,0.963634
S5 ClawHub主板隔夜,2021-08-24,0.961088
S5 ClawHub主板隔夜,2021-08-25,0.956754
S5 ClawHub主板隔夜,2021-08-26,0.946360
S5 ClawHub主板隔夜,2021-08-27,0.951518
S5 ClawHub主板隔夜,2021-08-30,0.946637
S5 ClawHub主板隔夜,2021-08-31,0.949201
S5 ClawHub主板隔夜,2021-09-01,0.944126
S5 ClawHub主板隔夜,2021-09-02,0.944180
S5 ClawHub主板隔夜,2021-09-03,0.942536
S5 ClawHub主板隔夜,2021-09-06,0.939589
S5 ClawHub主板隔夜,2021-09-07,0.935202
S5 ClawHub主板隔夜,2021-09-08,0.930844
S5 ClawHub主板隔夜,2021-09-09,0.926228
S5 ClawHub主板隔夜,2021-09-10,0.926876
S5 ClawHub主板隔夜,2021-09-13,0.914295
S5 ClawHub主板隔夜,2021-09-14,0.906022
S5 ClawHub主板隔夜,2021-09-15,0.908569
S5 ClawHub主板隔夜,2021-09-16,0.897850
S5 ClawHub主板隔夜,2021-09-17,0.880542
S5 ClawHub主板隔夜,2021-09-22,0.883752
S5 ClawHub主板隔夜,2021-09-23,0.877078
S5 ClawHub主板隔夜,2021-09-24,0.875849
S5 ClawHub主板隔夜,2021-09-27,0.859307
S5 ClawHub主板隔夜,2021-09-28,0.844303
S5 ClawHub主板隔夜,2021-09-29,0.843927
S5 ClawHub主板隔夜,2021-09-30,0.855710
S5 ClawHub主板隔夜,2021-10-08,0.854204
S5 ClawHub主板隔夜,2021-10-11,0.845742
S5 ClawHub主板隔夜,2021-10-12,0.843838
S5 ClawHub主板隔夜,2021-10-13,0.833793
S5 ClawHub主板隔夜,2021-10-14,0.823589
S5 ClawHub主板隔夜,2021-10-15,0.817318
S5 ClawHub主板隔夜,2021-10-18,0.814029
S5 ClawHub主板隔夜,2021-10-19,0.796595
S5 ClawHub主板隔夜,2021-10-20,0.788946
S5 ClawHub主板隔夜,2021-10-21,0.779983
S5 ClawHub主板隔夜,2021-10-22,0.767729
S5 ClawHub主板隔夜,2021-10-25,0.770880
S5 ClawHub主板隔夜,2021-10-26,0.767105
S5 ClawHub主板隔夜,2021-10-27,0.760261
S5 ClawHub主板隔夜,2021-10-28,0.757626
S5 ClawHub主板隔夜,2021-10-29,0.753634
S5 ClawHub主板隔夜,2021-11-01,0.749142
S5 ClawHub主板隔夜,2021-11-02,0.745492
S5 ClawHub主板隔夜,2021-11-03,0.741447
S5 ClawHub主板隔夜,2021-11-04,0.738072
S5 ClawHub主板隔夜,2021-11-05,0.734709
S5 ClawHub主板隔夜,2021-11-08,0.727513
S5 ClawHub主板隔夜,2021-11-09,0.721144
S5 ClawHub主板隔夜,2021-11-10,0.716560
S5 ClawHub主板隔夜,2021-11-11,0.712703
S5 ClawHub主板隔夜,2021-11-12,0.715182
S5 ClawHub主板隔夜,2021-11-15,0.711531
S5 ClawHub主板隔夜,2021-11-16,0.707590
S5 ClawHub主板隔夜,2021-11-17,0.706938
S5 ClawHub主板隔夜,2021-11-18,0.702721
S5 ClawHub主板隔夜,2021-11-19,0.702952
S5 ClawHub主板隔夜,2021-11-22,0.701613
S5 ClawHub主板隔夜,2021-11-23,0.698427
S5 ClawHub主板隔夜,2021-11-24,0.696610
S5 ClawHub主板隔夜,2021-11-25,0.691326
S5 ClawHub主板隔夜,2021-11-26,0.675793
S5 ClawHub主板隔夜,2021-11-29,0.675312
S5 ClawHub主板隔夜,2021-11-30,0.671760
S5 ClawHub主板隔夜,2021-12-01,0.669862
S5 ClawHub主板隔夜,2021-12-02,0.667210
S5 ClawHub主板隔夜,2021-12-03,0.664952
S5 ClawHub主板隔夜,2021-12-06,0.666439
S5 ClawHub主板隔夜,2021-12-07,0.660975
S5 ClawHub主板隔夜,2021-12-08,0.658728
S5 ClawHub主板隔夜,2021-12-09,0.652823
S5 ClawHub主板隔夜,2021-12-10,0.653529
S5 ClawHub主板隔夜,2021-12-13,0.649499
S5 ClawHub主板隔夜,2021-12-14,0.646590
S5 ClawHub主板隔夜,2021-12-15,0.646108
S5 ClawHub主板隔夜,2021-12-16,0.643938
S5 ClawHub主板隔夜,2021-12-17,0.639940
S5 ClawHub主板隔夜,2021-12-20,0.635154
S5 ClawHub主板隔夜,2021-12-21,0.633375
S5 ClawHub主板隔夜,2021-12-22,0.629797
S5 ClawHub主板隔夜,2021-12-23,0.628364
S5 ClawHub主板隔夜,2021-12-24,0.626746
S5 ClawHub主板隔夜,2021-12-27,0.620486
S5 ClawHub主板隔夜,2021-12-28,0.616633
S5 ClawHub主板隔夜,2021-12-29,0.615658
S5 ClawHub主板隔夜,2021-12-30,0.613359
S5 ClawHub主板隔夜,2021-12-31,0.614217
S5 ClawHub主板隔夜,2022-01-04,0.611461
S5 ClawHub主板隔夜,2022-01-05,0.605188
S5 ClawHub主板隔夜,2022-01-06,0.603476
S5 ClawHub主板隔夜,2022-01-07,0.599474
S5 ClawHub主板隔夜,2022-01-10,0.597158
S5 ClawHub主板隔夜,2022-01-11,0.595166
S5 ClawHub主板隔夜,2022-01-12,0.591434
S5 ClawHub主板隔夜,2022-01-13,0.583749
S5 ClawHub主板隔夜,2022-01-14,0.585513
S5 ClawHub主板隔夜,2022-01-17,0.582985
S5 ClawHub主板隔夜,2022-01-18,0.577215
S5 ClawHub主板隔夜,2022-01-19,0.574164
S5 ClawHub主板隔夜,2022-01-20,0.569045
S5 ClawHub主板隔夜,2022-01-21,0.561423
S5 ClawHub主板隔夜,2022-01-24,0.551802
S5 ClawHub主板隔夜,2022-01-25,0.547617
S5 ClawHub主板隔夜,2022-01-26,0.546399
S5 ClawHub主板隔夜,2022-01-27,0.542962
S5 ClawHub主板隔夜,2022-01-28,0.544853
S5 ClawHub主板隔夜,2022-02-07,0.543053
S5 ClawHub主板隔夜,2022-02-08,0.541593
S5 ClawHub主板隔夜,2022-02-09,0.538494
S5 ClawHub主板隔夜,2022-02-10,0.531801
S5 ClawHub主板隔夜,2022-02-11,0.521372
S5 ClawHub主板隔夜,2022-02-14,0.518578
S5 ClawHub主板隔夜,2022-02-15,0.518416
S5 ClawHub主板隔夜,2022-02-16,0.514714
S5 ClawHub主板隔夜,2022-02-17,0.506367
S5 ClawHub主板隔夜,2022-02-18,0.507967
S5 ClawHub主板隔夜,2022-02-21,0.504947
S5 ClawHub主板隔夜,2022-02-22,0.500384
S5 ClawHub主板隔夜,2022-02-23,0.495972
S5 ClawHub主板隔夜,2022-02-24,0.494985
S5 ClawHub主板隔夜,2022-02-25,0.494902
S5 ClawHub主板隔夜,2022-02-28,0.493428
S5 ClawHub主板隔夜,2022-03-01,0.488492
S5 ClawHub主板隔夜,2022-03-02,0.488891
S5 ClawHub主板隔夜,2022-03-03,0.484435
S5 ClawHub主板隔夜,2022-03-04,0.480332
S5 ClawHub主板隔夜,2022-03-07,0.477066
S5 ClawHub主板隔夜,2022-03-08,0.473059
S5 ClawHub主板隔夜,2022-03-09,0.477792
S5 ClawHub主板隔夜,2022-03-10,0.467777
S5 ClawHub主板隔夜,2022-03-11,0.461577
S5 ClawHub主板隔夜,2022-03-14,0.453541
S5 ClawHub主板隔夜,2022-03-15,0.461298
S5 ClawHub主板隔夜,2022-03-16,0.463345
S5 ClawHub主板隔夜,2022-03-17,0.459328
S5 ClawHub主板隔夜,2022-03-18,0.456760
S5 ClawHub主板隔夜,2022-03-21,0.453452
S5 ClawHub主板隔夜,2022-03-22,0.448139
S5 ClawHub主板隔夜,2022-03-23,0.443091
S5 ClawHub主板隔夜,2022-03-24,0.440394
S5 ClawHub主板隔夜,2022-03-25,0.437340
S5 ClawHub主板隔夜,2022-03-28,0.433101
S5 ClawHub主板隔夜,2022-03-29,0.427292
S5 ClawHub主板隔夜,2022-03-30,0.422523
S5 ClawHub主板隔夜,2022-03-31,0.416131
S5 ClawHub主板隔夜,2022-04-01,0.412751
S5 ClawHub主板隔夜,2022-04-06,0.406273
S5 ClawHub主板隔夜,2022-04-07,0.403677
S5 ClawHub主板隔夜,2022-04-08,0.398860
S5 ClawHub主板隔夜,2022-04-11,0.393458
S5 ClawHub主板隔夜,2022-04-12,0.387218
S5 ClawHub主板隔夜,2022-04-13,0.385104
S5 ClawHub主板隔夜,2022-04-14,0.382644
S5 ClawHub主板隔夜,2022-04-15,0.378040
S5 ClawHub主板隔夜,2022-04-18,0.375462
S5 ClawHub主板隔夜,2022-04-19,0.371497
S5 ClawHub主板隔夜,2022-04-20,0.366772
S5 ClawHub主板隔夜,2022-04-21,0.360785
S5 ClawHub主板隔夜,2022-04-22,0.350264
S5 ClawHub主板隔夜,2022-04-25,0.349779
S5 ClawHub主板隔夜,2022-04-26,0.342924
S5 ClawHub主板隔夜,2022-04-27,0.337127
S5 ClawHub主板隔夜,2022-04-28,0.335129
S5 ClawHub主板隔夜,2022-04-29,0.332458
S5 ClawHub主板隔夜,2022-05-05,0.320974
S5 ClawHub主板隔夜,2022-05-06,0.317110
S5 ClawHub主板隔夜,2022-05-09,0.309649
S5 ClawHub主板隔夜,2022-05-10,0.308447
S5 ClawHub主板隔夜,2022-05-11,0.306028
S5 ClawHub主板隔夜,2022-05-12,0.305343
S5 ClawHub主板隔夜,2022-05-13,0.310128
S5 ClawHub主板隔夜,2022-05-16,0.307273
S5 ClawHub主板隔夜,2022-05-17,0.303686
S5 ClawHub主板隔夜,2022-05-18,0.295497
S5 ClawHub主板隔夜,2022-05-19,0.295025
