日期,权益
2024-11-14,8082638.46
2024-11-15,8082638.46
2024-11-18,8082638.46
2024-11-19,8082638.46
2024-11-20,8080699.37
2024-11-21,8074939.37
2024-11-22,8058139.37
2024-11-25,8061019.37
2024-11-26,8055056.81
2024-11-27,8082369.91
2024-11-28,8046906.42
2024-11-29,8078119.42
2024-12-02,8147300.42
2024-12-03,8157459.85
2024-12-04,8116151.85
2024-12-05,8104399.01
2024-12-06,8119477.01
2024-12-09,8124206.01
2024-12-10,8169370.01
2024-12-11,8192335.52
2024-12-12,8199090.18
2024-12-13,8173522.71
2024-12-16,8178197.51
2024-12-17,8152163.71
2024-12-18,8153400.87
2024-12-19,8153400.87
2024-12-20,8201637.74
2024-12-23,8010640.38
2024-12-24,8070650.33
2024-12-25,8052432.00
2024-12-26,8099855.70
2024-12-27,8062442.01
2024-12-30,7972200.14
2024-12-31,7842253.17
2025-01-02,7772159.49
2025-01-03,7686375.01
2025-01-06,7649342.41
2025-01-07,7671526.98
2025-01-08,7657012.69
2025-01-09,7668395.00
2025-01-10,7489192.57
2025-01-13,7540497.72
2025-01-14,7823437.70
2025-01-15,7732017.64
2025-01-16,7755173.44
2025-01-17,7843220.80
2025-01-20,7851870.33
2025-01-21,7768419.34
2025-01-22,7727621.79
2025-01-23,7755981.13
2025-01-24,7771692.43
2025-01-27,7761509.01
2025-02-05,7741308.01
2025-02-06,7743230.95
2025-02-07,7751712.44
2025-02-10,7760238.44
2025-02-11,7752930.44
2025-02-12,7756584.44
2025-02-13,7749276.44
2025-02-14,7744404.44
2025-02-17,7752930.44
2025-02-18,7805304.44
2025-02-19,7807166.90
2025-02-20,7807166.90
2025-02-21,7807166.90
2025-02-24,7807166.90
2025-02-25,7807166.90
2025-02-26,7807166.90
2025-02-27,7807166.90
2025-02-28,7803023.55
2025-03-03,7799379.55
2025-03-04,7793622.86
2025-03-05,7788542.86
2025-03-06,7839797.86
2025-03-07,7832952.16
2025-03-10,7841628.16
2025-03-11,7845619.16
2025-03-12,7841205.16
2025-03-13,7837572.16
2025-03-14,7852419.16
2025-03-17,7852202.06
2025-03-18,7852202.06
2025-03-19,7846042.06
2025-03-20,7809783.53
2025-03-21,7799020.53
2025-03-24,7796631.59
2025-03-25,7796631.59
2025-03-26,7826801.61
2025-03-27,7796349.33
2025-03-28,7713115.05
2025-03-31,7655717.83
2025-04-01,7671315.02
2025-04-02,7720686.89
2025-04-03,7636556.49
2025-04-07,6537148.09
2025-04-08,6666051.99
2025-04-09,6841753.01
2025-04-10,6943946.26
2025-04-11,6942566.91
2025-04-14,7055321.91
2025-04-15,7032045.35
2025-04-16,6968010.35
2025-04-17,6936147.35
2025-04-18,6974128.48
2025-04-21,7025121.48
2025-04-22,7007176.48
2025-04-23,7080242.08
2025-04-24,7036799.13
2025-04-25,7045554.87
2025-04-28,7049736.87
2025-04-29,7045452.87
2025-04-30,7046233.21
2025-05-06,7049054.21
2025-05-07,7049503.61
2025-05-08,7077947.19
2025-05-09,7054558.59
2025-05-12,7063441.50
2025-05-13,7053053.70
2025-05-14,7071634.70
2025-05-15,7095248.30
2025-05-16,7075854.75
2025-05-19,7073510.08
2025-05-20,7119880.93
2025-05-21,7068945.85
2025-05-22,7088421.85
2025-05-23,7038384.85
2025-05-26,7016371.22
2025-05-27,7064127.66
2025-05-28,7050174.66
2025-05-29,7092817.15
2025-05-30,7043560.34
2025-06-03,7092269.55
2025-06-04,7199330.52
2025-06-05,7266125.13
2025-06-06,7242292.53
2025-06-09,7325578.23
2025-06-10,7202033.34
2025-06-11,7270880.74
2025-06-12,7263920.37
2025-06-13,7192948.19
2025-06-16,7215143.18
2025-06-17,7200319.16
2025-06-18,7199483.10
2025-06-19,7163121.80
2025-06-20,7160104.42
2025-06-23,7165119.51
2025-06-24,7250392.18
2025-06-25,7359394.18
2025-06-26,7329437.00
2025-06-27,7394885.00
2025-06-30,7453965.67
2025-07-01,7471614.34
2025-07-02,7452845.34
2025-07-03,7469085.31
2025-07-04,7424727.31
2025-07-07,7445416.31
2025-07-08,7508520.93
2025-07-09,7478661.95
2025-07-10,7476477.95
2025-07-11,7522562.32
2025-07-14,7508126.19
2025-07-15,7500354.19
2025-07-16,7520323.19
2025-07-17,7515402.99
2025-07-18,7515317.99
2025-07-21,7550005.16
2025-07-22,7603610.16
2025-07-23,7598006.57
2025-07-24,7613840.80
2025-07-25,7614155.81
2025-07-28,7609793.90
2025-07-29,7599868.50
2025-07-30,7564549.46
2025-07-31,7626050.06
2025-08-01,7628155.44
2025-08-04,7633823.93
2025-08-05,7607811.83
2025-08-06,7611822.36
2025-08-07,7579078.36
2025-08-08,7564565.98
2025-08-11,7570979.42
2025-08-12,7576000.42
2025-08-13,7580598.42
2025-08-14,7548812.38
2025-08-15,7541031.88
2025-08-18,7578932.88
2025-08-19,7591237.51
2025-08-20,7579433.31
2025-08-21,7589389.31
2025-08-22,7605109.31
2025-08-25,7659867.31
2025-08-26,7656660.05
2025-08-27,7656660.05
2025-08-28,7656660.05
2025-08-29,7656660.05
