日期,主口径回踩,T+2追,破MA5回踩,触及MA5,仅首板回踩
2025-11-26,0.112871,0.041265,0.097918,0.015516,0.075952
2025-11-27,0.110357,0.040149,0.096291,0.015043,0.074787
2025-11-28,0.110364,0.039942,0.096434,0.015018,0.075622
2025-12-01,0.112395,0.040587,0.098904,0.015328,0.075419
2025-12-02,0.112512,0.040690,0.101443,0.015423,0.076033
2025-12-03,0.112079,0.040650,0.100362,0.015437,0.074987
2025-12-04,0.109497,0.039502,0.097683,0.014901,0.074233
2025-12-05,0.109466,0.039538,0.098406,0.014960,0.075024
2025-12-08,0.108547,0.039390,0.098437,0.014815,0.075504
2025-12-09,0.109617,0.040163,0.098924,0.015007,0.075170
2025-12-10,0.109228,0.039733,0.098022,0.014960,0.075056
2025-12-11,0.108793,0.038752,0.096168,0.014992,0.073882
2025-12-12,0.108085,0.037916,0.094621,0.014887,0.073686
2025-12-15,0.108988,0.037936,0.094981,0.015535,0.073428
2025-12-16,0.106143,0.037566,0.093928,0.015501,0.072273
2025-12-17,0.106067,0.037405,0.092764,0.015383,0.071534
2025-12-18,0.105959,0.037997,0.094472,0.015792,0.071618
2025-12-19,0.107359,0.038530,0.094868,0.015983,0.072318
2025-12-22,0.108163,0.038178,0.094495,0.016028,0.072679
2025-12-23,0.106256,0.037313,0.092221,0.015727,0.071094
2025-12-24,0.104472,0.036858,0.091370,0.015589,0.072043
2025-12-25,0.103565,0.036861,0.090211,0.015511,0.072657
2025-12-26,0.102624,0.037151,0.092153,0.015582,0.073475
2025-12-29,0.100739,0.036606,0.090846,0.015219,0.072468
2025-12-30,0.100304,0.036153,0.089936,0.014853,0.071957
2025-12-31,0.100177,0.036018,0.089953,0.014779,0.072022
2026-01-05,0.100875,0.036369,0.091086,0.014808,0.072477
2026-01-06,0.102388,0.036842,0.092320,0.014938,0.073617
2026-01-07,0.102707,0.036684,0.093173,0.015013,0.074343
2026-01-08,0.104374,0.037246,0.094864,0.015326,0.075744
2026-01-09,0.106779,0.037687,0.096975,0.015512,0.077075
2026-01-12,0.110035,0.038999,0.100509,0.016006,0.079641
2026-01-13,0.106781,0.037969,0.097535,0.015517,0.077700
2026-01-14,0.106825,0.038420,0.097631,0.015501,0.077751
2026-01-15,0.105698,0.037939,0.097170,0.015335,0.076767
2026-01-16,0.104633,0.037138,0.096047,0.015164,0.076172
2026-01-19,0.105274,0.037241,0.096323,0.015187,0.076270
2026-01-20,0.105638,0.037510,0.096508,0.015250,0.075745
2026-01-21,0.106269,0.037449,0.096770,0.015361,0.076197
2026-01-22,0.106903,0.037635,0.097199,0.015463,0.076824
2026-01-23,0.108470,0.038146,0.098648,0.015681,0.078378
2026-01-26,0.106795,0.038043,0.097072,0.015484,0.077402
2026-01-27,0.106285,0.037943,0.096289,0.015442,0.077727
2026-01-28,0.106260,0.038109,0.096044,0.015457,0.077784
2026-01-29,0.105780,0.037845,0.095513,0.015406,0.077059
2026-01-30,0.104599,0.037433,0.094043,0.015237,0.076219
2026-02-02,0.102186,0.036396,0.091408,0.014787,0.074012
2026-02-03,0.104489,0.037071,0.093064,0.015118,0.076054
2026-02-04,0.105633,0.037266,0.094407,0.015267,0.076016
2026-02-05,0.102674,0.036266,0.092212,0.014883,0.074521
2026-02-06,0.103804,0.036453,0.092621,0.015088,0.074846
2026-02-09,0.105721,0.037138,0.094647,0.015395,0.076305
2026-02-10,0.104880,0.036816,0.093016,0.015298,0.075931
2026-02-11,0.104920,0.036846,0.092702,0.015355,0.075891
2026-02-12,0.104059,0.036414,0.092349,0.015309,0.075979
2026-02-13,0.102668,0.036075,0.091078,0.015081,0.075202
2026-02-24,0.103640,0.036506,0.092103,0.015335,0.075732
2026-02-25,0.103847,0.036459,0.092437,0.015241,0.075570
2026-02-26,0.104281,0.036916,0.092964,0.015270,0.076656
2026-02-27,0.105282,0.037184,0.093875,0.015359,0.077336
2026-03-02,0.102792,0.036739,0.091598,0.014996,0.077660
2026-03-03,0.101124,0.035702,0.089858,0.014752,0.075710
2026-03-04,0.104665,0.036373,0.093188,0.015303,0.076315
2026-03-05,0.103781,0.036160,0.093355,0.015309,0.076185
2026-03-06,0.104721,0.036427,0.094848,0.015390,0.076571
2026-03-09,0.106030,0.037091,0.095167,0.015582,0.076778
2026-03-10,0.105556,0.037234,0.095177,0.015685,0.076807
2026-03-11,0.107539,0.037875,0.096310,0.015959,0.077398
2026-03-12,0.107618,0.037951,0.095370,0.015872,0.077229
2026-03-13,0.105694,0.037168,0.094744,0.015606,0.075687
2026-03-16,0.106564,0.037535,0.096049,0.015889,0.075477
2026-03-17,0.105178,0.037523,0.095357,0.016113,0.074219
2026-03-18,0.105360,0.037795,0.095781,0.016163,0.074124
2026-03-19,0.104549,0.037697,0.094350,0.016229,0.073552
2026-03-20,0.101437,0.036668,0.090676,0.015689,0.072159
2026-03-23,0.099411,0.036011,0.087174,0.015566,0.070389
2026-03-24,0.100928,0.037043,0.088257,0.016178,0.072852
2026-03-25,0.103166,0.038714,0.092062,0.016852,0.074965
2026-03-26,0.095493,0.037292,0.086500,0.016378,0.073047
2026-03-27,0.098619,0.038134,0.093081,0.016791,0.073661
2026-03-30,0.102165,0.037691,0.094834,0.016945,0.073346
2026-03-31,0.103642,0.038004,0.095319,0.017264,0.072074
2026-04-01,0.104909,0.037531,0.095251,0.016994,0.072584
2026-04-02,0.105433,0.037587,0.095439,0.017019,0.071700
2026-04-03,0.101990,0.036360,0.092321,0.016463,0.069320
2026-04-07,0.101527,0.037378,0.091902,0.016389,0.069592
2026-04-08,0.107428,0.037420,0.097244,0.017341,0.071647
2026-04-09,0.107952,0.037230,0.097718,0.017426,0.071940
2026-04-10,0.110383,0.037650,0.099919,0.017746,0.071000
2026-04-13,0.106043,0.036755,0.095990,0.017042,0.070984
2026-04-14,0.100260,0.036623,0.090756,0.016008,0.071087
2026-04-15,0.100091,0.035566,0.090603,0.015804,0.071483
2026-04-16,0.101203,0.035272,0.091797,0.015997,0.072658
2026-04-17,0.103926,0.035577,0.094301,0.016419,0.072952
2026-04-20,0.104617,0.036306,0.094677,0.016529,0.073300
2026-04-21,0.103097,0.036578,0.093654,0.016288,0.073207
2026-04-22,0.105609,0.037282,0.096018,0.016782,0.074334
2026-04-23,0.108543,0.037774,0.097181,0.016999,0.073685
2026-04-24,0.107595,0.037119,0.096069,0.016946,0.073229
2026-04-27,0.106832,0.036755,0.095807,0.016745,0.073465
2026-04-28,0.105631,0.036580,0.095611,0.016607,0.072762
2026-04-29,0.106239,0.036790,0.096453,0.016647,0.073307
2026-04-30,0.106006,0.036748,0.096376,0.016701,0.073261
2026-05-06,0.108008,0.037321,0.098258,0.017079,0.075179
2026-05-07,0.109777,0.037672,0.099972,0.017292,0.077017
2026-05-08,0.110590,0.037909,0.100175,0.017440,0.078063
2026-05-11,0.112156,0.038356,0.101441,0.017651,0.079818
2026-05-12,0.111275,0.037905,0.100822,0.017524,0.079240
2026-05-13,0.111781,0.038287,0.101409,0.017629,0.080617
2026-05-14,0.110463,0.037949,0.100367,0.017471,0.079527
2026-05-15,0.109866,0.037854,0.100192,0.017391,0.078715
2026-05-18,0.109528,0.037938,0.099289,0.017357,0.079191
2026-05-19,0.109053,0.037955,0.099085,0.017296,0.079849
2026-05-20,0.108557,0.037820,0.098681,0.017295,0.080334
2026-05-21,0.106156,0.037240,0.095745,0.016928,0.077825
2026-05-22,0.106854,0.037418,0.096495,0.017031,0.079553
2026-05-25,0.107205,0.037637,0.097016,0.017079,0.080481
2026-05-26,0.105804,0.037181,0.095874,0.016931,0.079214
2026-05-27,0.103207,0.036161,0.093706,0.016344,0.078459
2026-05-28,0.100975,0.035503,0.091292,0.015937,0.079263
2026-05-29,0.098224,0.034877,0.089665,0.015716,0.077348
2026-06-01,0.096897,0.034770,0.088647,0.015653,0.076221
2026-06-02,0.097141,0.034562,0.089866,0.015794,0.077527
2026-06-03,0.100243,0.036150,0.092063,0.016494,0.078130
2026-06-04,0.102243,0.035893,0.093900,0.016887,0.079305
2026-06-05,0.101249,0.034812,0.092146,0.016364,0.078419
2026-06-08,0.099954,0.033133,0.088859,0.014760,0.076241
2026-06-09,0.102923,0.033788,0.090629,0.015023,0.078649
2026-06-10,0.098898,0.032289,0.087047,0.014357,0.077909
2026-06-11,0.097323,0.031774,0.086223,0.014128,0.077278
2026-06-12,0.097745,0.031912,0.086597,0.014189,0.076061
2026-06-15,0.094201,0.030755,0.083457,0.013675,0.078545
2026-06-16,0.093286,0.030456,0.082646,0.013542,0.080756
2026-06-17,0.093286,0.030456,0.082646,0.013542,0.082133
2026-06-18,0.093286,0.030456,0.082646,0.013542,0.083379
2026-06-22,0.093286,0.030456,0.082646,0.013542,0.085927
2026-06-23,0.093286,0.030456,0.082646,0.013542,0.082857
2026-06-24,0.093286,0.030456,0.082646,0.013542,0.084514
2026-06-25,0.089511,0.029224,0.082646,0.013542,0.085855
2026-06-26,0.086858,0.028358,0.080811,0.013542,0.084189
2026-06-29,0.086857,0.028357,0.085190,0.013542,0.082494
2026-06-30,0.086857,0.028357,0.084075,0.013542,0.083009
2026-07-01,0.086857,0.028357,0.083991,0.013542,0.083255
2026-07-02,0.086857,0.028357,0.083991,0.013542,0.079630
2026-07-03,0.086857,0.028357,0.083991,0.013542,0.078648
2026-07-06,0.086857,0.028357,0.083991,0.013542,0.076922
2026-07-07,0.086857,0.028357,0.083991,0.013542,0.075258
2026-07-08,0.086857,0.031476,0.083991,0.013542,0.074171
2026-07-09,0.086857,0.030869,0.083991,0.013542,0.075967
2026-07-10,0.086857,0.030427,0.083991,0.013542,0.075656
2026-07-13,0.086857,0.030611,0.083991,0.013542,0.073651
2026-07-14,0.091400,0.031605,0.083991,0.014250,0.073062
2026-07-15,0.082250,0.028441,0.083991,0.012824,0.072126
2026-07-16,0.074004,0.027037,0.083991,0.011538,0.070523
2026-07-17,0.066538,0.025677,0.083991,0.010374,0.067063
2026-07-20,0.066809,0.025763,0.083991,0.010577,0.066709
2026-07-21,0.065613,0.025302,0.083907,0.010198,0.066751
2026-07-22,0.066004,0.025452,0.084365,0.010293,0.067076
2026-07-23,0.066480,0.025636,0.084974,0.010387,0.066896
2026-07-24,0.063426,0.024458,0.081070,0.009971,0.064841
2026-07-27,0.063058,0.024623,0.080600,0.010230,0.064842
2026-07-28,0.063058,0.024054,0.080600,0.010259,0.064221
2026-07-29,0.063365,0.024434,0.080992,0.010335,0.064494
2026-07-30,0.060964,0.024037,0.077922,0.010126,0.063822
2026-07-31,0.061826,0.024495,0.079025,0.010146,0.064260
2026-08-03,0.062304,0.024639,0.079636,0.010244,0.064177
2026-08-04,0.061845,0.024575,0.078946,0.010172,0.064840
2026-08-05,0.061753,0.024606,0.078696,0.010179,0.065505
2026-08-06,0.061202,0.024241,0.077607,0.010104,0.064908
2026-08-07,0.060791,0.024046,0.077307,0.009981,0.064555
2026-08-10,0.061740,0.024372,0.078434,0.010183,0.065828
2026-08-11,0.061140,0.024178,0.077929,0.010117,0.065723
2026-08-12,0.062244,0.024726,0.080004,0.010439,0.066380
2026-08-13,0.061276,0.024413,0.078809,0.010245,0.065290
2026-08-14,0.060378,0.024044,0.077547,0.010099,0.064678
2026-08-17,0.061023,0.024320,0.078769,0.010233,0.065262
