序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
121,002497,雅化集团,2021-09-14,42.392,2021-09-17,36.353,11700,-14.3321%,-71121.30,3,止损
122,300459,汤姆猫,2021-09-14,4.812,2021-09-16,4.528,103800,-6.0094%,-30033.50,2,止损
123,600096,云天化,2021-09-14,28.729,2021-09-24,24.503,17400,-14.7971%,-74006.22,6,止损
124,601600,中国铝业,2021-09-14,9.22,2021-09-16,8.991,54200,-2.5824%,-12910.98,2,止损
125,000009,中国宝安,2021-09-15,22.026,2021-09-17,20.325,22700,-7.8157%,-39097.35,2,止损
126,300339,润和软件,2021-09-15,32.667,2021-09-17,29.846,15300,-8.7276%,-43643.44,2,止损
127,600141,兴发集团,2021-09-15,44.432,2021-09-22,52.684,11200,18.4523%,91872.28,3,止盈
128,000519,中兵红箭,2021-09-16,21.246,2021-09-28,18.826,23500,-11.4793%,-57341.66,6,止损
129,002202,金风科技,2021-09-16,18.2,2021-09-24,16.203,27400,-11.0626%,-55194.63,4,止损
130,601615,明阳智能,2021-09-16,22.923,2021-09-22,25.509,21800,11.1689%,55842.15,2,止盈
131,603077,和邦生物,2021-09-16,4.945,2021-09-22,4.431,101100,-10.4968%,-52508.93,2,止损
132,000937,冀中能源,2021-09-17,5.903,2021-09-24,4.916,84700,-16.8106%,-84091.71,3,止损
133,002141,贤丰控股,2021-09-17,7.504,2021-09-23,7.106,66600,-5.3894%,-26947.03,2,止损
134,002606,大连电瓷,2021-09-17,11.893,2021-09-27,10.812,42000,-9.1832%,-45893.58,4,止损
135,002665,ST航高,2021-09-17,2.851,2021-09-23,3.468,175300,21.5111%,107578.13,2,止盈
136,300052,中青宝,2021-09-17,19.53,2021-09-23,16.382,25600,-16.2026%,-81047.32,2,止损
137,300488,恒锋工具,2021-09-17,43.093,2021-09-23,38.672,11600,-10.3487%,-51756.45,2,止损
138,300688,创业黑马,2021-09-17,22.826,2021-09-23,24.743,21900,8.2864%,41444.23,2,止盈
139,300830,金现代,2021-09-17,13.988,2021-09-24,12.305,35700,-12.1207%,-60557.64,3,止损
140,600470,六国化工,2021-09-17,9.805,2021-09-23,10.805,50900,10.0857%,50359.96,2,止盈
141,601126,四方股份,2021-09-17,14.752,2021-09-23,17.416,33800,17.9395%,89496.68,2,止盈
142,000155,川能动力,2021-09-22,37.339,2021-09-27,35.652,13300,-4.6122%,-22915.77,3,止损
143,000537,绿发电力,2021-09-22,12.481,2021-09-24,15.237,40000,21.9602%,109691.23,2,止盈
144,001896,豫能控股,2021-09-22,10.285,2021-09-24,9.315,48600,-9.5197%,-47608.57,2,止损
145,600905,三峡能源,2021-09-22,6.452,2021-09-29,6.966,77400,7.8474%,39209.46,5,止盈
146,000400,许继电气,2021-09-23,22.217,2021-09-27,20.576,22500,-7.4805%,-37412.83,2,止损
147,000591,太阳能,2021-09-23,10.903,2021-09-29,12.042,45800,10.3315%,51619.09,4,止盈
148,000731,四川美丰,2021-09-23,13.177,2021-09-27,11.374,37900,-13.7641%,-68771.46,2,止损
149,000829,天音控股,2021-09-23,18.221,2021-09-29,17.113,27400,-6.1729%,-30834.16,4,止损
150,000912,泸天化,2021-09-23,8.654,2021-09-27,7.396,57700,-14.6218%,-73051.10,2,止损
151,002182,宝武镁业,2021-09-23,20.281,2021-09-27,16.706,24600,-17.7120%,-88412.05,2,止损
152,600089,特变电工,2021-09-23,18.668,2021-09-27,17.166,26700,-8.1372%,-40579.58,2,止损
153,600691,潞化科技,2021-09-23,7.754,2021-09-27,6.567,64400,-15.3952%,-76914.23,2,止损
154,601222,林洋能源,2021-09-23,12.437,2021-09-27,12.255,40200,-1.5646%,-7826.62,2,止损
155,300402,宝色股份,2021-09-24,35.578,2021-09-28,28.556,14000,-19.8174%,-98757.84,2,止损
156,300497,富祥股份,2021-09-24,22.051,2021-09-30,20.51,22600,-7.0826%,-35313.86,4,止损
157,600010,包钢股份,2021-09-24,3.751,2021-09-28,3.067,133300,-18.3017%,-91552.86,2,止损
158,600171,上海贝岭,2021-09-24,31.526,2021-10-08,36.002,15800,14.0845%,70191.04,5,止盈
159,600737,中粮糖业,2021-09-24,8.114,2021-09-28,7.006,61600,-13.7362%,-68691.41,2,止损
160,600863,华能蒙电,2021-09-24,3.643,2021-09-28,2.84,137200,-22.1279%,-110649.36,2,止损
161,601330,绿色动力,2021-09-24,10.015,2021-09-28,10.415,49900,3.8879%,19439.55,2,止盈
162,000831,中国稀土,2021-09-27,47.885,2021-09-29,40.441,10400,-15.6303%,-77878.57,2,止损
163,000982,中银绒业,2021-09-27,3.052,2021-09-29,2.859,163800,-6.4169%,-32090.07,2,止损
164,300040,九洲集团,2021-09-27,12.087,2021-09-30,10.926,41300,-9.6999%,-48445.41,3,止损
165,300598,诚迈科技,2021-09-27,62.24,2021-09-29,57.002,8000,-8.5067%,-42377.93,2,止损
166,600021,上海电力,2021-09-27,12.481,2021-09-30,10.99,40000,-12.0398%,-60138.81,3,止损
167,600597,光明乳业,2021-09-27,13.467,2021-10-12,13.383,37100,-0.7188%,-3593.14,6,到期
168,601619,嘉泽新能,2021-09-27,5.523,2021-09-30,5.217,90500,-5.6237%,-28121.98,3,止损
169,601908,京运通,2021-09-27,13.234,2021-09-29,11.921,37700,-10.0085%,-49958.32,2,止损
170,603105,芯能科技,2021-09-27,15.768,2021-09-29,13.133,31700,-16.7910%,-83970.15,2,止损
171,000546,金圆股份,2021-09-28,10.585,2021-10-12,11.424,47200,7.8182%,39081.14,5,止盈
172,000860,顺鑫农业,2021-09-28,36.563,2021-10-13,37.266,13600,1.8211%,9059.91,6,到期
173,000993,闽东电力,2021-09-28,12.606,2021-09-30,16.022,36400,26.9680%,123809.90,2,止盈
174,300366,ST创意,2021-09-28,14.047,2021-09-30,12.494,35500,-11.1465%,-55612.18,2,止损
175,600199,金种子酒,2021-09-28,18.509,2021-10-13,18.191,27000,-1.8182%,-9090.90,6,到期
176,600559,老白干酒,2021-09-28,21.361,2021-10-13,21.719,23400,1.5765%,7883.93,6,到期
177,000968,蓝焰控股,2021-09-29,12.666,2021-10-08,11.734,39400,-7.4523%,-37209.37,2,止损
178,300084,海默科技,2021-09-29,6.583,2021-10-08,7.586,41300,15.1191%,41127.79,2,止盈
179,300157,新锦动力,2021-09-29,5.533,2021-10-14,4.808,90300,-13.1937%,-65949.72,6,止损
