日期,主口径T2,裸首板T2,多头排列T2,T+1开盘
2024-08-01,0.070792,0.127966,0.062285,0.060455
2024-08-02,0.068256,0.126122,0.061477,0.059484
2024-08-05,0.066010,0.123410,0.060093,0.057121
2024-08-06,0.067994,0.124889,0.060656,0.059023
2024-08-07,0.067046,0.123331,0.059836,0.057758
2024-08-08,0.067332,0.122185,0.059233,0.057485
2024-08-09,0.066432,0.119989,0.057862,0.056240
2024-08-12,0.066375,0.118194,0.057027,0.056465
2024-08-13,0.065803,0.117810,0.056665,0.056030
2024-08-14,0.065684,0.118052,0.056742,0.055327
2024-08-15,0.065504,0.118663,0.057083,0.055093
2024-08-16,0.066694,0.116578,0.056072,0.056151
2024-08-19,0.064791,0.114777,0.054941,0.055060
2024-08-20,0.063798,0.114030,0.054263,0.054130
2024-08-21,0.061161,0.112576,0.053175,0.052191
2024-08-22,0.061665,0.109712,0.052032,0.053237
2024-08-23,0.061575,0.109508,0.051926,0.053144
2024-08-26,0.062322,0.109981,0.051875,0.053606
2024-08-27,0.061967,0.107234,0.049853,0.052791
2024-08-28,0.060881,0.106204,0.049582,0.052027
2024-08-29,0.060915,0.107342,0.050518,0.052141
2024-08-30,0.061336,0.109286,0.051668,0.052360
2024-09-02,0.060942,0.108061,0.051042,0.051801
2024-09-03,0.061855,0.109228,0.051368,0.052678
2024-09-04,0.061835,0.108483,0.050548,0.052596
2024-09-05,0.061637,0.108613,0.050478,0.052676
2024-09-06,0.059602,0.106217,0.049126,0.050747
2024-09-09,0.059748,0.105993,0.048931,0.051501
2024-09-10,0.059407,0.104799,0.048062,0.050797
2024-09-11,0.057966,0.103581,0.047267,0.049664
2024-09-12,0.057561,0.103689,0.047368,0.049237
2024-09-13,0.056686,0.102282,0.046701,0.048722
2024-09-18,0.056698,0.101494,0.046462,0.048580
2024-09-19,0.057662,0.103353,0.047454,0.049336
2024-09-20,0.058382,0.104581,0.048068,0.049946
2024-09-23,0.059127,0.105354,0.048486,0.050604
2024-09-24,0.060702,0.107731,0.049636,0.051948
2024-09-25,0.062276,0.109192,0.050444,0.052440
2024-09-26,0.064466,0.112711,0.052028,0.054075
2024-09-27,0.067105,0.117459,0.054079,0.056256
2024-09-30,0.073234,0.127116,0.058312,0.061542
2024-10-08,0.077169,0.133316,0.060887,0.064949
2024-10-09,0.070732,0.125237,0.057338,0.059478
2024-10-10,0.069799,0.122305,0.055835,0.058627
2024-10-11,0.067326,0.117159,0.053481,0.056510
2024-10-14,0.068505,0.121052,0.055333,0.057513
2024-10-15,0.067729,0.119221,0.054493,0.056862
2024-10-16,0.067582,0.118710,0.054257,0.056738
2024-10-17,0.067602,0.119390,0.054594,0.056755
2024-10-18,0.070067,0.122934,0.056229,0.058825
2024-10-21,0.072843,0.127087,0.058257,0.061155
2024-10-22,0.073375,0.125921,0.057395,0.061602
2024-10-23,0.073505,0.125984,0.057424,0.061711
2024-10-24,0.072644,0.125535,0.057047,0.060988
2024-10-25,0.074975,0.128647,0.058424,0.062945
2024-10-28,0.076875,0.132657,0.060223,0.064540
2024-10-29,0.076077,0.130744,0.059329,0.063870
2024-10-30,0.074103,0.131678,0.059733,0.062213
2024-10-31,0.075766,0.135290,0.061349,0.063609
2024-11-01,0.072166,0.128412,0.058032,0.060587
2024-11-04,0.071849,0.128277,0.057962,0.060321
2024-11-05,0.074118,0.132301,0.059805,0.062225
2024-11-06,0.077635,0.133477,0.060392,0.065178
2024-11-07,0.075679,0.135482,0.061259,0.066660
2024-11-08,0.074647,0.135546,0.061260,0.064895
2024-11-11,0.075232,0.137159,0.061942,0.065474
2024-11-12,0.074440,0.134980,0.060904,0.064896
2024-11-13,0.073582,0.134052,0.060461,0.064678
2024-11-14,0.071296,0.129795,0.058517,0.062367
2024-11-15,0.070898,0.127733,0.057582,0.061981
2024-11-18,0.070470,0.125736,0.056843,0.061669
2024-11-19,0.070297,0.126144,0.057010,0.061598
2024-11-20,0.071179,0.131024,0.059402,0.062227
2024-11-21,0.069697,0.130579,0.059107,0.061918
2024-11-22,0.068055,0.126964,0.057621,0.059804
2024-11-25,0.068976,0.127551,0.057985,0.061324
2024-11-26,0.065805,0.122619,0.055340,0.059311
2024-11-27,0.067338,0.123714,0.056036,0.060378
2024-11-28,0.068038,0.124349,0.056369,0.061191
2024-11-29,0.068893,0.125600,0.056874,0.062145
2024-12-02,0.070076,0.128379,0.058049,0.063171
2024-12-03,0.069234,0.127800,0.057634,0.062508
2024-12-04,0.067951,0.125802,0.056511,0.061038
2024-12-05,0.067789,0.127191,0.056913,0.060847
2024-12-06,0.067297,0.127332,0.056724,0.060190
2024-12-09,0.067536,0.127535,0.056818,0.060065
2024-12-10,0.067908,0.129139,0.057564,0.060280
2024-12-11,0.068823,0.131538,0.058800,0.061009
2024-12-12,0.069393,0.132887,0.059553,0.061375
2024-12-13,0.067855,0.131530,0.058902,0.060071
2024-12-16,0.067364,0.130428,0.058416,0.059574
2024-12-17,0.064808,0.123801,0.055250,0.057279
2024-12-18,0.064922,0.123994,0.055350,0.057632
2024-12-19,0.063788,0.121242,0.054038,0.056395
2024-12-20,0.063376,0.121365,0.054006,0.055875
2024-12-23,0.060912,0.116159,0.051603,0.053975
2024-12-24,0.062288,0.116554,0.051631,0.054677
2024-12-25,0.061468,0.112943,0.050075,0.053786
2024-12-26,0.065094,0.115028,0.051306,0.056959
2024-12-27,0.064970,0.113820,0.050739,0.056710
2024-12-30,0.064392,0.112816,0.050057,0.056383
2024-12-31,0.061864,0.109216,0.048231,0.054321
2025-01-02,0.061244,0.108614,0.047817,0.053890
2025-01-03,0.059045,0.105895,0.046801,0.052451
2025-01-06,0.059575,0.103731,0.045808,0.053672
2025-01-07,0.064636,0.104521,0.045477,0.058232
2025-01-08,0.064592,0.105167,0.045582,0.058192
2025-01-09,0.062317,0.104725,0.045078,0.057544
2025-01-10,0.060264,0.100252,0.042675,0.055214
2025-01-13,0.059380,0.097978,0.040971,0.054405
2025-01-14,0.060338,0.101971,0.042141,0.055282
2025-01-15,0.057854,0.101748,0.041756,0.053006
2025-01-16,0.058867,0.102209,0.042443,0.053934
2025-01-17,0.058932,0.101255,0.041849,0.053994
2025-01-20,0.058442,0.101754,0.041966,0.053545
2025-01-21,0.057429,0.101725,0.042531,0.052617
2025-01-22,0.056914,0.099917,0.042106,0.052145
2025-01-23,0.056914,0.098801,0.041401,0.052145
2025-01-24,0.056914,0.099509,0.041933,0.049196
2025-01-27,0.055387,0.096968,0.040854,0.047617
2025-02-05,0.058081,0.096681,0.040256,0.047775
2025-02-06,0.058839,0.098750,0.041331,0.048491
2025-02-07,0.059036,0.100340,0.041840,0.048683
2025-02-10,0.059627,0.102640,0.042684,0.049430
2025-02-11,0.058801,0.102316,0.042518,0.048853
2025-02-12,0.060516,0.104437,0.043485,0.049867
2025-02-13,0.059566,0.103359,0.042943,0.049178
2025-02-14,0.060493,0.104106,0.043428,0.049700
2025-02-17,0.060888,0.105600,0.044032,0.049737
2025-02-18,0.059893,0.102638,0.042806,0.049227
2025-02-19,0.060895,0.105046,0.043928,0.050054
2025-02-20,0.060861,0.105245,0.044075,0.049796
2025-02-21,0.061200,0.107288,0.045017,0.049771
2025-02-24,0.061394,0.107044,0.044907,0.049719
2025-02-25,0.060919,0.106767,0.044777,0.049319
2025-02-26,0.061636,0.108144,0.045341,0.049956
2025-02-27,0.061199,0.107335,0.044952,0.049692
2025-02-28,0.059518,0.102725,0.042972,0.048199
2025-03-03,0.059579,0.101862,0.042564,0.047946
2025-03-04,0.059880,0.101861,0.042705,0.048065
2025-03-05,0.060077,0.102370,0.042988,0.048121
2025-03-06,0.061134,0.104112,0.043772,0.048839
2025-03-07,0.060406,0.103148,0.043418,0.048290
2025-03-10,0.060340,0.103113,0.043422,0.048134
2025-03-11,0.060618,0.104141,0.043763,0.048296
2025-03-12,0.060493,0.104874,0.044086,0.048122
2025-03-13,0.060564,0.103395,0.043402,0.047968
2025-03-14,0.060262,0.103362,0.043256,0.047648
2025-03-17,0.060769,0.103971,0.043640,0.047713
2025-03-18,0.060826,0.104297,0.043746,0.047779
2025-03-19,0.060953,0.104069,0.043743,0.047993
2025-03-20,0.060858,0.103937,0.043759,0.048109
2025-03-21,0.060200,0.102133,0.042956,0.047627
2025-03-24,0.059677,0.100027,0.042173,0.047053
2025-03-25,0.059260,0.098311,0.041330,0.046523
2025-03-26,0.059177,0.098446,0.041343,0.046365
2025-03-27,0.057389,0.096224,0.040270,0.045167
2025-03-28,0.055786,0.094297,0.039334,0.044085
2025-03-31,0.054569,0.092581,0.038481,0.043165
2025-04-01,0.055985,0.094112,0.039244,0.044131
2025-04-02,0.055608,0.092837,0.038656,0.043550
2025-04-03,0.056476,0.092721,0.038759,0.043864
2025-04-07,0.052963,0.086119,0.035858,0.041047
2025-04-08,0.053330,0.086208,0.035845,0.041658
2025-04-09,0.052283,0.084966,0.034946,0.040759
2025-04-10,0.053287,0.087772,0.035760,0.040875
2025-04-11,0.051077,0.086203,0.034384,0.039289
2025-04-14,0.051471,0.087300,0.035155,0.039775
2025-04-15,0.050992,0.086203,0.034787,0.039339
2025-04-16,0.049999,0.085309,0.034400,0.038765
2025-04-17,0.049767,0.085848,0.034511,0.038645
2025-04-18,0.047493,0.084383,0.033419,0.036880
2025-04-21,0.047941,0.085700,0.034134,0.037227
2025-04-22,0.048254,0.085995,0.034662,0.037470
2025-04-23,0.045986,0.085027,0.033654,0.036904
2025-04-24,0.044222,0.084745,0.033843,0.036135
2025-04-25,0.043272,0.084443,0.033433,0.035358
2025-04-28,0.042401,0.082767,0.032760,0.034802
2025-04-29,0.042586,0.082754,0.032631,0.034374
2025-04-30,0.043250,0.082556,0.032147,0.034837
2025-05-06,0.043497,0.084973,0.032849,0.035035
2025-05-07,0.043348,0.085664,0.033217,0.034915
2025-05-08,0.044929,0.085722,0.033196,0.036189
2025-05-09,0.044683,0.084450,0.032652,0.035991
2025-05-12,0.044900,0.085984,0.033342,0.036166
2025-05-13,0.046739,0.086028,0.033358,0.037647
2025-05-14,0.046892,0.086366,0.033435,0.038239
2025-05-15,0.046159,0.085334,0.032890,0.038005
2025-05-16,0.047269,0.086012,0.033225,0.038760
2025-05-19,0.048772,0.086862,0.033446,0.039800
2025-05-20,0.048854,0.086851,0.033306,0.039542
2025-05-21,0.048808,0.086187,0.032979,0.039230
2025-05-22,0.047637,0.084840,0.032409,0.038251
2025-05-23,0.046761,0.083957,0.032180,0.037545
2025-05-26,0.047379,0.084532,0.032410,0.037872
2025-05-27,0.047768,0.086445,0.033144,0.037918
2025-05-28,0.047181,0.086097,0.033046,0.037314
2025-05-29,0.047271,0.086391,0.033176,0.037322
2025-05-30,0.046357,0.084131,0.032232,0.036474
2025-06-03,0.046623,0.084880,0.032616,0.036505
2025-06-04,0.046598,0.085162,0.032545,0.036458
2025-06-05,0.046647,0.084699,0.032278,0.036313
2025-06-06,0.046381,0.084129,0.031988,0.036055
2025-06-09,0.046998,0.085692,0.032583,0.036513
2025-06-10,0.047136,0.085313,0.032509,0.036599
2025-06-11,0.047280,0.085086,0.032463,0.036640
2025-06-12,0.047171,0.085507,0.032790,0.036622
2025-06-13,0.046135,0.083333,0.031899,0.035778
2025-06-16,0.046748,0.084027,0.032212,0.036335
2025-06-17,0.047005,0.083724,0.032005,0.036245
2025-06-18,0.046513,0.083204,0.031658,0.035685
2025-06-19,0.046024,0.081723,0.031180,0.035374
2025-06-20,0.044628,0.079987,0.030370,0.034321
2025-06-23,0.046144,0.082042,0.031199,0.035194
2025-06-24,0.045313,0.081231,0.030721,0.034483
2025-06-25,0.045218,0.081424,0.030574,0.034585
2025-06-26,0.045387,0.081526,0.030589,0.034697
2025-06-27,0.045231,0.081462,0.030559,0.034591
2025-06-30,0.046846,0.083537,0.031635,0.035530
2025-07-01,0.046936,0.083006,0.031395,0.035740
2025-07-02,0.046069,0.081740,0.030772,0.034984
2025-07-03,0.046254,0.082234,0.030903,0.034981
2025-07-04,0.045293,0.081315,0.030450,0.034299
2025-07-07,0.045422,0.081913,0.030593,0.034421
2025-07-08,0.046572,0.083197,0.031173,0.035004
2025-07-09,0.046744,0.083456,0.031368,0.035042
2025-07-10,0.046357,0.082955,0.031123,0.034768
2025-07-11,0.045891,0.082241,0.030717,0.034467
2025-07-14,0.046077,0.082143,0.030714,0.034391
2025-07-15,0.045265,0.080881,0.030206,0.033859
2025-07-16,0.045066,0.080616,0.030031,0.033640
2025-07-17,0.044987,0.081293,0.030248,0.033635
2025-07-18,0.045156,0.080929,0.030091,0.033887
2025-07-21,0.045440,0.081511,0.030273,0.034089
2025-07-22,0.045001,0.080926,0.030029,0.034075
2025-07-23,0.044293,0.079929,0.029644,0.033578
2025-07-24,0.044779,0.080669,0.029962,0.033895
2025-07-25,0.044411,0.079934,0.029725,0.033591
2025-07-28,0.044344,0.080090,0.029785,0.033595
2025-07-29,0.044496,0.080843,0.030081,0.033654
2025-07-30,0.044510,0.080398,0.029920,0.033646
2025-07-31,0.043928,0.079848,0.029683,0.033237
2025-08-01,0.043767,0.079438,0.029515,0.033038
2025-08-04,0.044079,0.079954,0.029695,0.033248
2025-08-05,0.043999,0.080274,0.029765,0.033140
2025-08-06,0.044182,0.080476,0.029839,0.033296
2025-08-07,0.044305,0.080799,0.029966,0.033217
2025-08-08,0.044561,0.081104,0.030117,0.033239
2025-08-11,0.045190,0.082526,0.030693,0.033708
2025-08-12,0.045062,0.082243,0.030602,0.033684
2025-08-13,0.045367,0.083339,0.031124,0.033910
2025-08-14,0.044154,0.081396,0.030344,0.033142
2025-08-15,0.044768,0.082983,0.030955,0.033679
2025-08-18,0.045443,0.084560,0.031562,0.034125
2025-08-19,0.045261,0.084409,0.031440,0.034044
2025-08-20,0.045311,0.084001,0.031262,0.034064
2025-08-21,0.044578,0.082468,0.030587,0.033485
2025-08-22,0.044781,0.083229,0.030881,0.033575
2025-08-25,0.045147,0.084452,0.031323,0.033812
2025-08-26,0.045216,0.084356,0.031297,0.033972
2025-08-27,0.044297,0.082920,0.030807,0.033267
2025-08-28,0.044557,0.083749,0.031151,0.033467
2025-08-29,0.044185,0.083305,0.030945,0.033221
2025-09-01,0.044579,0.084328,0.031309,0.033534
2025-09-02,0.043938,0.082127,0.030517,0.033020
2025-09-03,0.042996,0.081174,0.030182,0.032331
2025-09-04,0.042725,0.079217,0.029332,0.032089
2025-09-05,0.043576,0.080939,0.029959,0.032627
2025-09-08,0.044146,0.081253,0.030022,0.032896
2025-09-09,0.044243,0.081243,0.030053,0.033011
2025-09-10,0.044437,0.081316,0.030057,0.033201
2025-09-11,0.044673,0.082291,0.030397,0.033278
2025-09-12,0.044560,0.082289,0.030375,0.033101
2025-09-15,0.045057,0.082766,0.030543,0.033550
2025-09-16,0.044846,0.083714,0.030783,0.033435
2025-09-17,0.045226,0.083927,0.030772,0.033663
2025-09-18,0.045378,0.083204,0.030504,0.033763
2025-09-19,0.044835,0.082213,0.030081,0.033399
2025-09-22,0.043890,0.082862,0.030224,0.032961
2025-09-23,0.043702,0.082617,0.030232,0.032863
2025-09-24,0.043368,0.082585,0.030281,0.032641
2025-09-25,0.042947,0.082120,0.030018,0.032352
2025-09-26,0.042392,0.080631,0.029440,0.032225
2025-09-29,0.043033,0.081373,0.029847,0.032774
2025-09-30,0.043398,0.081634,0.030042,0.033193
2025-10-09,0.043623,0.082367,0.030266,0.033275
2025-10-10,0.045321,0.082024,0.030036,0.034061
2025-10-13,0.045679,0.082371,0.030151,0.034463
2025-10-14,0.046151,0.081264,0.029616,0.034723
2025-10-15,0.046231,0.081444,0.029621,0.034895
2025-10-16,0.044769,0.080404,0.029251,0.034018
2025-10-17,0.044033,0.078684,0.028482,0.033478
2025-10-20,0.044704,0.079313,0.028720,0.034007
2025-10-21,0.044674,0.080049,0.029035,0.034108
2025-10-22,0.044061,0.079403,0.028665,0.034000
2025-10-23,0.043546,0.078662,0.028428,0.033648
2025-10-24,0.043414,0.078366,0.028263,0.033517
2025-10-27,0.043377,0.078957,0.028372,0.033468
2025-10-28,0.043683,0.079545,0.028518,0.033661
2025-10-29,0.043730,0.079618,0.028567,0.033729
2025-10-30,0.043298,0.078691,0.028297,0.033390
2025-10-31,0.043177,0.078478,0.028235,0.033322
2025-11-03,0.043526,0.079219,0.028513,0.033558
2025-11-04,0.044021,0.079496,0.028778,0.033805
2025-11-05,0.044477,0.080783,0.029330,0.034059
2025-11-06,0.044280,0.080828,0.029302,0.033685
2025-11-07,0.044552,0.081211,0.029501,0.033747
2025-11-10,0.044994,0.082030,0.029790,0.034078
2025-11-11,0.044831,0.082389,0.029936,0.033908
2025-11-12,0.044629,0.081873,0.029771,0.033770
2025-11-13,0.045178,0.083294,0.030350,0.034178
2025-11-14,0.044717,0.082499,0.030092,0.033646
2025-11-17,0.045017,0.083043,0.030268,0.033821
2025-11-18,0.044222,0.080758,0.029297,0.033264
2025-11-19,0.044018,0.079994,0.028967,0.033186
2025-11-20,0.043186,0.079006,0.028591,0.032506
2025-11-21,0.041687,0.075760,0.027291,0.031388
2025-11-24,0.042874,0.076239,0.027286,0.032140
2025-11-25,0.042661,0.076808,0.027270,0.031977
2025-11-26,0.041265,0.075396,0.026705,0.031086
2025-11-27,0.040149,0.074714,0.026228,0.030344
2025-11-28,0.039942,0.075565,0.026340,0.030293
2025-12-01,0.040587,0.075956,0.026453,0.030545
2025-12-02,0.040690,0.076115,0.026694,0.030462
2025-12-03,0.040650,0.075525,0.026407,0.030441
2025-12-04,0.039502,0.074486,0.026078,0.029695
2025-12-05,0.039538,0.075533,0.026392,0.029953
2025-12-08,0.039390,0.076772,0.026730,0.030031
2025-12-09,0.040163,0.076283,0.026616,0.030436
2025-12-10,0.039733,0.076229,0.026692,0.029905
2025-12-11,0.038752,0.074546,0.026117,0.028943
2025-12-12,0.037916,0.074348,0.026089,0.028733
2025-12-15,0.037936,0.073635,0.025847,0.028454
2025-12-16,0.037566,0.072155,0.025255,0.028380
2025-12-17,0.037405,0.071606,0.024936,0.028123
2025-12-18,0.037997,0.071496,0.024950,0.028333
2025-12-19,0.038530,0.072663,0.025288,0.028826
2025-12-22,0.038178,0.072563,0.025317,0.028800
2025-12-23,0.037313,0.071634,0.024965,0.028492
2025-12-24,0.036858,0.072388,0.025208,0.028406
2025-12-25,0.036861,0.072662,0.025305,0.028671
2025-12-26,0.037151,0.073421,0.025592,0.028804
2025-12-29,0.036606,0.073002,0.025449,0.028281
2025-12-30,0.036153,0.072333,0.025245,0.027993
2025-12-31,0.036018,0.072518,0.025441,0.027867
2026-01-05,0.036369,0.072845,0.025654,0.028112
2026-01-06,0.036842,0.073948,0.026183,0.028407
2026-01-07,0.036684,0.074188,0.026313,0.028197
2026-01-08,0.037246,0.075612,0.026886,0.028635
2026-01-09,0.037687,0.076797,0.027295,0.028894
2026-01-12,0.038999,0.079603,0.028400,0.029899
2026-01-13,0.037969,0.077595,0.027629,0.029137
2026-01-14,0.038420,0.078473,0.028010,0.029487
2026-01-15,0.037939,0.076568,0.027228,0.029191
2026-01-16,0.037138,0.075363,0.026729,0.028584
2026-01-19,0.037241,0.075301,0.026687,0.028609
2026-01-20,0.037510,0.075023,0.026580,0.028856
2026-01-21,0.037449,0.075380,0.026741,0.028806
2026-01-22,0.037635,0.075891,0.026900,0.028870
2026-01-23,0.038146,0.077107,0.027350,0.029200
2026-01-26,0.038043,0.076299,0.027128,0.029068
2026-01-27,0.037943,0.076884,0.027350,0.028908
2026-01-28,0.038109,0.077205,0.027516,0.028962
2026-01-29,0.037845,0.076692,0.027313,0.028762
2026-01-30,0.037433,0.075447,0.026872,0.028446
2026-02-02,0.036396,0.072930,0.025778,0.027690
2026-02-03,0.037071,0.074424,0.026308,0.028205
2026-02-04,0.037266,0.074604,0.026287,0.028348
2026-02-05,0.036266,0.073456,0.025832,0.027623
2026-02-06,0.036453,0.073506,0.025937,0.027637
2026-02-09,0.037138,0.074697,0.026474,0.028186
2026-02-10,0.036816,0.074137,0.026357,0.027985
2026-02-11,0.036846,0.073654,0.026309,0.027872
2026-02-12,0.036414,0.073415,0.026238,0.027561
2026-02-13,0.036075,0.072225,0.025780,0.027300
2026-02-24,0.036506,0.072910,0.026135,0.027749
2026-02-25,0.036459,0.073376,0.026250,0.027855
2026-02-26,0.036916,0.074288,0.026710,0.028255
2026-02-27,0.037184,0.075174,0.027028,0.028465
2026-03-02,0.036739,0.075444,0.027098,0.028194
2026-03-03,0.035702,0.073313,0.026301,0.027768
2026-03-04,0.036373,0.073432,0.026460,0.027401
2026-03-05,0.036160,0.073265,0.026346,0.027004
2026-03-06,0.036427,0.073589,0.026337,0.027137
2026-03-09,0.037091,0.073900,0.026525,0.027496
2026-03-10,0.037234,0.074013,0.026537,0.027607
2026-03-11,0.037875,0.074544,0.026793,0.028017
2026-03-12,0.037951,0.074149,0.026719,0.028120
2026-03-13,0.037168,0.072484,0.026047,0.027579
2026-03-16,0.037535,0.072412,0.025961,0.027878
2026-03-17,0.037523,0.071386,0.025670,0.027901
2026-03-18,0.037795,0.071554,0.025712,0.028100
2026-03-19,0.037697,0.070523,0.025453,0.028004
2026-03-20,0.036668,0.068790,0.024955,0.027249
2026-03-23,0.036011,0.066657,0.024235,0.026873
2026-03-24,0.037043,0.068499,0.025055,0.027480
2026-03-25,0.038714,0.070089,0.025801,0.028377
2026-03-26,0.037292,0.068990,0.025358,0.027891
2026-03-27,0.038134,0.069477,0.025439,0.028281
2026-03-30,0.037691,0.069564,0.025313,0.027952
2026-03-31,0.038004,0.068608,0.024790,0.028185
2026-04-01,0.037531,0.068807,0.024777,0.027834
2026-04-02,0.037587,0.068366,0.024560,0.027876
2026-04-03,0.036360,0.066876,0.023845,0.027342
2026-04-07,0.037378,0.067369,0.024069,0.027956
2026-04-08,0.037420,0.068657,0.024586,0.027987
2026-04-09,0.037230,0.068798,0.024571,0.028826
2026-04-10,0.037650,0.068436,0.024208,0.029343
2026-04-13,0.036755,0.068791,0.024247,0.029371
2026-04-14,0.036623,0.069409,0.024345,0.029268
2026-04-15,0.035566,0.068925,0.024243,0.028667
2026-04-16,0.035272,0.070231,0.024702,0.028266
2026-04-17,0.035577,0.071052,0.024962,0.028493
2026-04-20,0.036306,0.071758,0.025039,0.029377
2026-04-21,0.036578,0.071629,0.025009,0.029444
2026-04-22,0.037282,0.072581,0.025467,0.029638
2026-04-23,0.037774,0.071943,0.025291,0.030010
2026-04-24,0.037119,0.071335,0.025112,0.029729
2026-04-27,0.036755,0.071652,0.025138,0.029302
2026-04-28,0.036580,0.071237,0.024995,0.029171
2026-04-29,0.036790,0.071827,0.025200,0.029228
2026-04-30,0.036748,0.071855,0.025197,0.029171
2026-05-06,0.037321,0.073590,0.025857,0.029686
2026-05-07,0.037672,0.074818,0.026335,0.030011
2026-05-08,0.037909,0.075343,0.026488,0.030223
2026-05-11,0.038356,0.076603,0.027005,0.030548
2026-05-12,0.037905,0.076103,0.026849,0.030311
2026-05-13,0.038287,0.077332,0.027350,0.030602
2026-05-14,0.037949,0.075942,0.026953,0.030339
2026-05-15,0.037854,0.075416,0.026649,0.030225
2026-05-18,0.037938,0.075739,0.026881,0.030274
2026-05-19,0.037955,0.076298,0.027103,0.030328
2026-05-20,0.037820,0.076156,0.027168,0.030191
2026-05-21,0.037240,0.074041,0.026350,0.029731
2026-05-22,0.037418,0.075452,0.026980,0.029938
2026-05-25,0.037637,0.076221,0.027254,0.030274
2026-05-26,0.037181,0.075545,0.026832,0.029942
2026-05-27,0.036161,0.074326,0.026486,0.029050
2026-05-28,0.035503,0.075028,0.026880,0.028501
2026-05-29,0.034877,0.073419,0.026059,0.028061
2026-06-01,0.034770,0.072803,0.025706,0.028423
2026-06-02,0.034562,0.073415,0.026274,0.028543
2026-06-03,0.036150,0.073611,0.026560,0.029833
2026-06-04,0.035893,0.073533,0.026920,0.029537
2026-06-05,0.034812,0.072734,0.026460,0.028728
2026-06-08,0.033133,0.070668,0.025559,0.027342
2026-06-09,0.033788,0.071622,0.026276,0.027883
2026-06-10,0.032289,0.070755,0.025830,0.026645
2026-06-11,0.031774,0.070178,0.025540,0.026221
2026-06-12,0.031912,0.069359,0.025064,0.026335
2026-06-15,0.030755,0.070807,0.025891,0.025380
2026-06-16,0.030456,0.071948,0.026685,0.025133
2026-06-17,0.030456,0.072637,0.027104,0.025133
2026-06-18,0.030456,0.072889,0.027459,0.025133
2026-06-22,0.030456,0.074248,0.028234,0.025133
2026-06-23,0.030456,0.072797,0.027151,0.025133
2026-06-24,0.030456,0.073663,0.027758,0.024305
2026-06-25,0.029224,0.073966,0.028220,0.023324
2026-06-26,0.028358,0.072305,0.027780,0.023100
2026-06-29,0.028357,0.071795,0.027461,0.023100
2026-06-30,0.028357,0.072881,0.027853,0.023100
2026-07-01,0.028357,0.073609,0.028107,0.023100
2026-07-02,0.028357,0.071561,0.027048,0.023100
2026-07-03,0.028357,0.070945,0.026633,0.023100
2026-07-06,0.028357,0.070097,0.026184,0.023100
2026-07-07,0.028357,0.068283,0.025690,0.024247
2026-07-08,0.031476,0.066827,0.025166,0.026679
2026-07-09,0.030869,0.067025,0.025581,0.026165
2026-07-10,0.030427,0.067268,0.025645,0.025791
2026-07-13,0.030611,0.065299,0.025044,0.025946
2026-07-14,0.031605,0.065233,0.024964,0.026788
2026-07-15,0.028441,0.064797,0.024892,0.025750
2026-07-16,0.027037,0.063760,0.024355,0.024978
2026-07-17,0.025677,0.061287,0.022983,0.023617
2026-07-20,0.025763,0.060794,0.022592,0.023695
2026-07-21,0.025302,0.060132,0.022531,0.023271
2026-07-22,0.025452,0.060794,0.022662,0.023410
2026-07-23,0.025636,0.060370,0.022360,0.023579
2026-07-24,0.024458,0.058350,0.021457,0.022736
2026-07-27,0.024623,0.059319,0.021635,0.022693
2026-07-28,0.024054,0.058573,0.021351,0.022332
2026-07-29,0.024434,0.058811,0.021306,0.022658
2026-07-30,0.024037,0.057609,0.020984,0.022546
2026-07-31,0.024495,0.058935,0.021428,0.022830
2026-08-03,0.024639,0.059323,0.021397,0.022985
2026-08-04,0.024575,0.060383,0.021707,0.022896
2026-08-05,0.024606,0.061532,0.021973,0.022853
2026-08-06,0.024241,0.061929,0.021729,0.022514
2026-08-07,0.024046,0.062533,0.021645,0.022239
2026-08-10,0.024372,0.063299,0.021979,0.022622
2026-08-11,0.024178,0.063077,0.021861,0.022484
2026-08-12,0.024726,0.064112,0.022101,0.022882
2026-08-13,0.024413,0.063432,0.021819,0.022487
2026-08-14,0.024044,0.063320,0.021608,0.022124
2026-08-17,0.024320,0.064467,0.021817,0.022384
