序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
149,603198,迎驾贡酒,2021-11-01,54.707,2021-11-15,51.224,9100,-6.4601%,-32176.97,10,止损
150,688008,澜起科技,2021-11-01,63.666,2021-11-03,70.289,6100,10.2924%,39991.87,2,止盈
151,300418,昆仑万维,2021-11-02,21.337,2021-11-12,23.044,23400,7.8962%,39443.47,8,止盈
152,600132,重庆啤酒,2021-11-02,149.024,2021-11-11,139.11,3300,-6.7459%,-33191.84,7,止损
153,603517,ST绝味,2021-11-02,67.164,2021-11-24,63.518,7400,-5.5221%,-27459.04,16,到期
154,000547,航天发展,2021-11-03,16.349,2021-11-25,16.683,30500,1.9378%,9667.53,16,到期
155,000982,中银绒业,2021-11-03,2.821,2021-11-18,3.348,177200,18.5570%,92822.70,11,止盈
156,002463,沪电股份,2021-11-03,9.955,2021-11-15,11.014,50200,10.5325%,52661.32,8,止盈
157,002938,鹏鼎控股,2021-11-03,35.21,2021-11-25,36.764,14200,4.3092%,21555.97,16,到期
158,600742,富维股份,2021-11-03,11.236,2021-11-17,12.614,27600,12.1530%,37705.75,10,止盈
159,601989,中国重工,2021-11-03,4.271,2021-11-25,4.177,117000,-2.3038%,-11518.42,16,到期
160,600522,中天科技,2021-11-04,12.038,2021-11-08,14.565,39000,20.8684%,98022.47,2,止盈
161,000876,新希望,2021-11-05,16.294,2021-11-23,15.268,30600,-6.3891%,-31871.80,12,止损
162,002185,华天科技,2021-11-08,13.534,2021-11-30,13.45,36900,-0.7162%,-3578.71,16,到期
163,002384,东山精密,2021-11-08,23.895,2021-11-30,23.611,20900,-1.2863%,-6426.88,16,到期
164,000546,金圆股份,2021-11-11,12.816,2021-11-30,16.332,39000,27.3017%,136533.18,13,止盈
165,300184,力源信息,2021-11-11,7.704,2021-11-17,6.977,64900,-9.5318%,-47680.74,4,止损
166,000002,万科Ａ,2021-11-12,18.865,2021-11-17,17.577,26500,-6.9216%,-34620.72,3,止损
167,300059,东方财富,2021-11-12,24.15,2021-12-06,23.855,20700,-1.3203%,-6603.40,16,到期
168,600048,保利发展,2021-11-12,13.367,2021-11-19,12.264,20000,-8.3422%,-22312.61,5,止损
169,002405,四维图新,2021-11-15,15.802,2021-12-03,14.537,31600,-8.0984%,-40458.69,14,止损
170,300376,易事特,2021-11-15,10.875,2021-12-07,11.004,45900,1.0856%,5421.71,16,到期
171,600699,均胜电子,2021-11-15,22.148,2021-12-07,22.726,22500,2.5052%,12490.34,16,到期
172,000977,浪潮信息,2021-11-17,31.697,2021-12-09,33.364,15700,5.1555%,25668.53,16,到期
173,002056,横店东磁,2021-11-17,14.382,2021-11-24,16.397,23400,13.8937%,46781.76,5,止盈
174,300199,翰宇药业,2021-11-17,10.325,2021-11-19,8.696,48400,-15.8661%,-79328.59,2,止损
175,002001,新和成,2021-11-18,22.698,2021-11-24,21.124,22000,-7.0271%,-35108.09,4,止损
176,002821,凯莱英,2021-11-18,309.756,2021-11-30,366.183,1600,18.0985%,89742.48,8,止盈
177,600416,湘电股份,2021-11-18,17.499,2021-12-07,19.11,28500,9.1012%,45411.63,13,止盈
178,000155,川能动力,2021-11-19,27.534,2021-12-13,27.376,18100,-0.6712%,-3346.87,16,到期
179,002192,融捷股份,2021-11-19,118.503,2021-11-30,143.552,2100,21.0167%,52327.67,7,止盈
180,600338,西藏珠峰,2021-11-22,34.662,2021-11-30,39.475,13700,13.7714%,65429.30,6,止盈
181,000831,中国稀土,2021-11-23,44.553,2021-12-07,50.166,10500,12.4851%,58435.43,10,止盈
182,300373,扬杰科技,2021-11-24,69.142,2021-12-16,66.574,7200,-3.8102%,-18977.15,16,到期
183,600010,包钢股份,2021-11-24,2.68,2021-11-29,2.928,186500,9.1134%,45579.12,3,止盈
184,603005,晶方科技,2021-11-24,33.802,2021-11-26,35.923,9400,6.1690%,19610.98,2,止盈
185,300866,安克创新,2021-11-25,90.43,2021-11-29,79.214,5500,-12.4903%,-62153.53,2,止损
186,600516,方大炭素,2021-11-25,12.477,2021-12-02,11.635,40000,-6.8419%,-34164.49,5,止损
187,600704,物产中大,2021-11-25,6.294,2021-11-29,5.648,79400,-10.3527%,-51764.21,2,止损
188,300077,国民技术,2021-11-26,28.014,2021-12-09,31.984,12900,14.0574%,50826.01,9,止盈
189,000818,航锦科技,2021-11-29,39.28,2021-12-20,36.272,12700,-7.7496%,-38678.49,15,止损
190,300773,拉卡拉,2021-11-29,18.509,2021-12-21,18.977,23200,2.4220%,10405.53,16,到期
191,300869,康泰医学,2021-11-29,44.637,2021-12-06,41.084,11200,-8.0514%,-40272.07,5,止损
192,300061,旗天科技,2021-11-30,9.615,2021-12-02,10.285,52000,6.8620%,34325.21,2,止盈
193,300122,智飞生物,2021-11-30,85.776,2021-12-03,80.3,5800,-6.4777%,-32242.63,3,止损
194,600196,复星医药,2021-11-30,52.993,2021-12-07,48.713,9400,-8.1699%,-40718.03,5,止损
195,601222,林洋能源,2021-11-30,11.057,2021-12-16,12.325,45200,11.3597%,56799.15,12,止盈
196,601919,中远海控,2021-11-30,9.075,2021-12-07,11.614,55000,27.8587%,139112.09,5,止盈
197,688185,康希诺,2021-11-30,279.342,2021-12-03,257.373,1700,-7.9564%,-37802.41,3,止损
198,000338,潍柴动力,2021-12-02,14.21,2021-12-08,15.445,35100,8.5836%,42834.09,4,止盈
199,300311,任子行,2021-12-02,9.765,2021-12-06,8.676,51200,-11.2433%,-56240.14,2,止损
200,002008,大族激光,2021-12-03,45.533,2021-12-16,50.235,9800,10.2166%,45611.47,9,止盈
201,002600,领益智造,2021-12-03,7.839,2021-12-07,7.261,63700,-7.4603%,-37270.88,2,止损
202,603501,豪威集团,2021-12-03,216.066,2021-12-27,228.732,2300,5.7561%,28619.36,16,到期
203,000860,顺鑫农业,2021-12-06,39.645,2021-12-17,36.827,12600,-7.2016%,-35991.53,9,止损
204,002625,光启技术,2021-12-06,23.61,2021-12-08,21.577,17000,-8.7005%,-34938.17,2,止损
205,300623,捷捷微电,2021-12-06,35.089,2021-12-20,31.745,14200,-9.6189%,-47951.03,10,止损
206,000807,云铝股份,2021-12-07,9.903,2021-12-29,9.553,50400,-3.6280%,-18116.59,16,到期
207,600018,上港集团,2021-12-07,4.81,2021-12-29,4.546,103900,-5.5966%,-27986.10,16,到期
208,600030,中信证券,2021-12-07,21.989,2021-12-29,21.906,22700,-0.4768%,-2381.12,16,到期
209,600277,ST亿利,2021-12-07,5.24,2021-12-09,6.104,95400,16.3796%,81915.80,2,止盈
210,601377,兴业证券,2021-12-07,8.197,2021-12-29,8.081,60900,-1.5154%,-7568.53,16,到期
211,601688,华泰证券,2021-12-07,15.163,2021-12-29,15.387,32900,1.3807%,6890.91,16,到期
212,603077,和邦生物,2021-12-07,3.705,2021-12-10,3.431,134900,-7.4766%,-37385.66,3,止损
213,600031,三一重工,2021-12-08,22.349,2021-12-30,21.537,22300,-3.7293%,-18595.66,16,到期
214,601600,中国铝业,2021-12-08,5.678,2021-12-30,5.442,88000,-4.2446%,-21218.57,16,到期
215,002572,索菲亚,2021-12-09,16.527,2021-12-15,15.501,30200,-6.3018%,-31469.25,4,止损
216,600588,用友网络,2021-12-09,35.848,2021-12-31,35.902,13900,0.0509%,253.68,16,到期
217,600771,广誉远,2021-12-09,33.957,2021-12-20,38.371,14700,12.8854%,64351.77,7,止盈
218,600703,三安光电,2021-12-10,37.822,2021-12-20,34.626,13200,-8.5422%,-42668.30,6,止损
219,600872,中炬高新,2021-12-13,38.64,2021-12-16,35.773,12900,-7.5128%,-37466.92,3,止损
220,300663,科蓝软件,2021-12-15,23.001,2021-12-27,21.079,21700,-8.4478%,-42186.55,8,止损
221,002063,远光软件,2021-12-16,6.616,2022-01-10,6.388,75500,-3.5501%,-17742.81,16,到期
222,300456,赛微电子,2021-12-16,26.833,2021-12-21,24.918,18500,-7.2327%,-35922.38,3,止损
223,600131,国网信通,2021-12-16,22.183,2022-01-06,20.012,22500,-9.8773%,-49324.38,14,止损
224,601456,国联民生,2021-12-16,13.749,2022-01-10,14.195,36300,3.1409%,15683.64,16,到期
225,003035,南网能源,2021-12-17,9.305,2021-12-21,8.586,49900,-7.8190%,-36321.72,2,止损
226,002263,大东南,2021-12-20,4.032,2022-01-10,3.748,124000,-7.1338%,-35684.73,14,止损
227,300612,宣亚国际,2021-12-20,29.615,2021-12-28,34.983,16800,18.0070%,89634.74,6,止盈
228,601678,滨化股份,2021-12-20,8.635,2021-12-27,7.807,57900,-9.6815%,-48430.00,5,止损
229,603888,新华网,2021-12-20,15.751,2022-01-12,14.855,27500,-5.7848%,-25069.14,16,止损
230,000665,湖北广电,2021-12-21,6.443,2021-12-27,8.096,51100,25.5251%,84083.03,4,止盈
231,002357,富临运业,2021-12-21,7.994,2021-12-23,6.777,62500,-15.3135%,-76548.14,2,止损
232,600550,保变电气,2021-12-21,6.093,2021-12-28,5.717,82000,-6.2632%,-31308.43,5,止损
