序号,代码,名称,买入日,买入价,卖出日,卖出价,股数,净收益率,盈亏(元),持有交易日,卖出原因
60,002153,石基信息,2021-09-24,12.905,2021-09-28,14.853,38700,14.9726%,74816.45,2,信号
61,600021,上海电力,2021-09-24,11.861,2021-09-28,11.109,42100,-6.4294%,-32121.04,2,信号
62,600163,中闽能源,2021-09-24,9.922,2021-09-28,8.523,50300,-14.1881%,-70844.75,2,信号
63,600821,金开新能,2021-09-24,8.835,2021-09-28,8.227,56500,-6.9805%,-34864.01,2,信号
64,600863,华能蒙电,2021-09-24,3.643,2021-09-28,2.84,137200,-22.1279%,-110649.36,2,信号
65,600032,浙江新能,2021-09-27,19.391,2021-09-29,15.973,25700,-17.7077%,-88288.83,2,信号
66,600170,上海建工,2021-09-27,3.732,2021-09-30,3.648,133900,-2.3403%,-11700.18,3,信号
67,600548,深高速,2021-09-27,9.535,2021-09-30,9.185,52400,-3.7604%,-18796.93,3,信号
68,000880,潍柴重机,2021-09-29,6.799,2021-10-08,6.479,73500,-4.8109%,-24054.94,2,信号
69,000993,闽东电力,2021-09-29,14.627,2021-10-11,18.011,34100,23.0095%,114827.00,3,信号
70,600268,国电南自,2021-10-11,7.652,2021-10-13,5.874,65300,-23.3099%,-116529.51,2,信号
71,000695,滨海能源,2021-10-12,13.027,2021-10-14,10.775,38300,-17.3697%,-86703.56,2,信号
72,000586,汇源通信,2021-10-13,9.405,2021-10-15,9.925,53100,5.4272%,27116.58,2,信号
73,002612,朗姿股份,2021-10-13,33.897,2021-10-15,34.743,14700,2.3924%,11927.00,2,信号
74,603619,中曼石油,2021-10-13,14.334,2021-10-15,13.22,34800,-7.8623%,-39238.89,2,信号
75,605162,新中港,2021-10-13,16.998,2021-10-15,12.734,29400,-25.1645%,-125824.09,2,信号
76,600661,昂立教育,2021-10-18,13.267,2021-10-20,12.834,37600,-3.3609%,-16773.36,2,信号
77,600071,凤凰光学,2021-10-20,39.95,2021-10-25,42.779,12500,6.9734%,34840.88,3,信号
78,600382,广东明珠,2021-10-20,2.507,2021-10-22,2.725,199400,8.5616%,42824.75,2,信号
79,002922,伊戈尔,2021-10-21,23.511,2021-10-25,24.227,21200,2.9430%,14675.96,2,信号
80,600277,ST亿利,2021-10-21,4.589,2021-10-25,4.935,108900,7.4152%,37077.85,2,信号
81,603045,福达合金,2021-10-25,23.218,2021-10-27,18.677,21500,-19.6386%,-98080.70,2,信号
82,000416,ST民控,2021-10-26,4.972,2021-10-28,4.168,100500,-16.2642%,-81318.59,2,信号
83,603922,ST金鸿顺,2021-10-27,24.212,2021-10-29,21.503,20600,-11.2768%,-56273.32,2,信号
84,605286,同力天启,2021-10-27,25.823,2021-10-29,27.506,19300,6.4123%,31973.74,2,信号
85,600995,南网储能,2021-10-29,20.252,2021-11-02,17.933,24600,-11.5396%,-57519.34,2,信号
86,603683,晶华新材,2021-10-29,12.428,2021-11-02,12.449,40200,0.0653%,326.54,2,信号
87,002487,大金重工,2021-11-01,38.534,2021-11-03,39.905,12900,3.4538%,17177.13,2,信号
88,002805,丰元股份,2021-11-02,30.636,2021-11-04,27.486,16300,-10.3718%,-51819.69,2,信号
89,002815,崇达技术,2021-11-02,14.857,2021-11-04,14.813,33600,-0.4014%,-2004.91,2,信号
90,600556,天下秀,2021-11-02,11.827,2021-11-08,13.044,42200,10.1846%,50856.41,4,信号
91,601218,吉鑫科技,2021-11-03,6.506,2021-11-08,7.629,76800,17.1421%,85698.38,3,信号
92,003043,华亚智能,2021-11-04,48.924,2021-11-08,53.83,10200,9.9170%,49513.29,2,信号
93,002870,香山股份,2021-11-05,39.045,2021-11-09,42.304,12800,8.2394%,41198.73,2,信号
94,002751,易尚退,2021-11-08,24.012,2021-11-10,23.448,20800,-2.4453%,-12219.17,2,信号
95,300264,佳创视讯,2021-11-08,9.505,2021-11-10,10.225,52600,7.4691%,37360.21,2,信号
96,002045,国光电器,2021-11-09,14.582,2021-11-11,14.198,34200,-2.7333%,-13638.28,2,信号
97,002879,长缆科技,2021-11-09,21.486,2021-11-11,19.935,23200,-7.3101%,-36456.95,2,信号
98,002885,京泉华,2021-11-09,14.929,2021-11-11,14.322,33400,-4.1659%,-20783.19,2,信号
99,688533,上声电子,2021-11-09,31.706,2021-11-11,32.574,15700,2.6345%,13120.81,2,信号
100,603386,骏亚科技,2021-11-10,17.066,2021-11-12,17.884,29200,4.6916%,23390.67,2,信号
101,605333,沪光股份,2021-11-10,16.228,2021-11-17,22.499,30800,38.5020%,192539.16,5,信号
102,000546,金圆股份,2021-11-11,12.816,2021-11-15,14.073,39000,9.6945%,48481.30,2,信号
103,603088,宁波精达,2021-11-11,9.828,2021-11-15,9.461,50800,-3.8269%,-19115.49,2,信号
104,603192,汇得科技,2021-11-11,29.572,2021-11-15,32.571,16900,10.0311%,50156.78,2,信号
105,002096,易普力,2021-11-12,19.259,2021-11-16,15.591,25900,-19.1239%,-95437.59,2,信号
106,002395,双象股份,2021-11-12,12.116,2021-11-16,11.194,41200,-7.6992%,-38452.38,2,信号
107,002047,宝鹰股份,2021-11-16,3.802,2021-11-18,3.858,131500,1.3760%,6882.71,2,信号
108,002309,中利集团,2021-11-16,8.704,2021-11-19,7.736,57400,-11.2122%,-56047.67,3,信号
109,603286,日盈电子,2021-11-17,20.51,2021-11-19,20.73,24300,0.9686%,4829.87,2,信号
110,605133,嵘泰股份,2021-11-17,20.417,2021-11-19,20.535,24400,0.4751%,2367.97,2,信号
111,002011,盾安环境,2021-11-18,10.265,2021-11-22,9.545,48700,-7.1061%,-35541.76,2,信号
112,002432,九安医疗,2021-11-18,4.945,2021-11-29,11.377,101100,129.8251%,649433.60,7,信号
113,002728,特一药业,2021-11-18,7.199,2021-11-22,5.973,69400,-17.1083%,-85512.69,2,信号
114,002943,宇晶股份,2021-11-18,15.127,2021-11-22,16.639,33000,9.8865%,49375.73,2,信号
115,002418,康盛股份,2021-11-23,4.782,2021-11-25,4.498,104500,-6.0458%,-30229.77,2,信号
116,600860,京城股份,2021-11-24,8.564,2021-11-26,8.716,58300,1.6656%,8320.58,2,信号
117,603895,天永智能,2021-11-24,27.624,2021-11-26,22.969,18100,-16.9356%,-84718.70,2,信号
118,000795,英洛华,2021-11-26,7.724,2021-12-01,9.385,64700,21.3891%,106942.01,3,信号
119,000812,陕西金叶,2021-11-26,4.554,2021-12-01,5.439,109700,19.3130%,96536.68,3,信号
120,000838,ST发展,2021-11-29,4.802,2021-12-02,4.698,104100,-2.2790%,-11398.95,3,信号
121,600318,新力金融,2021-11-30,13.377,2021-12-02,13.013,37300,-2.8124%,-14039.35,2,信号
122,600351,亚宝药业,2021-11-30,7.003,2021-12-02,6.807,71300,-2.9087%,-14531.66,2,信号
123,605116,奥锐特,2021-11-30,20.073,2021-12-02,17.354,24900,-13.6305%,-68161.92,2,信号
124,002243,力合科创,2021-12-02,13.927,2021-12-06,12.044,35900,-13.6069%,-68065.34,2,信号
125,002432,九安医疗,2021-12-02,16.691,2021-12-06,14.956,29900,-10.4891%,-52374.23,2,信号
126,300165,天瑞仪器,2021-12-02,8.054,2021-12-06,6.767,62000,-16.0687%,-80278.86,2,信号
127,002374,中锐股份,2021-12-03,4.752,2021-12-07,4.148,105200,-12.8061%,-64056.30,2,信号
128,002584,西陇科学,2021-12-03,8.901,2021-12-07,7.773,56100,-12.7632%,-63767.43,2,信号
129,002803,吉宏股份,2021-12-03,23.391,2021-12-07,17.88,21300,-23.6355%,-117816.04,2,信号
130,600421,退市华嵘,2021-12-03,11.586,2021-12-07,9.715,43100,-16.2299%,-81084.05,2,信号
131,600847,万里股份,2021-12-03,15.808,2021-12-08,16.502,31600,4.2849%,21415.01,3,信号
132,600860,京城股份,2021-12-06,12.906,2021-12-13,17.161,38700,32.8348%,164085.33,5,信号
133,600807,济高发展,2021-12-07,4.702,2021-12-09,4.218,106300,-10.3922%,-51972.21,2,信号
134,002725,跃岭股份,2021-12-09,9.732,2021-12-16,12.781,51300,31.1962%,155823.07,5,信号
135,600698,湖南天雁,2021-12-10,5.023,2021-12-16,5.777,99500,14.9094%,74545.42,4,信号
136,603335,迪生力,2021-12-10,7.46,2021-12-14,7.622,67000,2.0757%,10379.51,2,信号
137,002101,广东鸿图,2021-12-13,11.401,2021-12-15,9.65,43800,-15.4391%,-77134.01,2,信号
138,002699,ST美盛,2021-12-13,5.903,2021-12-16,6.617,84700,11.9792%,59923.57,3,信号
139,002945,华林证券,2021-12-13,15.561,2021-12-15,13.206,32100,-15.2151%,-76037.41,2,信号
140,000892,欢瑞世纪,2021-12-14,4.502,2021-12-16,4.268,111000,-5.3007%,-26503.48,2,信号
141,002232,启明信息,2021-12-14,28.57,2021-12-16,27.052,17500,-5.4072%,-27048.39,2,信号
142,300860,锋尚文化,2021-12-14,63.69,2021-12-16,59.863,7800,-6.1024%,-30330.71,2,信号
143,601798,蓝科高新,2021-12-14,8.554,2021-12-22,11.574,58400,35.1680%,175776.45,6,信号
144,000838,ST发展,2021-12-15,6.293,2021-12-17,6.977,79400,10.7481%,53732.38,2,信号
145,002374,中锐股份,2021-12-15,6.353,2021-12-22,7.496,78700,17.8743%,89415.03,5,信号
146,002590,万安科技,2021-12-15,10.695,2021-12-17,9.775,46700,-8.6954%,-43452.96,2,信号
147,002691,ST冀凯,2021-12-15,5.888,2021-12-17,5.392,84900,-8.5094%,-42558.68,2,信号
148,601068,中铝国际,2021-12-15,5.753,2021-12-22,6.997,86900,21.4959%,107517.05,5,信号
149,605289,罗曼股份,2021-12-15,20.601,2021-12-17,19.673,24200,-4.6007%,-22948.24,2,信号
150,000812,陕西金叶,2021-12-16,10.207,2021-12-22,10.947,48900,7.1370%,35640.58,4,信号
151,002432,九安医疗,2021-12-16,22.594,2021-12-24,29.468,22100,30.2931%,151339.38,6,信号
152,002682,龙洲股份,2021-12-16,5.513,2021-12-24,8.276,90600,49.9720%,249712.69,6,信号
153,300612,宣亚国际,2021-12-16,24.612,2021-12-20,29.585,20300,20.0848%,100399.77,2,信号
154,601700,风范股份,2021-12-16,6.504,2021-12-22,7.457,76800,14.5377%,72655.74,4,信号
155,605050,福然德,2021-12-16,15.26,2021-12-21,15.274,32700,-0.0035%,-17.46,3,信号
156,605151,西上海,2021-12-16,26.363,2021-12-20,21.809,18900,-17.3571%,-86527.43,2,信号
157,000533,顺钠股份,2021-12-17,5.413,2021-12-21,5.357,92300,-1.1222%,-5609.07,2,信号
158,002357,富临运业,2021-12-17,7.774,2021-12-22,6.977,64300,-10.3468%,-51745.44,3,信号
159,600234,科新发展,2021-12-17,12.336,2021-12-21,11.594,40500,-6.1085%,-30534.17,2,信号
160,600396,华电辽能,2021-12-17,4.182,2021-12-23,4.098,119500,-2.1099%,-10549.46,4,信号
161,000514,渝开发,2021-12-20,4.27,2021-12-23,4.566,117000,6.8152%,34066.20,3,信号
162,000665,湖北广电,2021-12-20,6.393,2021-12-23,6.287,78200,-1.7616%,-8811.58,3,信号
163,600159,大龙地产,2021-12-20,3.392,2021-12-24,3.698,147400,8.9265%,44648.95,4,信号
164,600192,长城电工,2021-12-20,7.003,2021-12-23,7.396,71300,5.5031%,27493.29,3,信号
165,600466,ST蓝光,2021-12-20,2.271,2021-12-23,2.489,220100,9.4725%,47374.34,3,信号
166,600860,京城股份,2021-12-20,26.183,2021-12-22,25.087,19000,-4.2803%,-21304.14,2,信号
167,000753,漳州发展,2021-12-21,3.897,2021-12-23,3.813,128300,-2.2496%,-11253.20,2,信号
168,002253,川大智胜,2021-12-21,21.731,2021-12-23,19.29,15600,-11.3193%,-38391.92,2,信号
169,002671,龙泉股份,2021-12-21,6.263,2021-12-23,5.117,79800,-18.3743%,-91880.15,2,信号
170,603586,金麒麟,2021-12-21,14.857,2021-12-23,13.093,33600,-11.9608%,-59739.13,2,信号
171,000838,ST发展,2021-12-22,9.975,2021-12-24,7.866,50100,-21.2209%,-106103.81,2,信号
172,000918,ST嘉凯,2021-12-22,3.472,2021-12-24,3.128,117700,-9.9785%,-40794.83,2,信号
173,001202,炬申股份,2021-12-22,21.454,2021-12-24,15.06,23300,-29.8704%,-149388.24,2,信号
174,002047,宝鹰股份,2021-12-22,5.303,2021-12-24,4.588,94200,-13.5693%,-67813.65,2,信号
175,002178,延华智能,2021-12-22,5.693,2021-12-28,6.297,87800,10.4993%,52505.29,4,信号
176,003008,开普检测,2021-12-22,25.705,2021-12-24,22.312,19400,-13.2866%,-66290.11,2,信号
177,600405,动力源,2021-12-22,10.965,2021-12-24,8.346,45500,-23.9661%,-119633.63,2,信号
178,600605,汇通能源,2021-12-22,11.458,2021-12-24,8.988,43600,-21.6378%,-108147.39,2,信号
179,000008,神州高铁,2021-12-23,2.901,2021-12-27,2.879,172300,-0.8881%,-4441.89,2,信号
180,002082,ST万邦,2021-12-23,14.599,2021-12-28,13.515,34200,-7.5179%,-37555.51,3,信号
181,002173,创新医疗,2021-12-23,8.474,2021-12-27,7.336,59000,-13.5143%,-67602.81,2,信号
182,002247,聚力文化,2021-12-23,3.502,2021-12-27,3.008,142700,-14.1718%,-70851.99,2,信号
183,002265,建设工业,2021-12-23,30.439,2021-12-27,27.61,16400,-9.3847%,-46872.00,2,信号
184,002629,仁智股份,2021-12-23,4.862,2021-12-27,5.187,102800,6.5768%,32890.87,2,信号
185,300534,陇神戎发,2021-12-23,11.086,2021-12-28,12.494,45100,12.5905%,62978.56,3,信号
186,605577,龙版传媒,2021-12-23,17.729,2021-12-27,13.693,28200,-22.8407%,-114250.07,2,信号
187,000863,三湘印象,2021-12-24,4.336,2021-12-28,3.432,115300,-20.9243%,-104665.68,2,信号
188,002316,亚联发展,2021-12-24,5.333,2021-12-28,5.017,93700,-6.0043%,-30016.80,2,信号
189,605289,罗曼股份,2021-12-27,30.921,2021-12-29,21.009,16100,-32.1232%,-160000.65,2,信号
190,000862,银星能源,2021-12-28,9.865,2021-12-30,8.656,50600,-12.3459%,-61657.13,2,信号
191,002750,龙津退,2021-12-28,12.126,2022-01-07,17.611,41200,45.0891%,225374.77,7,信号
192,600880,博瑞传播,2021-12-28,5.916,2021-12-30,6.25,84500,5.5388%,27701.98,2,信号
193,002349,精华制药,2021-12-29,8.834,2022-01-07,10.825,56500,22.4050%,111889.24,6,信号
194,002480,新筑股份,2021-12-29,6.523,2022-01-04,6.907,76600,5.7698%,28845.27,3,信号
195,600444,国机通用,2021-12-30,19.16,2022-01-05,16.792,26000,-12.4468%,-62034.72,3,信号
196,600668,尖峰集团,2021-12-30,15.308,2022-01-04,15.934,32600,3.9879%,19910.72,2,信号
197,601107,四川成渝,2021-12-30,4.035,2022-01-04,4.111,123900,1.7799%,8902.71,2,信号
198,603011,合锻智能,2021-12-30,8.854,2022-01-04,8.036,56400,-9.3341%,-46636.61,2,信号
199,002374,中锐股份,2021-12-31,11.286,2022-01-06,10.315,44300,-8.6934%,-43484.89,3,信号
