代码,名称,买入日,买入价,卖出日,卖出价,股数,盈亏,净收益率,持有交易日,卖出原因
002882,金龙羽,2022-03-10,10.475,2022-03-16,8.936,47700,-73906.88,-14.7838%,4,信号
002868,绿康生化,2022-03-11,12.416,2022-03-15,11.294,40200,-45575.15,-9.1263%,2,信号
000605,渤海股份,2022-03-14,6.181,2022-03-16,5.625,80800,-45393.94,-9.0846%,2,信号
600488,津药药业,2022-03-14,4.411,2022-03-16,4.277,113300,-15713.35,-3.1424%,2,信号
600537,ST亿晶,2022-03-14,4.532,2022-03-16,4.398,110300,-15323.98,-3.0638%,2,信号
600736,苏州高新,2022-03-14,6.123,2022-03-16,4.768,81600,-111048.65,-22.2146%,2,信号
600829,人民同泰,2022-03-14,6.659,2022-03-16,6.163,75000,-37711.66,-7.5469%,2,信号
002910,庄园牧场,2022-03-15,13.898,2022-03-25,12.675,35900,-44392.95,-8.8931%,8,信号
600676,久事动娱,2022-03-15,4.632,2022-03-30,4.658,107900,2234.61,0.4469%,11,信号
002486,嘉麟杰,2022-03-29,2.927,2022-04-11,2.935,170700,706.36,0.1413%,7,信号
000540,ST中天,2022-04-01,2.491,2022-04-12,2.429,200700,-13029.45,-2.6046%,5,信号
002587,奥拓电子,2022-04-07,5.244,2022-04-14,4.689,95300,-53361.53,-10.6730%,5,信号
603023,威帝股份,2022-04-08,4.592,2022-04-14,4.428,108800,-18389.38,-3.6787%,4,信号
000927,中国铁物,2022-04-13,4.192,2022-04-19,3.098,119200,-130797.0,-26.1621%,4,信号
601606,长城军工,2022-04-19,12.263,2022-04-25,10.982,40700,-52635.04,-10.5405%,4,信号
601579,会稽山,2022-04-20,9.223,2022-05-20,12.732,54200,189594.03,37.9101%,19,信号
603706,东方环宇,2022-04-20,10.525,2022-04-26,10.255,47500,-13337.05,-2.6663%,4,信号
000785,居然智家,2022-04-26,3.84,2022-04-28,3.436,130200,-53027.35,-10.6011%,2,信号
002029,七匹狼,2022-04-26,5.242,2022-04-28,4.577,95300,-63833.67,-12.7725%,2,信号
002763,汇洁股份,2022-04-26,7.084,2022-04-28,5.037,70500,-144674.5,-28.9558%,2,信号
603116,红蜻蜓,2022-04-26,4.289,2022-04-28,3.745,116500,-63845.98,-12.7709%,2,信号
002304,洋河股份,2022-05-06,141.436,2022-05-24,141.044,3500,-1863.68,-0.3763%,12,信号
600197,伊力特,2022-06-01,26.653,2022-06-20,27.626,18700,17684.97,3.5465%,12,信号
688285,高铁电气,2022-06-02,8.753,2022-06-10,8.455,57100,-17541.58,-3.5078%,5,信号
000735,罗牛山,2022-06-06,6.498,2022-06-16,6.462,76900,-3303.62,-0.6608%,8,信号
002296,辉煌科技,2022-06-06,6.973,2022-06-15,6.437,71700,-38962.51,-7.7886%,7,信号
000758,中色股份,2022-06-07,4.731,2022-06-21,4.907,105600,17990.23,3.5989%,10,信号
600231,凌钢股份,2022-06-07,2.641,2022-06-14,2.529,189200,-21790.17,-4.3581%,5,信号
688011,新光光电,2022-06-07,28.014,2022-06-14,24.318,17800,-66257.49,-13.2808%,5,信号
000153,丰原药业,2022-06-08,5.674,2022-06-10,5.418,88100,-23002.21,-4.5994%,2,信号
002426,胜利精密,2022-06-08,2.251,2022-06-16,2.039,222100,-47593.82,-9.5145%,6,信号
002652,扬子新材,2022-06-08,3.342,2022-06-13,2.699,149600,-96647.61,-19.3232%,3,信号
605050,福然德,2022-06-08,11.168,2022-06-20,11.446,44700,11952.16,2.3931%,8,信号
002380,科远智慧,2022-06-09,13.078,2022-06-24,14.164,38200,40979.37,8.1990%,11,信号
600331,宏达股份,2022-06-09,3.492,2022-06-20,3.448,143100,-6717.12,-1.3436%,7,信号
600497,驰宏锌锗,2022-06-09,5.184,2022-06-20,4.949,96400,-23148.73,-4.6302%,7,信号
601216,君正集团,2022-06-09,3.772,2022-06-20,3.668,132500,-14235.8,-2.8470%,7,信号
605566,福莱蒽特,2022-06-09,23.238,2022-06-20,22.635,21500,-13456.25,-2.6920%,7,信号
000982,中银绒业,2022-06-10,2.051,2022-06-23,2.219,243700,40388.41,8.0763%,9,信号
002608,江苏国信,2022-06-10,6.533,2022-06-20,6.227,35900,-11228.09,-4.7848%,6,信号
600868,梅雁吉祥,2022-06-10,2.859,2022-06-23,2.997,174800,23448.38,4.6889%,9,信号
601788,光大证券,2022-06-10,13.48,2022-06-23,14.756,37000,46685.28,9.3558%,9,信号
002385,大北农,2022-06-13,7.816,2022-06-22,7.648,51600,-9053.94,-2.2438%,7,信号
002217,ST合力泰,2022-06-14,3.182,2022-06-22,3.088,129000,-12418.83,-3.0243%,6,信号
002562,兄弟科技,2022-06-14,6.543,2022-06-22,6.367,76400,-13974.33,-2.7940%,6,信号
000948,南天信息,2022-06-15,12.046,2022-06-23,11.964,38200,-3591.18,-0.7800%,6,信号
002512,ST达华,2022-06-15,3.462,2022-06-23,2.989,200,-104.64,-15.0062%,6,信号
601066,中信建投,2022-06-16,26.678,2022-07-05,26.872,18700,3112.62,0.6236%,13,信号
601236,红塔证券,2022-06-16,9.165,2022-06-27,9.075,49100,-4823.58,-1.0714%,7,信号
600255,鑫科材料,2022-06-20,2.631,2022-06-30,2.539,190000,-18082.3,-3.6150%,6,信号
002469,三维化学,2022-06-21,4.532,2022-06-30,4.358,110300,-19731.57,-3.9451%,7,信号
300731,科创新源,2022-06-21,20.51,2022-07-01,17.627,24300,-70521.92,-14.1426%,8,信号
603186,华正新材,2022-06-21,23.622,2022-07-06,24.108,21100,9753.9,1.9560%,11,信号
002638,勤上股份,2022-06-22,2.381,2022-06-30,2.239,209900,-30355.75,-6.0704%,6,信号
002753,永东股份,2022-06-22,8.12,2022-07-04,9.251,61500,69041.64,13.8185%,8,信号
002866,传艺科技,2022-06-22,11.501,2022-07-15,22.984,43400,497603.26,99.6438%,17,信号
002992,宝明科技,2022-06-22,13.427,2022-08-02,26.847,36700,491769.85,99.7491%,29,信号
600130,波导股份,2022-06-22,3.672,2022-07-13,3.798,136100,16676.34,3.3354%,15,信号
600525,ST长园,2022-06-22,4.982,2022-07-04,5.117,100300,13028.97,2.6058%,8,信号
002031,巨轮智能,2022-06-23,2.34,2022-07-14,3.997,213600,353222.29,70.6289%,15,信号
002174,游族网络,2022-06-23,9.964,2022-06-30,9.674,50100,-15011.87,-3.0057%,5,信号
002559,亚威股份,2022-06-23,7.266,2022-07-01,6.899,68800,-25742.49,-5.1472%,6,信号
600396,华电辽能,2022-06-23,3.302,2022-06-30,3.168,20500,-2797.64,-4.1313%,5,信号
600668,尖峰集团,2022-06-23,11.989,2022-06-30,11.544,41700,-19037.43,-3.8060%,5,信号
002662,峰璟股份,2022-06-24,3.66,2022-06-30,3.396,136600,-36479.86,-7.2933%,4,信号
300937,药易购,2022-06-24,33.357,2022-06-30,31.604,1200,-2141.95,-5.3485%,4,信号
002526,山东矿机,2022-06-27,2.348,2022-07-08,2.416,1400,84.67,2.5715%,9,信号
600893,航发动力,2022-06-27,45.149,2022-07-19,50.051,9800,47577.03,10.7476%,16,信号
000610,ST西旅,2022-06-30,10.805,2022-07-05,9.345,46200,-67920.95,-13.5989%,3,信号
002428,云南锗业,2022-06-30,12.306,2022-07-08,12.194,37800,-4706.1,-1.0112%,6,信号
002547,ST春兴,2022-06-30,4.482,2022-07-06,3.798,111500,-76743.24,-15.3480%,4,信号
600503,华丽家族,2022-06-30,3.203,2022-07-07,3.049,100,-25.31,-7.7823%,5,信号
600860,京城股份,2022-06-30,18.409,2022-07-04,17.901,27100,-14263.0,-2.8575%,2,信号
601608,中信重工,2022-06-30,3.744,2022-07-12,3.88,133500,17672.2,3.5340%,8,信号
603010,万盛股份,2022-06-30,18.299,2022-07-11,17.621,27300,-18998.62,-3.8011%,7,信号
600223,福瑞达,2022-07-01,10.028,2022-07-07,9.008,40200,-41367.26,-10.2565%,4,信号
600588,用友网络,2022-07-01,21.781,2022-07-07,20.76,22900,-23874.17,-4.7841%,4,信号
002376,新北洋,2022-07-04,7.967,2022-07-08,6.55,8800,-12535.74,-17.8713%,4,信号
002495,佳隆股份,2022-07-04,2.493,2022-07-07,2.521,200500,5009.69,1.0016%,3,信号
600032,浙江新能,2022-07-04,14.408,2022-07-13,14.179,34700,-8452.47,-1.6898%,7,信号
603198,迎驾贡酒,2022-07-04,58.359,2022-07-07,53.683,8500,-40222.35,-8.1044%,3,信号
002486,嘉麟杰,2022-07-05,2.977,2022-07-08,2.885,167900,-16095.23,-3.2180%,3,信号
002989,中天精装,2022-07-05,16.408,2022-07-13,15.322,26400,-29085.68,-6.7112%,6,信号
600200,退市苏吴,2022-07-06,7.824,2022-07-13,7.306,55100,-28934.67,-6.7085%,5,信号
600517,国网英大,2022-07-06,5.847,2022-07-18,5.511,85500,-29186.12,-5.8353%,8,信号
002308,ST威创,2022-07-07,4.052,2022-07-13,4.018,123300,-4694.03,-0.9391%,4,信号
600956,新天绿能,2022-07-07,11.762,2022-07-22,13.286,42500,64257.93,12.8483%,11,信号
601727,上海电气,2022-07-07,4.328,2022-07-18,4.364,115500,3616.08,0.7230%,7,信号
605178,时空科技,2022-07-08,24.842,2022-07-13,24.218,20100,-13046.11,-2.6114%,3,信号
002074,国轩高科,2022-07-11,44.624,2022-07-13,43.98,11200,-7712.37,-1.5423%,2,信号
600343,航天动力,2022-07-11,11.216,2022-07-18,9.895,44500,-59234.41,-11.8624%,5,信号
600523,贵航股份,2022-07-11,25.875,2022-07-20,25.209,11000,-7601.93,-2.6695%,7,信号
603585,苏利股份,2022-07-11,13.839,2022-07-13,12.94,100,-99.94,-7.1956%,2,信号
002066,瑞泰科技,2022-07-12,12.156,2022-07-25,12.414,1500,368.15,2.0180%,9,信号
002435,ST长康,2022-07-12,5.453,2022-07-25,5.597,91600,12727.82,2.5470%,9,信号
002084,海鸥住工,2022-07-13,3.922,2022-07-18,3.858,127400,-8635.17,-1.7274%,3,信号
002591,恒大高新,2022-07-13,6.443,2022-08-01,9.255,77600,217613.73,43.5015%,13,信号
002718,友邦吊顶,2022-07-13,14.0,2022-07-25,14.676,35700,23609.27,4.7214%,8,信号
002767,先锋电子,2022-07-13,11.745,2022-07-22,11.633,42500,-5243.57,-1.0500%,7,信号
300006,莱美药业,2022-07-13,4.902,2022-07-21,4.478,101900,-43753.83,-8.7541%,6,信号
002479,富春环保,2022-07-14,5.303,2022-07-22,4.578,94200,-68754.71,-13.7576%,6,信号
600033,福建高速,2022-07-14,2.8,2022-07-22,2.448,178500,-63411.78,-12.6793%,6,信号
600561,江西长运,2022-07-14,5.983,2022-07-25,5.657,24300,-8058.85,-5.5403%,7,信号
603080,新疆火炬,2022-07-14,13.197,2022-08-02,13.333,37800,4667.17,0.9352%,13,信号
000753,漳州发展,2022-07-15,4.077,2022-08-02,4.293,122600,25945.84,5.1882%,12,信号
002398,垒知集团,2022-07-15,6.328,2022-07-22,6.102,78500,-18245.76,-3.6711%,5,信号
000544,中原环保,2022-07-18,6.633,2022-07-29,7.036,75300,29843.66,5.9719%,9,信号
000567,海德股份,2022-07-18,6.3,2022-07-25,6.713,79300,32194.78,6.4409%,5,信号
600319,亚星化学,2022-07-18,6.293,2022-08-03,6.137,79400,-12896.94,-2.5798%,12,信号
002533,金杯电工,2022-07-19,6.464,2022-08-04,6.778,77300,23712.4,4.7431%,12,信号
300187,永清环保,2022-07-19,7.807,2022-07-28,7.089,50800,-36824.73,-9.2807%,7,信号
002441,众业达,2022-07-20,9.025,2022-08-02,9.745,30700,21834.77,7.8772%,9,信号
603990,麦迪科技,2022-07-21,16.163,2022-08-08,18.471,28200,64588.31,14.1633%,12,信号
000541,佛山照明,2022-07-22,5.426,2022-08-03,5.61,92100,16482.59,3.2968%,8,信号
000688,国城矿业,2022-07-22,18.246,2022-08-15,18.218,27400,-1273.11,-0.2545%,16,信号
000782,恒申新材,2022-07-22,5.973,2022-08-03,5.357,67700,-42064.05,-10.3971%,8,信号
002342,巨力索具,2022-07-22,4.393,2022-08-03,4.489,113800,10369.23,2.0730%,8,信号
600120,浙江东方,2022-07-22,3.832,2022-07-26,3.738,130400,-12723.13,-2.5450%,2,信号
000590,古汉医药,2022-07-25,8.934,2022-08-01,8.646,55900,-16634.73,-3.3290%,5,信号
002911,佛燃能源,2022-07-25,7.428,2022-08-05,8.389,67300,64149.23,12.8264%,9,信号
600892,大晟文化,2022-07-25,4.162,2022-08-03,4.108,120100,-6998.23,-1.3993%,7,信号
002310,东方新能,2022-07-26,2.551,2022-08-01,2.449,195900,-20569.5,-4.1135%,4,信号
000997,新大陆,2022-07-27,13.191,2022-08-03,13.027,16000,-2819.49,-1.3353%,5,信号
003040,楚天龙,2022-07-28,22.099,2022-08-03,20.618,16300,-24494.28,-6.7965%,4,信号
000812,陕西金叶,2022-07-29,6.665,2022-08-03,6.079,75000,-44455.81,-8.8885%,3,信号
002730,电光科技,2022-07-29,9.125,2022-08-04,8.576,3200,-1784.64,-6.1090%,4,信号
002651,利君股份,2022-08-01,8.514,2022-08-12,8.666,58700,8383.54,1.6766%,9,信号
300307,慈星股份,2022-08-01,6.923,2022-08-04,6.287,72200,-46439.77,-9.2857%,3,信号
603398,ST沐邦,2022-08-01,32.426,2022-08-22,42.129,15400,148847.81,29.7926%,15,信号
002903,宇环数控,2022-08-02,17.079,2022-08-25,23.058,29200,174027.96,34.8794%,17,信号
300044,ST赛为,2022-08-02,4.802,2022-08-18,5.087,104100,29159.46,5.8298%,12,信号
603138,海量数据,2022-08-02,14.667,2022-08-18,16.882,34000,74747.32,14.9813%,12,信号
603577,汇金通,2022-08-02,12.122,2022-08-22,13.029,41200,36867.75,7.3783%,14,信号
002138,顺络电子,2022-08-03,25.343,2022-08-22,25.327,19700,-801.2,-0.1604%,13,信号
002229,鸿博股份,2022-08-03,6.423,2022-08-05,6.517,57500,5005.95,1.3547%,2,信号
002231,ST奥维,2022-08-03,6.113,2022-08-17,8.136,81700,164686.82,32.9580%,10,信号
002581,ST未名,2022-08-03,19.51,2022-08-09,18.441,25600,-27851.53,-5.5737%,4,信号
002599,盛通股份,2022-08-03,5.343,2022-08-10,5.087,93500,-24350.21,-4.8721%,5,信号
002938,鹏鼎控股,2022-08-03,30.767,2022-08-11,28.048,16200,-44530.8,-8.9297%,6,信号
603602,纵横通信,2022-08-03,10.195,2022-08-16,10.485,49000,13686.68,2.7384%,9,信号
688272,富吉瑞,2022-08-03,31.015,2022-08-15,29.165,16100,-30270.91,-6.0590%,8,信号
000592,平潭发展,2022-08-04,2.781,2022-08-19,2.969,179700,33109.73,6.6211%,11,信号
601606,长城军工,2022-08-04,14.982,2022-08-12,13.388,33300,-53558.73,-10.7296%,6,信号
605259,绿田机械,2022-08-04,14.01,2022-08-15,13.527,400,-203.11,-3.6211%,7,信号
002292,奥飞娱乐,2022-08-05,4.842,2022-08-10,4.648,103200,-20587.37,-4.1176%,3,信号
002722,物产金轮,2022-08-05,14.099,2022-08-09,13.865,31100,-7711.68,-1.7579%,2,信号
000070,特发信息,2022-08-08,6.973,2022-08-17,6.977,71700,-283.21,-0.0566%,7,信号
002185,华天科技,2022-08-09,10.077,2022-08-18,10.127,49600,1973.88,0.3947%,7,信号
603639,海利尔,2022-08-09,24.012,2022-08-16,21.839,17600,-38646.97,-9.1402%,5,信号
002763,汇洁股份,2022-08-10,7.554,2022-08-19,6.187,66100,-90804.24,-18.1771%,7,信号
000586,汇源通信,2022-08-11,9.535,2022-08-18,9.195,52400,-18273.46,-3.6556%,5,信号
300807,天迈科技,2022-08-11,26.783,2022-08-18,25.287,15300,-23287.68,-5.6801%,5,信号
002935,天奥电子,2022-08-12,15.643,2022-08-18,14.493,31900,-37167.82,-7.4446%,4,信号
605168,三人行,2022-08-12,48.917,2022-08-24,44.933,9200,-37093.01,-8.2380%,8,信号
000728,国元证券,2022-08-15,6.973,2022-08-31,6.857,68700,-8507.12,-1.7748%,12,信号
002241,歌尔股份,2022-08-15,34.628,2022-08-25,33.834,14400,-11929.86,-2.3912%,8,信号
000059,华锦股份,2022-08-16,7.01,2022-08-25,6.793,71300,-15957.09,-3.1912%,7,信号
000617,中油资本,2022-08-16,4.329,2022-09-01,4.435,91800,9293.47,2.3373%,12,信号
003012,东鹏控股,2022-08-18,7.724,2022-08-25,7.216,64700,-33316.63,-6.6635%,5,信号
601616,广电电气,2022-08-18,3.708,2022-08-25,3.484,134800,-30625.49,-6.1243%,5,信号
000912,泸天化,2022-08-19,5.423,2022-08-26,5.347,92200,-7447.0,-1.4887%,5,信号
002159,三特索道,2022-08-19,11.966,2022-09-01,12.144,41700,6917.61,1.3857%,9,信号
002221,东华能源,2022-08-19,8.964,2022-08-31,8.826,55700,-8231.9,-1.6478%,8,信号
002405,四维图新,2022-08-19,15.248,2022-08-25,14.053,32700,-39544.12,-7.9271%,4,信号
002445,中南文化,2022-08-19,3.112,2022-08-26,2.699,160600,-66779.1,-13.3567%,5,信号
002632,道明光学,2022-08-22,6.993,2022-08-29,5.987,71400,-72326.79,-14.4774%,5,信号
002792,通宇通讯,2022-08-22,10.006,2022-08-25,9.626,49900,-19442.64,-3.8920%,3,信号
003029,吉大正元,2022-08-22,23.492,2022-08-31,23.818,21200,6417.03,1.2879%,7,信号
301100,风光股份,2022-08-22,28.719,2022-08-26,24.483,17400,-74179.7,-14.8369%,4,信号
605218,伟时电子,2022-08-22,14.445,2022-08-26,13.051,34600,-48699.37,-9.7388%,4,信号
000698,ST沈化,2022-08-23,5.123,2022-08-29,4.518,44900,-27372.84,-11.8951%,4,信号
002425,凯撒文化,2022-08-23,5.933,2022-08-26,5.597,84200,-28756.83,-5.7536%,3,信号
002538,ST司特,2022-08-24,10.025,2022-08-31,9.355,41200,-27990.46,-6.7735%,5,信号
002658,雪迪龙,2022-08-25,8.554,2022-09-01,7.166,58400,-81510.07,-16.3079%,5,信号
600333,长春燃气,2022-08-25,6.303,2022-08-31,5.867,79300,-35064.09,-7.0116%,4,信号
601928,凤凰传媒,2022-08-25,6.683,2022-09-15,7.246,74800,41594.05,8.3161%,14,信号
603727,博迈科,2022-08-25,13.183,2022-09-02,11.76,37900,-54384.32,-10.8797%,6,信号
000716,黑芝麻,2022-08-26,3.902,2022-09-13,4.598,128100,88581.17,17.7131%,11,信号
002773,康弘药业,2022-08-26,13.497,2022-09-07,13.603,37000,3437.3,0.6880%,8,信号
600482,中国动力,2022-08-26,17.724,2022-08-31,16.237,28200,-42411.68,-8.4813%,3,信号
600785,新华百货,2022-08-26,9.798,2022-09-06,9.438,51000,-18831.04,-3.7666%,7,信号
000507,珠海港,2022-08-29,5.524,2022-09-01,5.488,90500,-3711.59,-0.7421%,3,信号
000686,东北证券,2022-08-29,6.703,2022-08-31,6.557,74500,-11417.87,-2.2852%,2,信号
000802,北京文化,2022-08-29,4.392,2022-09-05,4.658,96600,25207.78,5.9383%,5,信号
002040,南京港,2022-08-29,7.024,2022-09-07,7.416,71100,27413.32,5.4868%,7,信号
002628,成都路桥,2022-08-29,3.679,2022-09-14,4.135,135900,61452.09,12.2854%,11,信号
002418,康盛股份,2022-08-31,3.772,2022-09-05,3.718,132500,-7617.43,-1.5234%,3,信号
002702,海欣食品,2022-08-31,5.843,2022-09-08,5.737,85500,-9540.09,-1.9087%,6,信号
002905,金逸影视,2022-08-31,7.894,2022-09-08,7.636,63300,-16808.05,-3.3620%,6,信号
002910,庄园牧场,2022-08-31,11.624,2022-09-07,11.692,43000,2437.41,0.4874%,5,信号
300257,开山股份,2022-08-31,19.6,2022-09-16,19.18,25500,-11188.89,-2.2376%,11,信号
603089,正裕工业,2022-08-31,9.345,2022-09-02,8.476,53500,-46963.38,-9.3891%,2,信号
603696,安记食品,2022-08-31,9.12,2022-09-13,8.991,28800,-3977.57,-1.5137%,8,信号
002570,贝因美,2022-09-01,5.453,2022-09-09,5.177,91600,-25705.71,-5.1440%,6,信号
002615,哈尔斯,2022-09-01,7.178,2022-09-09,6.991,69600,-13514.1,-2.7038%,6,信号
300785,值得买,2022-09-01,19.912,2022-09-08,18.346,25100,-39789.96,-7.9574%,5,信号
601028,玉龙股份,2022-09-01,22.242,2022-09-15,23.539,14700,18731.01,5.7260%,9,信号
002820,桂发祥,2022-09-02,9.029,2022-09-08,8.29,55300,-41326.7,-8.2732%,4,信号
301025,读客文化,2022-09-02,12.613,2022-09-08,11.901,31700,-22967.1,-5.7412%,4,信号
000014,沙河股份,2022-09-05,8.468,2022-09-21,8.99,52200,26754.7,6.0495%,11,信号
002697,红旗连锁,2022-09-05,4.534,2022-09-08,4.27,110200,-29622.21,-5.9253%,3,信号
603021,ST华鹏,2022-09-06,5.523,2022-09-13,5.367,87100,-14013.52,-2.9118%,4,信号
600678,ST金顶,2022-09-07,6.493,2022-09-19,6.097,77000,-30999.44,-6.1970%,7,信号
000042,中洲控股,2022-09-08,9.323,2022-09-20,9.933,53600,32199.89,6.4407%,7,信号
002566,益盛药业,2022-09-08,8.204,2022-09-19,7.646,60900,-34460.27,-6.8937%,6,信号
601868,中国能建,2022-09-09,2.391,2022-09-19,2.289,209100,-21888.59,-4.3755%,5,信号
000777,中核科技,2022-09-13,11.611,2022-09-19,10.47,43000,-49539.45,-9.9175%,4,信号
300374,中铁装配,2022-09-14,11.966,2022-09-23,12.224,41700,10250.28,2.0532%,7,信号
600272,开开实业,2022-09-14,10.797,2022-09-20,10.517,46300,-13487.84,-2.6967%,4,信号
002094,青岛金王,2022-09-15,4.102,2022-09-26,3.918,121800,-22900.84,-4.5813%,7,信号
603106,恒银科技,2022-09-15,5.603,2022-09-20,5.087,89200,-46445.56,-9.2887%,3,信号
603810,丰山集团,2022-09-15,15.821,2022-09-28,15.695,31600,-4471.91,-0.8940%,9,信号
002489,浙江永强,2022-09-16,3.772,2022-10-10,3.818,132500,5619.33,1.1238%,11,信号
002561,徐家汇,2022-09-16,10.055,2022-09-26,9.415,49700,-32278.67,-6.4559%,6,信号
002789,ST建艺,2022-09-19,15.868,2022-09-23,15.532,31500,-11069.1,-2.2134%,4,信号
600397,江钨装备,2022-09-19,3.222,2022-09-27,3.558,155200,51715.76,10.3381%,6,信号
603269,海鸥股份,2022-09-19,2.812,2022-09-21,2.81,177700,-999.03,-0.1998%,2,信号
000419,通程控股,2022-09-20,5.243,2022-09-26,4.888,95300,-34320.4,-6.8658%,4,信号
002084,海鸥住工,2022-09-21,4.282,2022-09-26,4.088,116700,-23149.78,-4.6302%,3,信号
002542,ST中岩,2022-09-21,3.092,2022-10-10,2.909,161700,-30076.21,-6.0134%,8,信号
000882,华联股份,2022-09-27,1.891,2022-09-30,1.719,264400,-45902.5,-9.1765%,3,信号
002774,快意电梯,2022-09-28,6.333,2022-10-10,5.387,78900,-75090.73,-15.0201%,3,信号
603086,先达股份,2022-10-17,11.549,2022-10-26,11.387,43200,-7470.84,-1.4967%,7,信号
000661,长春高新,2022-10-18,192.205,2022-10-26,177.14,2600,-39648.29,-7.9299%,6,信号
300463,迈克生物,2022-10-18,20.076,2022-10-26,18.937,24900,-28859.41,-5.7702%,6,信号
002462,嘉事堂,2022-10-20,13.017,2022-10-26,11.994,38400,-39744.39,-7.9475%,4,信号
002678,珠江钢琴,2022-10-25,5.433,2022-11-07,5.647,92000,19220.65,3.8437%,9,信号
605368,蓝天燃气,2022-10-26,6.739,2022-11-01,6.34,74100,-30090.46,-6.0225%,4,信号
002972,科安达,2022-10-27,10.926,2022-11-21,12.979,45700,93232.32,18.6618%,17,信号
600876,凯盛新能,2022-10-27,22.501,2022-10-31,20.13,22200,-53116.4,-10.6280%,2,信号
002831,裕同科技,2022-10-28,20.94,2022-11-09,21.148,23800,4448.48,0.8921%,8,信号
600131,国网信通,2022-10-28,14.249,2022-11-25,16.664,35000,83968.03,16.8283%,20,信号
002396,星网锐捷,2022-10-31,14.957,2022-11-11,15.651,33400,22658.27,4.5332%,9,信号
600822,上海物贸,2022-10-31,7.984,2022-11-09,8.066,62600,4629.27,0.9258%,7,信号
601163,三角轮胎,2022-10-31,10.175,2022-11-15,10.495,49100,15188.11,3.0386%,11,信号
002510,天汽模,2022-11-02,4.172,2022-11-15,4.218,119800,4984.88,0.9968%,9,信号
600217,中再资环,2022-11-03,5.112,2022-11-17,5.186,97800,6816.86,1.3629%,10,信号
002044,美年健康,2022-11-04,4.591,2022-11-23,5.316,108900,78418.04,15.6760%,13,信号
600050,中国联通,2022-11-04,3.095,2022-11-10,2.947,161500,-24393.13,-4.8784%,4,信号
600229,城市传媒,2022-11-04,6.06,2022-11-21,6.304,82500,19604.98,3.9194%,11,信号
000779,甘咨询,2022-11-08,9.925,2022-11-28,10.705,50300,38699.32,7.7480%,14,信号
603335,迪生力,2022-11-08,7.244,2022-11-21,7.216,69000,-2377.74,-0.4755%,9,信号
002667,ST威领,2022-11-09,27.094,2022-11-15,24.997,18400,-39046.47,-7.8285%,4,信号
002780,三夫户外,2022-11-09,11.956,2022-11-21,11.724,41800,-10185.83,-2.0371%,8,信号
601566,九牧王,2022-11-10,7.254,2022-11-21,6.997,68900,-18206.83,-3.6412%,7,信号
002015,协鑫能科,2022-11-11,14.737,2022-11-29,13.193,33900,-52813.84,-10.5660%,12,信号
002593,日上集团,2022-11-14,4.492,2022-11-21,3.798,111300,-77719.7,-15.5366%,5,信号
600010,包钢股份,2022-11-14,2.049,2022-11-18,1.947,244000,-25375.03,-5.0729%,4,信号
600243,ST海华,2022-11-14,5.403,2022-11-18,4.538,92500,-80469.47,-16.0939%,4,信号
603738,泰晶科技,2022-11-14,16.652,2022-11-23,16.743,24400,1795.96,0.4418%,7,信号
600095,湘财股份,2022-11-15,7.91,2022-11-24,8.092,63200,10996.68,2.1986%,7,信号
603378,ST亚士,2022-11-15,9.747,2022-11-24,9.817,51200,3094.32,0.6197%,7,信号
603102,百合股份,2022-11-16,39.252,2022-11-23,37.953,12200,-16313.89,-3.4050%,5,信号
300380,安硕信息,2022-11-17,17.729,2022-11-23,16.442,500,-653.54,-7.3685%,4,信号
600906,财达证券,2022-11-17,8.014,2022-11-29,8.116,62300,5848.1,1.1707%,8,信号
301052,果麦文化,2022-11-18,21.346,2022-11-24,18.415,18400,-54293.98,-13.8168%,4,信号
600080,ST金花,2022-11-18,9.987,2022-11-24,8.488,100,-159.92,-15.9334%,4,信号
600100,同方股份,2022-11-18,4.747,2022-11-25,4.493,105300,-27297.98,-5.4580%,5,信号
002979,雷赛智能,2022-11-21,24.028,2022-11-28,20.806,20800,-67492.52,-13.4976%,5,信号
002164,宁波东力,2022-11-22,6.783,2022-12-05,6.807,73700,1209.42,0.2418%,9,信号
002690,美亚光电,2022-11-22,23.644,2022-11-24,22.401,21100,-26713.53,-5.3520%,2,信号
002875,安奈儿,2022-11-22,11.216,2022-12-13,16.912,44500,252843.28,50.6351%,15,信号
002883,ST中设,2022-11-22,12.241,2022-12-02,12.379,40800,5115.51,1.0237%,8,信号
603918,金桥信息,2022-11-22,9.045,2022-11-24,7.586,55200,-80958.0,-16.2076%,2,信号
002953,日丰股份,2022-11-24,9.33,2022-12-01,9.173,53500,-8854.41,-1.7731%,5,信号
600227,赤天化,2022-11-24,3.122,2022-11-28,3.008,160100,-18592.42,-3.7184%,2,信号
601800,中国交建,2022-11-24,7.579,2022-12-12,7.991,65900,26651.94,5.3337%,12,信号
000058,深赛格,2022-11-25,6.127,2022-12-13,7.17,81600,84594.9,16.9116%,12,信号
000862,银星能源,2022-11-25,6.603,2022-12-07,6.497,75700,-8561.67,-1.7119%,8,信号
000927,中国铁物,2022-11-25,2.811,2022-12-12,2.959,177800,25644.1,5.1276%,11,信号
000605,渤海股份,2022-11-29,6.661,2022-12-07,6.445,75000,-16732.95,-3.3476%,6,信号
002948,青岛银行,2022-11-29,3.012,2022-12-08,2.879,166000,-22557.75,-4.5101%,7,信号
