序号,代码,名称,买入日,买入价,卖出日,卖出价,净收益率,毛收益率,持有交易日,卖出原因
1,000001,平安银行,2022-12-12,11.378,2023-02-14,11.636,2.1697%,2.2719%,40,信号
2,000001,平安银行,2024-02-22,8.731,2024-04-15,8.143,-6.8326%,-6.7393%,35,信号
3,000001,平安银行,2024-05-20,9.512,2024-09-10,8.652,-9.1332%,-9.0423%,80,信号
4,000001,平安银行,2024-09-27,10.151,2024-11-26,10.217,0.5477%,0.6484%,37,信号
5,000001,平安银行,2025-06-13,11.09,2025-08-01,11.638,4.8424%,4.9473%,35,信号
6,000001,平安银行,2026-04-28,11.005,2026-05-19,10.465,-5.0084%,-4.9133%,12,信号
7,000001,平安银行,2026-07-30,11.286,2026-08-17,11.1,-1.7433%,-1.6449%,12,区间结束平仓
8,000002,万科Ａ,2022-11-30,18.334,2023-02-07,16.597,-9.5672%,-9.4767%,43,信号
9,000002,万科Ａ,2024-09-27,8.524,2024-11-18,8.786,2.9629%,3.0659%,31,信号
10,000002,万科Ａ,2025-08-26,6.983,2025-10-17,6.387,-8.6357%,-8.5442%,32,信号
11,000004,国华退,2022-01-06,22.111,2022-03-09,19.9,-10.0895%,-9.9995%,39,信号
12,000004,国华退,2022-11-18,9.925,2022-12-20,9.365,-5.7331%,-5.6388%,22,信号
13,000004,国华退,2023-04-20,11.206,2023-08-21,16.632,48.2745%,48.4229%,81,信号
14,000004,国华退,2024-07-23,12.556,2024-07-29,11.124,-11.4920%,-11.4034%,4,止损
15,000004,国华退,2024-09-24,16.668,2024-09-27,14.193,-14.9362%,-14.8511%,3,止损
16,000004,国华退,2024-10-09,17.909,2024-10-11,14.803,-17.4279%,-17.3453%,2,止损
17,000004,国华退,2024-10-15,18.269,2024-11-19,16.882,-7.6876%,-7.5952%,25,信号
18,000004,国华退,2025-08-27,11.296,2025-11-18,11.444,1.2145%,1.3158%,53,信号
19,000005,ST星源,2021-08-31,2.391,2021-09-28,2.129,-11.0567%,-10.9677%,18,止损
20,000005,ST星源,2022-01-13,2.421,2022-01-19,2.119,-12.5717%,-12.4843%,4,信号
21,000005,ST星源,2022-12-06,2.001,2022-12-20,1.799,-10.1798%,-10.0900%,10,止损
22,000005,ST星源,2023-08-16,1.471,2023-12-12,1.239,-15.8148%,-15.7306%,78,止损
23,000006,深振业Ａ,2021-12-22,4.367,2022-01-26,4.093,-6.3730%,-6.2793%,24,信号
24,000006,深振业Ａ,2022-03-29,4.567,2022-04-25,4.093,-10.4750%,-10.3854%,17,信号
25,000006,深振业Ａ,2022-11-29,5.219,2023-03-30,4.954,-5.1745%,-5.0796%,81,信号
26,000006,深振业Ａ,2023-08-14,5.403,2023-09-06,4.718,-12.7673%,-12.6800%,17,止损
27,000006,深振业Ａ,2024-05-20,4.212,2024-05-31,3.768,-10.6302%,-10.5408%,9,止损
28,000006,深振业Ａ,2024-09-04,4.282,2024-12-26,7.716,80.0134%,80.1935%,74,信号
29,000006,深振业Ａ,2025-08-13,7.504,2025-11-20,10.905,45.1760%,45.3213%,65,信号
30,000006,深振业Ａ,2026-05-13,10.635,2026-05-29,9.635,-9.4945%,-9.4039%,12,止损
31,000007,全新好,2021-11-03,4.582,2022-05-06,6.477,41.2020%,41.3433%,121,到期
32,000007,全新好,2022-05-17,7.394,2022-11-14,8.096,9.3886%,9.4980%,121,到期
33,000007,全新好,2024-05-29,4.932,2024-08-06,4.798,-2.8315%,-2.7342%,47,信号
34,000007,全新好,2024-09-24,5.703,2024-12-24,6.707,17.4841%,17.6016%,60,信号
35,000007,全新好,2025-04-28,7.064,2025-07-07,7.386,4.4651%,4.5696%,46,信号
36,000007,全新好,2025-10-31,8.124,2026-01-21,10.895,33.9682%,34.1023%,56,信号
37,000007,全新好,2026-02-27,13.257,2026-04-07,12.424,-6.3761%,-6.2824%,26,信号
38,000007,全新好,2026-05-06,16.418,2026-05-14,13.693,-16.6811%,-16.5978%,6,止损
39,000008,神州高铁,2021-08-30,2.261,2021-10-18,2.209,-2.4078%,-2.3101%,28,信号
40,000008,神州高铁,2021-12-21,2.431,2022-01-26,2.559,5.1393%,5.2445%,25,信号
41,000008,神州高铁,2023-08-21,2.531,2023-08-25,2.319,-8.4836%,-8.3920%,4,信号
42,000008,神州高铁,2024-03-12,3.022,2024-03-14,2.669,-11.7661%,-11.6778%,2,止损
43,000008,神州高铁,2024-08-02,2.361,2024-08-07,2.109,-10.7719%,-10.6826%,3,止损
44,000008,神州高铁,2024-10-09,2.491,2024-10-16,2.209,-11.4223%,-11.3337%,5,止损
45,000008,神州高铁,2024-11-06,2.831,2024-11-18,2.539,-10.4267%,-10.3371%,8,止损
46,000008,神州高铁,2024-12-06,4.082,2024-12-10,3.368,-17.5670%,-17.4845%,2,止损
47,000008,神州高铁,2025-04-11,2.991,2025-04-21,2.689,-10.2132%,-10.1234%,6,止损
48,000008,神州高铁,2025-08-12,2.921,2025-12-10,2.969,1.5091%,1.6107%,80,信号
49,000009,中国宝安,2021-08-25,28.679,2021-09-02,24.693,-13.9870%,-13.9009%,6,止损
50,000009,中国宝安,2022-06-07,13.632,2022-07-12,12.439,-8.8431%,-8.7518%,25,信号
51,000009,中国宝安,2022-08-10,15.553,2022-09-16,13.143,-15.5759%,-15.4914%,26,止损
52,000009,中国宝安,2023-11-08,11.041,2024-01-23,10.999,-0.4711%,-0.3715%,53,信号
53,000009,中国宝安,2024-09-30,9.065,2024-11-27,9.225,1.6728%,1.7746%,37,信号
54,000009,中国宝安,2025-06-24,8.514,2025-11-24,10.195,19.6195%,19.7392%,103,信号
55,000009,中国宝安,2026-08-13,8.334,2026-08-17,7.79,-6.6228%,-6.5293%,2,区间结束平仓
56,000010,ST美丽,2021-10-13,4.092,2021-12-27,3.728,-8.9842%,-8.8931%,53,信号
57,000010,ST美丽,2022-06-07,4.182,2022-07-06,3.768,-9.9888%,-9.8988%,21,信号
58,000010,ST美丽,2022-12-12,3.752,2023-01-12,3.448,-8.1838%,-8.0920%,22,信号
59,000010,ST美丽,2023-07-26,2.721,2023-11-28,3.408,25.1171%,25.2423%,83,信号
60,000010,ST美丽,2024-09-30,2.061,2025-01-06,2.589,25.4769%,25.6025%,64,信号
61,000010,ST美丽,2025-06-10,3.292,2025-06-20,2.959,-10.2102%,-10.1203%,8,止损
62,000010,ST美丽,2025-07-14,3.982,2025-07-17,3.398,-14.7436%,-14.6582%,3,止损
63,000010,ST美丽,2025-08-11,4.642,2025-10-10,4.128,-11.1692%,-11.0803%,38,止损
64,000010,ST美丽,2026-02-27,4.072,2026-04-02,3.778,-7.3109%,-7.2181%,24,信号
65,000011,深物业A,2022-03-31,10.802,2022-04-26,8.863,-18.0394%,-17.9574%,16,止损
66,000011,深物业A,2022-11-30,11.283,2023-01-12,10.222,-9.4922%,-9.4016%,30,信号
67,000011,深物业A,2023-07-27,9.683,2023-08-25,9.483,-2.1591%,-2.0612%,21,信号
68,000011,深物业A,2023-08-30,11.364,2023-09-06,9.723,-14.5223%,-14.4367%,5,止损
69,000011,深物业A,2024-05-20,8.972,2024-05-29,8.084,-9.9929%,-9.9028%,7,止损
70,000011,深物业A,2024-08-12,9.335,2024-08-14,7.866,-15.8170%,-15.7328%,2,止损
71,000011,深物业A,2024-10-08,10.675,2024-10-10,8.636,-19.1871%,-19.1062%,2,止损
72,000011,深物业A,2025-07-11,9.005,2025-11-20,9.835,9.1149%,9.2241%,88,信号
73,000012,南玻Ａ,2022-06-24,6.975,2022-07-18,6.029,-13.6554%,-13.5690%,16,止损
74,000012,南玻Ａ,2022-09-15,7.866,2022-09-19,6.669,-15.3057%,-15.2209%,2,止损
75,000012,南玻Ａ,2024-01-17,5.345,2024-01-23,4.93,-7.8595%,-7.7673%,4,信号
76,000012,南玻Ａ,2024-02-08,5.475,2024-03-26,5.149,-6.0361%,-5.9421%,27,信号
77,000012,南玻Ａ,2024-05-21,5.565,2024-06-04,5.169,-7.1977%,-7.1048%,10,信号
78,000012,南玻Ａ,2024-09-30,5.475,2024-11-25,5.239,-4.3946%,-4.2990%,35,信号
79,000012,南玻Ａ,2025-07-11,4.814,2025-09-04,4.639,-3.7463%,-3.6500%,39,信号
80,000012,南玻Ａ,2026-02-26,5.164,2026-03-20,4.659,-9.8685%,-9.7783%,16,止损
81,000012,南玻Ａ,2026-07-01,5.044,2026-07-08,4.219,-16.4339%,-16.3503%,5,止损
82,000014,沙河股份,2021-12-21,6.292,2022-06-24,8.51,35.1087%,35.2439%,121,到期
83,000014,沙河股份,2022-09-15,9.579,2022-09-26,8.54,-10.9366%,-10.8475%,7,止损
84,000014,沙河股份,2022-12-01,10.469,2022-12-21,9.049,-13.6477%,-13.5613%,14,止损
85,000014,沙河股份,2023-05-08,10.109,2023-09-11,12.758,26.0738%,26.1999%,88,信号
86,000014,沙河股份,2024-01-29,14.381,2024-01-31,12.548,-12.8363%,-12.7490%,2,止损
87,000014,沙河股份,2024-09-27,10.025,2024-12-26,11.074,10.3579%,10.4683%,59,信号
88,000014,沙河股份,2025-05-20,12.006,2025-11-05,17.091,42.2152%,42.3576%,114,信号
89,000016,ST康佳A,2022-01-05,6.723,2022-01-20,6.217,-7.6254%,-7.5330%,11,信号
90,000016,ST康佳A,2022-06-16,6.053,2022-07-15,5.517,-8.9427%,-8.8515%,21,信号
91,000016,ST康佳A,2023-03-27,5.083,2023-04-26,4.708,-7.4687%,-7.3761%,21,信号
92,000016,ST康佳A,2024-08-05,3.372,2024-08-07,2.499,-25.9643%,-25.8902%,2,止损
93,000016,ST康佳A,2024-10-09,3.602,2024-10-11,3.188,-11.5660%,-11.4775%,2,止损
94,000016,ST康佳A,2024-10-22,4.162,2025-02-05,4.498,7.9569%,8.0650%,59,信号
95,000016,ST康佳A,2025-08-12,5.403,2025-09-29,5.177,-4.2658%,-4.1700%,34,信号
96,000017,深中华A,2022-02-28,3.732,2022-03-16,3.348,-10.3671%,-10.2774%,12,止损
97,000017,深中华A,2022-06-17,4.042,2022-07-18,4.028,-0.4469%,-0.3472%,21,信号
98,000017,深中华A,2022-12-08,5.043,2022-12-26,4.548,-9.9026%,-9.8125%,12,止损
99,000017,深中华A,2023-07-11,4.552,2023-08-10,4.518,-0.8578%,-0.7586%,22,信号
100,000017,深中华A,2024-01-10,5.163,2024-03-28,8.466,63.8193%,63.9832%,50,信号
101,000017,深中华A,2024-10-09,6.803,2024-10-11,6.047,-11.2072%,-11.1183%,2,止损
102,000017,深中华A,2024-12-13,7.504,2024-12-24,6.327,-15.7687%,-15.6844%,7,止损
103,000017,深中华A,2025-05-23,6.833,2025-06-20,6.417,-6.1908%,-6.0969%,19,信号
104,000017,深中华A,2025-09-10,7.304,2025-09-29,6.547,-10.4533%,-10.3637%,13,止损
105,000017,深中华A,2025-11-20,7.844,2026-02-03,7.256,-7.5830%,-7.4905%,51,信号
106,000019,深粮控股,2022-03-22,7.694,2022-03-24,6.747,-12.3991%,-12.3114%,2,止损
107,000019,深粮控股,2022-03-30,8.134,2022-04-06,7.056,-13.3347%,-13.2479%,3,止损
108,000019,深粮控股,2022-12-07,7.244,2022-12-30,6.677,-7.9192%,-7.8270%,17,信号
109,000019,深粮控股,2023-02-24,7.874,2023-03-28,7.086,-10.0911%,-10.0011%,22,止损
110,000019,深粮控股,2023-07-17,7.244,2023-08-22,6.887,-5.0244%,-4.9294%,26,信号
111,000019,深粮控股,2023-11-28,7.034,2024-01-19,6.607,-6.1623%,-6.0684%,37,信号
112,000019,深粮控股,2024-09-05,5.923,2024-12-24,6.307,6.3748%,6.4813%,71,信号
113,000019,深粮控股,2025-04-08,6.483,2025-09-04,6.577,1.3403%,1.4417%,103,信号
114,000019,深粮控股,2025-10-24,7.214,2025-12-15,6.697,-7.2592%,-7.1664%,36,信号
115,000019,深粮控股,2026-04-14,8.034,2026-05-13,7.156,-11.0125%,-10.9235%,18,止损
116,000020,深华发Ａ,2022-01-07,9.505,2022-01-26,8.836,-7.1333%,-7.0404%,13,信号
117,000020,深华发Ａ,2022-02-21,11.816,2022-02-25,10.165,-14.0586%,-13.9726%,4,止损
118,000020,深华发Ａ,2022-06-22,9.515,2022-07-18,8.836,-7.2310%,-7.1381%,18,信号
119,000020,深华发Ａ,2023-06-14,11.226,2023-06-29,10.405,-7.4047%,-7.3120%,9,信号
120,000020,深华发Ａ,2023-07-05,12.726,2023-08-17,11.574,-9.1442%,-9.0533%,31,信号
121,000020,深华发Ａ,2023-11-06,12.666,2023-12-06,12.444,-1.8553%,-1.7571%,22,信号
122,000020,深华发Ａ,2024-01-16,13.857,2024-02-08,11.124,-19.7996%,-19.7193%,17,止损
123,000020,深华发Ａ,2024-08-23,10.205,2024-12-24,13.253,29.7402%,29.8701%,80,信号
124,000020,深华发Ａ,2025-06-19,15.928,2025-06-23,13.253,-16.8750%,-16.7918%,2,止损
125,000020,深华发Ａ,2025-09-29,15.228,2025-12-16,14.703,-3.5440%,-3.4475%,50,信号
126,000020,深华发Ａ,2026-03-23,25.673,2026-03-25,17.771,-30.8477%,-30.7785%,2,止损
127,000021,深科技,2021-12-20,15.988,2022-01-10,14.753,-7.8191%,-7.7269%,14,信号
128,000021,深科技,2022-06-29,11.156,2022-07-13,10.085,-9.6876%,-9.5972%,10,止损
129,000021,深科技,2022-08-08,12.036,2022-09-15,11.124,-7.6662%,-7.5738%,27,信号
130,000021,深科技,2023-02-13,12.086,2023-06-27,17.401,43.8345%,43.9785%,90,信号
131,000021,深科技,2024-06-18,15.618,2024-06-26,13.753,-12.0275%,-11.9395%,6,止损
132,000021,深科技,2024-10-08,17.779,2024-10-14,15.312,-13.9596%,-13.8735%,4,止损
133,000021,深科技,2024-10-28,19.6,2024-11-26,18.581,-5.2943%,-5.1995%,21,信号
134,000021,深科技,2025-08-13,19.19,2025-11-17,24.568,27.8982%,28.0262%,62,信号
135,000021,深科技,2026-01-20,30.795,2026-02-06,26.787,-13.1045%,-13.0175%,13,止损
136,000021,深科技,2026-02-25,33.457,2026-03-24,28.386,-15.2415%,-15.1567%,19,止损
137,000021,深科技,2026-05-19,36.828,2026-07-20,39.93,8.3134%,8.4218%,43,信号
138,000023,ST深天,2022-04-06,15.007,2022-04-12,12.644,-15.8352%,-15.7510%,4,止损
139,000023,ST深天,2022-11-08,12.006,2022-12-23,12.614,4.9565%,5.0616%,33,信号
140,000025,特力Ａ,2021-12-22,15.214,2022-01-21,14.009,-8.0100%,-7.9180%,21,信号
141,000025,特力Ａ,2022-05-31,19.426,2022-07-26,22.12,13.7555%,13.8694%,39,信号
142,000025,特力Ａ,2024-09-27,14.697,2025-01-02,16.292,10.7381%,10.8489%,63,信号
143,000025,特力Ａ,2025-04-01,17.839,2025-04-09,14.613,-18.1672%,-18.0853%,5,止损
144,000025,特力Ａ,2025-04-21,20.14,2025-04-24,17.341,-13.9825%,-13.8964%,3,止损
145,000025,特力Ａ,2025-09-09,18.609,2025-12-12,17.771,-4.5996%,-4.5041%,62,信号
146,000026,飞亚达,2022-11-21,9.425,2023-03-21,10.015,6.1569%,6.2631%,80,信号
147,000026,飞亚达,2023-05-11,10.935,2023-08-08,10.855,-0.8390%,-0.7397%,61,信号
148,000026,飞亚达,2023-11-13,11.296,2023-12-21,10.405,-7.9788%,-7.8867%,28,信号
149,000026,飞亚达,2024-09-27,9.075,2024-11-25,9.545,5.0818%,5.1869%,36,信号
150,000026,飞亚达,2024-12-16,11.026,2025-01-02,9.845,-10.7957%,-10.7064%,12,止损
151,000026,飞亚达,2025-03-20,10.825,2025-04-08,9.345,-13.7586%,-13.6723%,12,止损
152,000026,飞亚达,2025-05-12,11.546,2025-06-18,11.574,0.1461%,0.2463%,26,信号
153,000026,飞亚达,2025-07-01,17.289,2025-09-05,16.152,-6.6684%,-6.5750%,48,信号
154,000026,飞亚达,2026-04-16,17.389,2026-06-29,19.67,13.0073%,13.1204%,48,信号
155,000027,深圳能源,2022-07-05,6.013,2022-08-03,5.507,-8.5027%,-8.4111%,21,信号
156,000027,深圳能源,2023-01-03,5.583,2023-03-29,5.537,-0.9152%,-0.8161%,56,信号
157,000027,深圳能源,2023-05-05,6.013,2023-06-15,5.867,-2.5246%,-2.4271%,29,信号
158,000027,深圳能源,2023-07-14,6.503,2023-09-08,5.867,-9.8728%,-9.7826%,40,信号
159,000027,深圳能源,2024-01-02,5.843,2024-01-23,5.417,-7.3772%,-7.2845%,15,信号
160,000027,深圳能源,2024-02-19,6.133,2024-07-18,6.467,5.3356%,5.4410%,102,信号
161,000027,深圳能源,2024-10-09,7.304,2024-10-15,6.487,-11.2735%,-11.1848%,4,止损
162,000027,深圳能源,2025-05-12,6.293,2025-09-04,6.257,-0.6758%,-0.5764%,82,信号
163,000027,深圳能源,2025-10-24,7.524,2025-11-18,6.737,-10.5514%,-10.4619%,17,止损
164,000027,深圳能源,2026-03-12,7.104,2026-04-02,6.737,-5.2601%,-5.1653%,15,信号
165,000028,国药一致,2022-01-04,23.746,2022-01-26,20.857,-12.2554%,-12.1676%,16,止损
166,000028,国药一致,2022-10-17,19.415,2022-12-26,21.625,11.2742%,11.3856%,50,信号
167,000028,国药一致,2023-03-08,26.621,2023-06-13,36.626,37.4428%,37.5803%,65,信号
168,000028,国药一致,2024-02-21,27.403,2024-03-21,26.231,-4.3720%,-4.2763%,21,信号
169,000028,国药一致,2024-04-16,28.267,2024-06-14,30.292,7.0557%,7.1628%,39,信号
170,000028,国药一致,2025-09-19,23.861,2025-11-24,22.029,-7.7699%,-7.6776%,40,信号
171,000028,国药一致,2026-01-27,23.725,2026-03-05,22.52,-5.1745%,-5.0796%,21,信号
172,000029,深深房Ａ,2021-12-20,7.42,2022-01-26,7.242,-2.4876%,-2.3900%,26,信号
173,000029,深深房Ａ,2022-03-31,8.32,2022-04-26,7.222,-13.2809%,-13.1941%,16,止损
174,000029,深深房Ａ,2022-06-30,11.622,2022-07-18,9.839,-15.4242%,-15.3395%,12,止损
175,000029,深深房Ａ,2022-11-08,10.009,2023-02-16,11.958,19.3532%,19.4726%,66,信号
176,000029,深深房Ａ,2023-08-14,11.941,2023-09-11,11.339,-5.1334%,-5.0385%,20,信号
177,000029,深深房Ａ,2023-11-23,12.661,2023-12-19,11.919,-5.9568%,-5.8627%,18,信号
178,000029,深深房Ａ,2024-05-20,12.441,2024-06-07,11.149,-10.4728%,-10.3832%,14,止损
179,000029,深深房Ａ,2024-09-19,11.671,2024-11-25,15.117,29.4023%,29.5318%,42,信号
180,000029,深深房Ａ,2025-05-12,16.803,2025-11-06,29.05,72.7116%,72.8845%,121,到期
181,000029,深深房Ａ,2026-05-12,24.467,2026-07-03,21.719,-11.3205%,-11.2317%,37,止损
182,000030,富奥股份,2021-11-22,6.305,2022-01-21,5.769,-8.5930%,-8.5016%,43,信号
183,000030,富奥股份,2022-06-23,4.948,2022-08-25,4.384,-11.4995%,-11.4109%,45,止损
184,000030,富奥股份,2023-02-02,4.288,2023-03-14,4.074,-5.0897%,-4.9947%,28,信号
185,000030,富奥股份,2023-06-13,4.258,2023-08-14,4.671,9.5785%,9.6882%,42,信号
186,000030,富奥股份,2023-10-30,5.066,2023-12-20,4.991,-1.5796%,-1.4811%,37,信号
187,000030,富奥股份,2024-04-30,5.256,2024-06-04,5.03,-4.3795%,-4.2838%,22,信号
188,000030,富奥股份,2024-10-09,5.263,2024-10-16,4.638,-11.9633%,-11.8752%,5,止损
189,000030,富奥股份,2025-02-27,5.543,2025-04-08,4.868,-12.2695%,-12.1817%,27,止损
190,000030,富奥股份,2025-05-22,6.083,2025-06-16,5.607,-7.9146%,-7.8225%,16,信号
191,000031,大悦城,2021-12-22,4.062,2021-12-27,3.658,-10.0324%,-9.9423%,3,止损
192,000031,大悦城,2022-02-22,4.202,2022-03-16,3.528,-16.1203%,-16.0364%,16,止损
193,000031,大悦城,2022-03-31,4.622,2022-04-22,3.928,-15.1050%,-15.0201%,14,止损
194,000031,大悦城,2022-11-30,4.202,2022-12-21,3.758,-10.6551%,-10.5657%,15,止损
195,000031,大悦城,2023-04-12,4.052,2023-04-26,3.638,-10.3031%,-10.2133%,10,信号
196,000031,大悦城,2023-07-27,4.202,2023-08-24,4.088,-2.8136%,-2.7164%,20,信号
197,000031,大悦城,2024-05-20,3.062,2024-05-29,2.739,-10.6364%,-10.5470%,7,止损
198,000031,大悦城,2024-09-25,2.651,2024-11-25,3.058,15.2410%,15.3563%,38,信号
199,000031,大悦城,2024-12-16,4.022,2024-12-18,3.548,-11.8680%,-11.7798%,2,止损
200,000031,大悦城,2025-07-11,2.981,2025-10-31,3.038,1.8096%,1.9115%,74,信号
201,000031,大悦城,2026-01-30,3.792,2026-03-05,3.348,-11.7861%,-11.6978%,18,止损
202,000032,深桑达Ａ,2021-12-02,20.075,2022-03-09,20.155,0.2976%,0.3979%,63,信号
203,000032,深桑达Ａ,2022-10-28,18.624,2022-12-21,21.154,13.4714%,13.5850%,38,信号
204,000032,深桑达Ａ,2023-03-14,32.321,2023-04-27,29.92,-7.5215%,-7.4289%,31,信号
205,000032,深桑达Ａ,2024-09-30,16.863,2024-12-18,17.456,3.4120%,3.5155%,52,信号
206,000032,深桑达Ａ,2025-02-14,22.866,2025-03-24,23.523,2.7695%,2.8724%,26,信号
207,000032,深桑达Ａ,2025-08-04,24.757,2025-09-03,23.163,-6.5319%,-6.4383%,22,信号
208,000032,深桑达Ａ,2026-01-13,22.996,2026-01-22,20.665,-10.2298%,-10.1399%,7,止损
209,000032,深桑达Ａ,2026-06-17,23.222,2026-07-14,20.12,-13.4435%,-13.3568%,18,止损
210,000034,神州数码,2021-12-23,11.103,2022-02-07,10.0,-10.0207%,-9.9306%,26,止损
211,000034,神州数码,2022-06-09,10.499,2022-09-01,11.381,8.2928%,8.4012%,60,信号
212,000034,神州数码,2022-10-14,15.188,2022-12-01,15.351,0.9770%,1.0781%,34,信号
213,000034,神州数码,2023-02-16,19.719,2023-02-20,16.308,-17.3809%,-17.2982%,2,止损
214,000034,神州数码,2023-03-23,20.133,2023-04-27,17.592,-12.7077%,-12.6203%,24,止损
215,000034,神州数码,2023-08-31,22.637,2023-09-07,20.266,-10.5654%,-10.4759%,5,止损
216,000034,神州数码,2023-11-09,23.288,2023-12-18,21.401,-8.1921%,-8.1002%,27,信号
217,000034,神州数码,2024-03-05,23.174,2024-04-01,20.595,-11.2174%,-11.1285%,19,止损
218,000034,神州数码,2024-09-04,17.932,2025-01-06,22.034,22.7526%,22.8754%,80,信号
219,000034,神州数码,2025-02-10,30.381,2025-03-24,32.029,5.3183%,5.4237%,30,信号
220,000034,神州数码,2025-08-19,31.628,2025-10-14,29.176,-7.8430%,-7.7508%,34,信号
221,000034,神州数码,2026-05-12,30.106,2026-05-28,25.987,-13.7681%,-13.6818%,12,止损
222,000035,中国天楹,2021-09-24,5.355,2021-10-14,4.63,-13.6259%,-13.5394%,9,止损
223,000035,中国天楹,2021-11-15,5.875,2021-12-01,5.279,-10.2274%,-10.1376%,12,止损
224,000035,中国天楹,2022-07-28,6.01,2022-09-01,5.694,-5.3502%,-5.2554%,25,信号
225,000035,中国天楹,2022-12-12,5.81,2022-12-22,5.274,-9.3085%,-9.2177%,8,止损
226,000035,中国天楹,2023-07-28,5.03,2023-11-20,5.514,9.5281%,9.6377%,75,信号
227,000035,中国天楹,2024-04-30,4.749,2024-06-28,4.395,-7.5582%,-7.4657%,39,信号
228,000035,中国天楹,2024-10-08,5.519,2024-10-10,4.704,-14.8550%,-14.7698%,2,止损
229,000035,中国天楹,2024-11-11,5.429,2024-11-26,4.884,-10.1320%,-10.0421%,11,止损
230,000035,中国天楹,2025-08-21,4.482,2025-11-24,5.737,27.8690%,27.9969%,61,信号
231,000035,中国天楹,2026-03-02,7.714,2026-03-24,7.046,-8.7430%,-8.6517%,16,止损
232,000036,华联控股,2021-11-22,4.81,2021-12-14,4.326,-10.1632%,-10.0733%,16,止损
233,000036,华联控股,2022-09-27,4.148,2022-10-25,3.684,-11.2727%,-11.1839%,15,止损
234,000036,华联控股,2023-04-18,4.138,2023-05-24,3.864,-6.7148%,-6.6215%,23,信号
235,000036,华联控股,2023-08-01,4.452,2023-08-22,4.098,-8.0493%,-7.9573%,15,信号
236,000036,华联控股,2024-05-14,3.302,2024-06-25,2.959,-10.4823%,-10.3927%,29,止损
237,000036,华联控股,2024-09-26,3.272,2024-12-17,4.788,46.1905%,46.3368%,53,信号
238,000036,华联控股,2025-08-13,3.962,2025-10-17,4.078,2.8244%,2.9273%,41,信号
239,000036,华联控股,2025-11-18,5.443,2025-11-20,4.588,-15.7936%,-15.7093%,2,止损
240,000036,华联控股,2025-12-24,6.743,2026-01-21,5.607,-16.9319%,-16.8488%,18,止损
241,000036,华联控股,2026-05-12,6.363,2026-05-18,5.677,-10.8703%,-10.7811%,4,止损
242,000037,深南电A,2021-09-09,8.932,2021-09-30,8.064,-9.8132%,-9.7229%,13,止损
243,000037,深南电A,2021-10-11,8.932,2021-10-18,7.744,-13.3903%,-13.3036%,5,止损
244,000037,深南电A,2022-05-19,7.472,2022-05-30,6.745,-9.8217%,-9.7314%,7,止损
245,000037,深南电A,2022-06-21,8.872,2022-07-18,7.564,-14.8300%,-14.7447%,19,止损
246,000037,深南电A,2023-06-05,8.752,2023-07-27,10.773,22.9591%,23.0822%,36,信号
247,000037,深南电A,2024-01-18,9.153,2024-02-06,6.845,-25.2917%,-25.2169%,13,止损
248,000037,深南电A,2024-06-14,10.973,2024-06-21,9.283,-15.4865%,-15.4019%,5,止损
249,000037,深南电A,2024-10-08,9.463,2024-10-10,7.924,-16.3443%,-16.2606%,2,止损
250,000037,深南电A,2024-11-07,9.743,2024-12-18,8.654,-11.2682%,-11.1794%,29,止损
251,000037,深南电A,2025-05-30,9.773,2025-06-23,8.274,-15.4232%,-15.3386%,15,止损
252,000037,深南电A,2025-07-08,10.543,2025-07-16,9.543,-9.5756%,-9.4851%,6,止损
253,000037,深南电A,2025-11-11,10.373,2025-11-19,9.253,-10.8845%,-10.7953%,6,止损
254,000037,深南电A,2026-02-27,9.883,2026-05-21,9.783,-1.1091%,-1.0102%,55,信号
255,000038,大通退,2022-01-25,9.705,2022-02-25,8.766,-9.7683%,-9.6780%,18,止损
256,000038,大通退,2022-08-09,5.373,2022-08-30,4.798,-10.7931%,-10.7039%,15,止损
257,000038,大通退,2022-11-23,5.103,2022-12-12,4.608,-9.7885%,-9.6982%,13,信号
258,000039,中集集团,2021-09-06,12.531,2021-09-29,11.119,-11.3551%,-11.2664%,15,止损
259,000039,中集集团,2023-02-14,7.216,2023-03-29,6.849,-5.1815%,-5.0866%,31,信号
260,000039,中集集团,2023-08-01,6.825,2023-09-11,6.529,-4.4423%,-4.3467%,29,信号
261,000039,中集集团,2023-11-16,7.066,2024-05-21,9.077,28.3468%,28.4753%,121,到期
262,000039,中集集团,2024-06-05,10.037,2024-06-27,8.958,-10.8444%,-10.7552%,15,止损
263,000039,中集集团,2024-10-08,9.529,2024-10-10,8.28,-13.1935%,-13.1067%,2,止损
264,000039,中集集团,2025-03-17,8.788,2025-04-08,7.02,-20.1962%,-20.1164%,15,止损
265,000039,中集集团,2025-11-17,9.143,2025-11-24,8.074,-11.7766%,-11.6883%,5,止损
266,000039,中集集团,2025-12-09,9.343,2026-03-23,10.483,12.0908%,12.2030%,66,信号
267,000040,ST旭蓝,2021-08-31,3.702,2021-10-13,3.568,-3.7063%,-3.6100%,24,信号
268,000040,ST旭蓝,2022-07-14,3.562,2022-09-19,3.968,11.2940%,11.4054%,46,信号
269,000040,ST旭蓝,2023-01-09,4.672,2023-01-13,4.258,-8.9617%,-8.8706%,4,止损
270,000040,ST旭蓝,2023-05-25,4.352,2023-06-07,4.008,-8.0003%,-7.9082%,9,信号
271,000040,ST旭蓝,2024-11-07,1.501,2024-12-18,1.329,-11.5105%,-11.4220%,29,止损
