买入日,代码,名称,开盘净收益,开盘毛收益,收盘净收益,最高毛收益,信号日成交额
2025-04-30,002045,国光电器,0.7860%,0.9870%,4.3778%,4.6528%,436026295
2025-04-30,002048,宁波华翔,0.4254%,0.6260%,1.6761%,1.8779%,1033878447
2025-04-30,002052,同洲电子,2.5092%,2.7119%,-5.1667%,4.8588%,342267114
2025-04-30,002249,大洋电机,0.4143%,0.6148%,1.9498%,2.6130%,770402856
2025-04-30,002292,奥飞娱乐,-0.6474%,-0.4479%,1.1425%,2.1277%,821517304
2025-04-30,002335,科华数据,3.0072%,3.2103%,4.6710%,5.2793%,1159495173
2025-04-30,002402,和而泰,0.5708%,0.7716%,2.1638%,3.0348%,1037823679
2025-04-30,002527,新时达,0.6308%,0.8316%,5.6847%,9.8406%,635763189
2025-04-30,002649,博彦科技,1.9770%,2.1792%,5.3980%,5.9927%,355227543
2025-04-30,002757,南兴股份,0.0771%,0.2773%,2.4042%,2.8841%,428992580
2025-04-30,002896,中大力德,-0.2000%,0.0000%,0.8469%,1.9855%,925270723
2025-04-30,300010,ST豆神,3.9917%,4.1958%,7.9038%,10.2098%,707721048
2025-04-30,300042,朗科科技,1.0378%,1.2390%,3.9126%,5.3157%,424466773
2025-04-30,300217,东方电热,1.9568%,2.1589%,8.4270%,10.1468%,334144143
2025-04-30,300248,新开普,1.0506%,1.2518%,5.6116%,5.8174%,387713250
2025-04-30,300276,三丰智能,1.0457%,1.2469%,3.5370%,3.8238%,874370198
2025-04-30,300378,鼎捷数智,1.5491%,1.7508%,1.8937%,3.7404%,701679727
2025-04-30,300469,信息发展,0.4302%,0.6308%,-3.4709%,1.4419%,449043805
2025-04-30,300493,润欣科技,0.8540%,1.0550%,5.0698%,5.7272%,606117600
2025-04-30,300547,川环科技,3.2882%,3.4917%,5.2956%,5.6657%,357474746
2025-04-30,300634,彩讯股份,0.8359%,1.0368%,2.9473%,3.4695%,557184147
2025-04-30,300638,广和通,4.7472%,4.9521%,12.9924%,14.8160%,1027577741
2025-04-30,300657,弘信电子,0.7603%,0.9612%,4.7858%,5.1017%,922558942
2025-04-30,300718,长盛轴承,-0.0236%,0.1766%,1.9167%,2.5980%,1507326985
2025-04-30,301368,丰立智能,1.2979%,1.4994%,1.8439%,2.4242%,524781508
2025-04-30,600590,泰豪科技,3.3652%,3.5687%,6.7143%,9.6247%,650271419
2025-04-30,603005,晶方科技,-0.0244%,0.1758%,3.8739%,4.6052%,963033371
2025-04-30,603108,润达医疗,0.8493%,1.0503%,4.6045%,4.9751%,635993719
2025-04-30,603118,共进股份,1.0037%,1.2048%,4.9428%,5.3669%,363572372
2025-04-30,603319,美湖股份,1.4029%,1.6045%,1.4287%,3.6285%,838027637
2025-04-30,603496,恒为科技,3.0613%,3.2645%,5.8903%,7.8663%,408649223
2025-04-30,603583,捷昌驱动,-0.0582%,0.1419%,1.0520%,3.6652%,948530798
2025-04-30,603662,柯力传感,0.9726%,1.1737%,1.1359%,1.9314%,965401701
2025-04-30,605488,福莱新材,-1.2032%,-1.0043%,1.1054%,2.6989%,562770176
2025-04-30,688158,优刻得-W,1.1777%,1.3790%,3.5330%,4.4039%,838093135
2025-04-30,688320,禾川科技,0.9867%,1.1879%,3.7776%,6.6872%,395257431
2025-05-06,000409,云鼎科技,1.8831%,2.0851%,-0.1132%,2.4327%,438374286
2025-05-06,000818,航锦科技,2.5773%,2.7800%,0.1968%,3.1771%,1257863323
2025-05-06,000833,粤桂股份,0.6341%,0.8349%,-1.0340%,1.2523%,308797978
2025-05-06,001298,好上好,-0.2000%,0.0000%,-2.7379%,0.3514%,274344849
2025-05-06,002045,国光电器,2.1570%,2.3593%,-0.4020%,2.3593%,419686176
2025-05-06,002046,国机精工,0.5098%,0.7104%,1.6066%,3.4229%,456592945
2025-05-06,002093,国脉科技,2.6737%,2.8766%,-1.3320%,2.9637%,759864247
2025-05-06,002123,梦网科技,0.9811%,1.1822%,-0.8252%,1.6690%,961620702
2025-05-06,002167,东方锆业,0.8801%,1.0811%,-1.0640%,1.4054%,501650728
2025-05-06,002170,芭田股份,0.7892%,0.9901%,0.6793%,1.9802%,362828879
2025-05-06,002189,中光学,-0.1498%,0.0502%,0.5018%,3.3618%,370234018
2025-05-06,002277,友阿股份,0.5143%,0.7149%,-1.2713%,1.2511%,399287812
2025-05-06,002279,久其软件,0.5411%,0.7418%,-1.2375%,1.6320%,430286567
2025-05-06,002400,省广集团,1.3929%,1.5945%,-1.1291%,2.1260%,694595340
2025-05-06,002436,兴森科技,0.3438%,0.5443%,0.8876%,1.7885%,1710369045
2025-05-06,002526,山东矿机,1.3816%,1.5831%,0.5908%,1.5831%,414073790
2025-05-06,002580,圣阳股份,1.2421%,1.4435%,-1.0812%,1.6038%,501760141
2025-05-06,002681,奋达科技,1.5503%,1.7520%,-1.2770%,2.5606%,674803630
2025-05-06,002792,通宇通讯,1.2015%,1.4028%,-0.4669%,1.8704%,358865936
2025-05-06,002897,意华股份,-0.0807%,0.1193%,-2.0120%,0.3580%,523413576
2025-05-06,300019,硅宝科技,1.0502%,1.2514%,-1.1783%,1.4146%,375812816
2025-05-06,300042,朗科科技,1.0656%,1.2668%,-1.5038%,2.6104%,407608932
2025-05-06,300046,台基股份,1.5660%,1.7677%,-1.1460%,2.1149%,414353380
2025-05-06,300063,天龙集团,1.5651%,1.7668%,-0.7883%,2.7091%,266683266
2025-05-06,300067,安诺其,1.0785%,1.2797%,-0.7478%,1.8282%,399506632
2025-05-06,300077,国民技术,1.6908%,1.8926%,-2.1293%,2.3561%,1225121378
2025-05-06,300113,顺网科技,1.1069%,1.3081%,-2.0818%,1.5698%,486368454
2025-05-06,300199,翰宇药业,-0.5468%,-0.3472%,2.5751%,5.4861%,682400396
2025-05-06,300258,精锻科技,-0.2000%,0.0000%,-0.7099%,1.6774%,662737146
2025-05-06,300276,三丰智能,1.0008%,1.2019%,-0.8403%,1.9231%,1044677130
2025-05-06,300348,长亮科技,2.8123%,3.0152%,-1.1789%,4.5228%,494312071
2025-05-06,300364,中文在线,-0.2441%,-0.0442%,-1.7464%,1.7249%,1035459119
2025-05-06,300380,安硕信息,6.3864%,6.5930%,-0.3004%,8.8241%,536559015
2025-05-06,300409,道氏技术,1.1504%,1.3517%,-0.4842%,2.2055%,496027447
2025-05-06,300459,汤姆猫,0.1785%,0.3788%,-0.9568%,1.8939%,909384313
2025-05-06,300634,彩讯股份,1.0746%,1.2758%,-2.0152%,1.3918%,596441798
2025-05-06,300657,弘信电子,1.9106%,2.1127%,-1.5015%,2.1127%,1049661176
2025-05-06,300666,江丰电子,0.6048%,0.8056%,-1.3942%,1.9490%,979939520
2025-05-06,301171,易点天下,0.7792%,0.9801%,-1.2826%,1.8895%,643412533
2025-05-06,301196,唯科科技,0.4023%,0.6028%,1.0495%,7.0461%,438926451
2025-05-06,301261,恒工精密,1.6291%,1.8308%,-2.6669%,1.9012%,694242147
2025-05-06,600301,华锡有色,1.1438%,1.3451%,-0.3033%,1.6037%,274002060
2025-05-06,600693,东百集团,1.0449%,1.2461%,-0.8224%,2.0249%,369927650
2025-05-06,603629,利通电子,-0.7255%,-0.5261%,-2.2232%,0.6902%,486709027
2025-05-06,603686,福龙马,1.4895%,1.6911%,-1.1215%,2.3830%,426069705
2025-05-06,688158,优刻得-W,0.7853%,0.9863%,-2.1705%,1.6724%,858727396
2025-05-06,688258,卓易信息,-1.4486%,-1.2499%,-2.7389%,3.2289%,306758540
2025-05-06,688320,禾川科技,1.3217%,1.5232%,-1.5525%,2.6021%,465745729
2025-05-07,000712,锦龙股份,-2.7530%,-2.5556%,-1.9295%,0.4122%,977287400
2025-05-07,002426,胜利精密,-1.5923%,-1.3937%,0.8443%,3.1359%,852553468
2025-05-07,002491,通鼎互联,-2.5277%,-2.3301%,-0.3939%,0.1942%,582286778
2025-05-07,300087,ST荃银,-2.0557%,-1.8576%,-2.1588%,-1.3416%,670806725
2025-05-07,300726,宏达电子,-0.2593%,-0.0594%,1.2234%,1.4248%,404465478
2025-05-07,300777,中简科技,-0.2000%,0.0000%,-1.2024%,0.0000%,846119712
2025-05-07,300900,广联航空,-2.1071%,-1.9091%,5.5670%,6.5909%,551883348
2025-05-07,300917,特发服务,0.8311%,1.0320%,-1.7250%,1.8921%,797109319
2025-05-07,301392,汇成真空,0.5366%,0.7373%,1.9399%,2.9104%,398553083
2025-05-07,600368,五洲交通,-1.8187%,-1.6204%,-1.3562%,-0.4630%,520843832
2025-05-07,600552,凯盛科技,-0.6306%,-0.4310%,-0.4583%,0.5172%,631643164
2025-05-07,600860,京城股份,-1.9770%,-1.7788%,0.4181%,1.5468%,451013189
2025-05-07,603121,华培动力,-1.1946%,-0.9956%,-2.0698%,0.1991%,516400822
2025-05-07,603267,鸿远电子,-0.0877%,0.1123%,-1.6776%,0.1123%,761224708
2025-05-07,603758,秦安股份,-0.2000%,0.0000%,-3.9880%,3.7175%,379962713
2025-05-07,603938,三孚股份,-2.0734%,-1.8753%,-0.3338%,2.4111%,319213457
2025-05-08,000541,佛山照明,-0.3522%,-0.1524%,-3.5503%,-0.1524%,616832883
2025-05-08,000903,ST云动,-2.3368%,-2.1390%,-4.2066%,-1.0695%,681030158
2025-05-08,002317,众生药业,0.3168%,0.5172%,0.9196%,2.4138%,578295663
2025-05-08,002326,永太科技,-1.4443%,-1.2456%,-1.5331%,0.9786%,567921129
2025-05-08,002334,英威腾,0.2945%,0.4950%,-2.1779%,0.4950%,294076671
2025-05-08,002361,神剑股份,0.1187%,0.3190%,-3.8645%,0.3190%,450373726
2025-05-08,002400,省广集团,-1.0969%,-0.8979%,-4.3005%,-0.8979%,1157873146
2025-05-08,002649,博彦科技,-0.7692%,-0.5698%,-4.8964%,-0.4986%,653901366
2025-05-08,002685,华东重机,-0.8470%,-0.6477%,-4.0821%,0.0000%,762211445
2025-05-08,300045,华力创通,-0.2000%,0.0000%,-2.5722%,1.5303%,560827220
2025-05-08,300130,新国都,-0.6724%,-0.4729%,-2.9487%,-0.4729%,956024496
2025-05-08,300252,金信诺,-0.4857%,-0.2860%,-0.0095%,2.5739%,477843097
2025-05-08,300342,天银机电,2.9339%,3.1370%,1.3966%,5.1495%,546742080
2025-05-08,300634,彩讯股份,-2.2674%,-2.0695%,-4.2973%,-1.1288%,838187862
2025-05-08,300797,钢研纳克,-1.2591%,-1.0602%,-4.1719%,-0.4639%,370493508
2025-05-08,600336,澳柯玛,-0.8805%,-0.6812%,-2.3776%,-0.2725%,322570221
2025-05-08,603015,弘讯科技,-0.8858%,-0.6865%,-3.4004%,-0.6865%,307810530
2025-05-08,603516,淳中科技,-0.8004%,-0.6011%,-2.2470%,0.7377%,398822210
2025-05-08,603897,长城科技,-1.4231%,-1.2243%,-7.5780%,-0.6714%,453916615
2025-05-08,605398,XD新炬网,-1.1588%,-0.9598%,-4.6748%,-0.9598%,290303240
2025-05-08,688360,德马科技,-0.3841%,-0.1843%,-5.3144%,0.5478%,317529705
2025-05-09,300119,瑞普生物,-0.6474%,-0.4479%,6.9088%,8.2604%,344677673
2025-05-09,300973,立高食品,-1.0901%,-0.8911%,0.2451%,2.9629%,323547500
2025-05-09,600345,长江通信,-1.4361%,-1.2374%,4.2501%,10.0639%,354108751
2025-05-09,600982,宁波能源,0.2335%,0.4338%,-0.8501%,1.0846%,306658803
2025-05-09,601908,京运通,-3.2272%,-3.0303%,-3.9000%,-1.6835%,547320150
2025-05-09,603883,老百姓,-0.4059%,-0.2062%,2.2718%,3.4021%,993595181
2025-05-09,605133,嵘泰股份,-0.2000%,0.0000%,1.5655%,3.7380%,534535620
2025-05-09,688717,艾罗能源,-0.8414%,-0.6421%,4.2126%,4.8645%,254894575
2025-05-12,000801,四川九洲,-0.1391%,0.0609%,4.4848%,8.8916%,1015879451
2025-05-12,000901,航天科技,-0.2000%,0.0000%,-1.3253%,1.7331%,466518240
2025-05-12,002170,芭田股份,2.6010%,2.8037%,0.5262%,3.7383%,409696606
2025-05-12,002519,银河电子,-0.2000%,0.0000%,-2.2304%,0.8130%,487670771
2025-05-12,002642,荣联科技,0.6920%,0.8929%,-1.6016%,1.5306%,358334943
2025-05-12,002741,光华科技,-0.9483%,-0.7491%,-5.0016%,-0.7491%,384737676
2025-05-12,002765,蓝黛科技,1.4295%,1.6311%,-0.3253%,1.9448%,935957285
2025-05-12,003019,宸展光电,1.6006%,1.8024%,-1.3896%,2.3173%,368782045
2025-05-12,300035,中科电气,-1.4028%,-1.2041%,-5.2646%,-1.1407%,556030615
2025-05-12,300045,华力创通,0.6356%,0.8364%,-2.2366%,1.1500%,543958866
2025-05-12,300046,台基股份,1.0299%,1.2311%,-1.7451%,1.6730%,428819592
2025-05-12,300068,ST南都,0.1883%,0.3886%,-1.4293%,1.6192%,711388336
2025-05-12,300409,道氏技术,0.4831%,0.6837%,-1.9758%,0.8205%,645357861
2025-05-12,300446,航天智造,1.1883%,1.3897%,-2.0325%,1.7232%,577814198
2025-05-12,300503,昊志机电,2.1130%,2.3153%,-1.1499%,3.0182%,419953445
2025-05-12,300593,新雷能,-0.8363%,-0.6369%,-4.9086%,-0.1274%,380552010
2025-05-12,300711,广哈通信,-0.5010%,-0.3013%,-3.9414%,-0.3013%,334884050
2025-05-12,300722,新余国科,-1.0888%,-0.8897%,-3.6918%,0.9215%,769152775
2025-05-12,300847,中船汉光,-0.2000%,0.0000%,-3.3708%,0.4040%,351589064
2025-05-12,600259,中稀有色,0.3589%,0.5594%,-2.3844%,1.0679%,725228606
2025-05-12,601606,长城军工,-0.2733%,-0.0734%,-0.4932%,2.7154%,739340865
2025-05-12,603009,北特科技,-0.2000%,0.0000%,-5.0239%,0.6508%,1063685294
2025-05-12,603121,华培动力,-0.1600%,0.0400%,0.2394%,0.9196%,421469541
2025-05-12,603128,华贸物流,5.4217%,5.6273%,2.1148%,6.7858%,617449591
2025-05-12,603666,亿嘉和,1.6241%,1.8259%,-2.9493%,1.8259%,603365213
2025-05-12,605088,冠盛股份,-1.2700%,-1.0711%,-1.4266%,2.9520%,540159246
2025-05-12,688084,晶品特装,0.8801%,1.0811%,0.7451%,8.1081%,320497126
2025-05-12,688299,长阳科技,0.0947%,0.2950%,-1.3787%,0.5900%,402994145
2025-05-12,688510,航亚科技,0.5184%,0.7191%,-3.6377%,1.0786%,385081467
2025-05-13,000422,湖北宜化,-1.4818%,-1.2831%,4.5002%,9.8375%,873627958
2025-05-13,000581,威孚高科,-0.1483%,0.0517%,-0.5099%,1.6546%,944373101
2025-05-13,000801,四川九洲,-2.1759%,-1.9779%,-3.2801%,-1.9779%,1677358463
2025-05-13,000989,九芝堂,-0.0761%,0.1240%,3.2692%,7.6894%,309555525
2025-05-13,002290,禾盛新材,-0.0478%,0.1523%,-1.6606%,0.4874%,493518693
2025-05-13,002317,众生药业,-0.6145%,-0.4149%,-1.4435%,-0.1660%,596630624
2025-05-13,002703,浙江世宝,-1.5446%,-1.3460%,-1.8610%,-0.7126%,578337804
2025-05-13,002865,钧达股份,-1.4163%,-1.2176%,-3.8949%,-1.1257%,901116153
2025-05-13,300253,卫宁健康,-0.2000%,0.0000%,-1.2440%,1.9952%,1080784486
2025-05-13,300681,英搏尔,-1.0098%,-0.8107%,-3.4683%,1.6214%,615834685
2025-05-13,300740,水羊股份,-1.2756%,-1.0767%,-0.9888%,-0.3589%,512438414
2025-05-13,300842,帝科股份,-0.6558%,-0.4563%,-2.4311%,-0.2642%,428820431
2025-05-13,600979,广安爱众,-1.7628%,-1.5644%,-1.5891%,-0.3476%,572988368
2025-05-13,603108,润达医疗,-1.2256%,-1.0267%,-1.3795%,3.3881%,783943321
2025-05-13,603220,中贝通信,-0.2410%,-0.0411%,-1.1033%,0.0411%,900016037
2025-05-13,603291,联合水务,-2.8350%,-2.6377%,-4.1526%,-1.3189%,333117548
2025-05-13,603416,信捷电气,-0.5515%,-0.3519%,-4.4189%,-0.2448%,566304629
2025-05-13,603890,春秋电子,-2.0500%,-1.8519%,0.2022%,0.6441%,473929260
2025-05-14,000737,北方铜业,-1.4988%,-1.3001%,-3.9881%,-0.7584%,887738387
2025-05-14,000811,冰轮环境,-1.5188%,-1.3202%,-2.3645%,-1.0884%,572093294
2025-05-14,000989,九芝堂,1.8356%,2.0376%,5.9068%,10.3080%,410223197
2025-05-14,002401,中远海科,0.2474%,0.4478%,-3.0119%,0.5118%,387260985
2025-05-14,300061,旗天科技,-1.8498%,-1.6515%,-5.2321%,-0.9909%,392242513
2025-05-14,300257,开山股份,-1.0008%,-0.8016%,-3.9037%,-0.1002%,502640502
2025-05-14,300401,花园生物,0.0438%,0.2439%,-4.2820%,1.0368%,821455453
2025-05-14,300465,高伟达,-1.1845%,-0.9855%,-4.5320%,-0.9855%,442733831
2025-05-14,300792,壹网壹创,-0.6603%,-0.4608%,-2.0414%,3.3026%,435834424
2025-05-14,300806,斯迪克,-0.3754%,-0.1756%,0.0424%,3.8893%,324784808
2025-05-14,300895,铜牛信息,-0.2000%,0.0000%,-6.4437%,0.0000%,608919382
2025-05-14,600279,重庆港,1.8413%,2.0432%,-4.4525%,7.6622%,398426843
2025-05-14,601156,东航物流,-0.3537%,-0.1539%,-3.8131%,0.1539%,624161709
2025-05-14,601606,长城军工,-0.8410%,-0.6417%,-5.6843%,-0.4991%,1011192857
2025-05-14,688299,长阳科技,-1.5868%,-1.3882%,-3.4997%,-0.1915%,340370939
2025-05-15,000767,晋控电力,-3.6251%,-3.4286%,-5.0522%,-0.8571%,978495511
2025-05-15,000981,山子高科,-2.1588%,-1.9608%,5.1868%,7.3529%,1139713620
2025-05-15,002277,友阿股份,-2.5295%,-2.3318%,-2.7087%,-1.4350%,686071529
2025-05-15,002378,章源钨业,-1.3515%,-1.1527%,10.0357%,10.2459%,859571764
2025-05-15,300261,雅本化学,-0.2000%,0.0000%,-1.4504%,1.2517%,535609630
2025-05-15,300494,盛天网络,-2.1860%,-1.9881%,-3.7749%,-1.4314%,303113322
2025-05-15,300740,水羊股份,-0.4104%,-0.2107%,-0.8313%,-0.0702%,559657794
2025-05-15,605188,国光连锁,-0.1172%,0.0828%,9.8107%,10.0207%,483732688
2025-05-16,000422,湖北宜化,-0.6897%,-0.4902%,4.0442%,5.8007%,1033425913
2025-05-16,002036,联创电子,0.1749%,0.3752%,0.1749%,1.3133%,609321890
2025-05-16,002046,国机精工,0.4286%,0.6292%,-0.8285%,0.7550%,438782340
2025-05-16,002127,南极电商,0.2353%,0.4357%,6.9824%,8.0610%,650958252
2025-05-16,002317,众生药业,-1.9125%,-1.7143%,-2.5649%,-0.4898%,583618973
2025-05-16,002512,ST达华,3.7299%,3.9337%,9.7280%,9.9379%,377746730
2025-05-16,002685,华东重机,0.1858%,0.3861%,-0.8428%,5.0193%,630284981
2025-05-16,003019,宸展光电,-0.8542%,-0.6549%,-2.8168%,0.0982%,284008970
2025-05-16,300119,瑞普生物,3.5544%,3.7581%,2.4452%,6.6621%,495727308
2025-05-16,300382,斯莱克,1.4651%,1.6667%,3.0635%,5.2000%,558060148
2025-05-16,301196,唯科科技,-0.7696%,-0.5703%,-4.4437%,-0.1381%,269953283
2025-05-16,600400,红豆股份,-2.3346%,-2.1368%,-0.2000%,0.0000%,273994659
2025-05-16,600552,凯盛科技,-1.8390%,-1.6407%,-4.6254%,-0.9844%,902453501
2025-05-16,600664,哈药股份,1.0941%,1.2953%,-2.0116%,1.2953%,533741048
2025-05-16,600698,湖南天雁,6.4199%,6.6265%,9.7299%,9.9398%,307316168
2025-05-16,603118,共进股份,-0.4042%,-0.2045%,1.1280%,1.8405%,597765410
2025-05-16,603166,福达股份,1.0110%,1.2121%,2.4641%,5.4545%,802359649
2025-05-16,603197,保隆科技,4.6702%,4.8750%,1.4149%,5.3625%,429316589
2025-05-16,603667,五洲新春,0.6535%,0.8543%,4.2998%,6.7046%,1343391790
2025-05-16,603897,长城科技,-0.2000%,0.0000%,-1.4626%,0.3447%,536275312
2025-05-19,000422,湖北宜化,2.0705%,2.2727%,0.1132%,10.3448%,1210766235
2025-05-19,000949,新乡化纤,-1.1402%,-0.9412%,-2.3155%,-0.7059%,384929471
2025-05-19,002210,飞马国际,0.9310%,1.1321%,0.9310%,3.3962%,547565874
2025-05-19,002277,友阿股份,8.0883%,8.2966%,9.8518%,10.0618%,507770752
2025-05-19,002345,潮宏基,-0.0953%,0.1047%,10.5746%,10.7853%,428252312
2025-05-19,002657,中科金财,-0.2977%,-0.0978%,-0.7862%,0.4890%,487104026
2025-05-19,300123,ST亚光,0.1108%,0.3110%,-2.0643%,0.6221%,524029926
2025-05-19,300252,金信诺,-1.4356%,-1.2369%,-1.5307%,-0.6660%,403141479
2025-05-19,300324,旋极信息,-0.7096%,-0.5102%,2.3485%,4.5918%,379431074
2025-05-19,300382,斯莱克,-0.5224%,-0.3228%,3.2182%,5.9393%,571286046
2025-05-19,300520,科大国创,0.6286%,0.8293%,-0.3308%,0.8293%,329054049
2025-05-19,300680,隆盛科技,-1.1918%,-0.9928%,-2.8952%,0.9255%,721228705
2025-05-19,300859,西域旅游,0.3815%,0.5820%,1.5167%,3.9357%,281189762
2025-05-19,301078,孩子王,-1.4261%,-1.2274%,6.8504%,7.9779%,1040623812
2025-05-19,600172,黄河旋风,-0.2000%,0.0000%,1.9930%,6.0976%,307536092
2025-05-19,600279,重庆港,-0.2000%,0.0000%,-5.5431%,0.6686%,372417438
2025-05-19,600693,东百集团,-1.0986%,-0.8996%,-0.9488%,0.7496%,460493335
2025-05-19,600889,ST京化,-0.3711%,-0.1713%,-4.1366%,0.0571%,623844763
2025-05-19,600990,四创电子,-0.6141%,-0.4146%,-3.4671%,-0.4146%,414646187
2025-05-19,603123,翠微股份,-1.0850%,-0.8859%,-0.8637%,0.0000%,357511046
2025-05-19,603887,城地香江,-1.9691%,-1.7709%,-0.8634%,1.2728%,604511680
2025-05-19,603915,国茂股份,-4.3863%,-4.1906%,-6.8523%,-2.0666%,628396356
2025-05-20,000025,特力Ａ,-0.6474%,-0.4479%,1.9256%,4.8152%,572781357
2025-05-20,000536,华映科技,-1.6722%,-1.4737%,-3.5650%,-1.4737%,717803842
2025-05-20,000868,安凯客车,-0.0329%,0.1672%,0.6353%,1.3378%,450435041
2025-05-20,002317,众生药业,-0.2803%,-0.0805%,0.2823%,2.7353%,553931525
2025-05-20,002376,新北洋,-0.0510%,0.1491%,-0.7957%,1.1926%,494005436
2025-05-20,002536,飞龙股份,-0.1354%,0.0646%,-4.3329%,1.7453%,498462624
2025-05-20,300102,乾照光电,-2.0514%,-1.8533%,-4.3235%,-0.9266%,843201231
2025-05-20,300382,斯莱克,-1.8837%,-1.6854%,-4.0662%,-0.4370%,630382591
2025-05-20,300634,彩讯股份,0.4833%,0.6839%,2.0910%,4.3853%,723444077
2025-05-20,300777,中简科技,0.4328%,0.6334%,-0.8106%,0.9930%,790938223
2025-05-20,300822,贝仕达克,-3.1073%,-2.9103%,-4.8336%,-2.2737%,473613083
2025-05-20,301071,力量钻石,-1.0946%,-0.8956%,-1.8516%,-0.6200%,278243861
2025-05-20,301277,新天地,-0.1235%,0.0766%,3.3952%,5.4364%,371202975
2025-05-20,600081,东风科技,-1.5418%,-1.3432%,-2.9507%,-0.0672%,580538265
2025-05-20,601929,吉视传媒,0.8407%,1.0417%,-1.7609%,2.0833%,372797687
2025-05-20,603009,北特科技,-0.6555%,-0.4560%,0.2784%,2.0291%,776644077
2025-05-20,603127,昭衍新药,-0.5060%,-0.3064%,2.6159%,5.9436%,527731662
2025-05-20,603200,上海洗霸,-1.9210%,-1.7228%,6.5254%,10.0451%,381259697
2025-05-20,605179,一鸣食品,-1.7395%,-1.5411%,-1.7848%,1.9944%,462531074
2025-05-20,688068,热景生物,-0.1912%,0.0088%,5.9488%,6.3835%,636035075
2025-05-20,688259,创耀科技,-1.0113%,-0.8122%,-1.3841%,-0.0220%,256804335
2025-05-21,000566,海南海药,-2.0437%,-1.8456%,1.8115%,2.1812%,702854821
2025-05-21,000582,北部湾港,-0.8688%,-0.6695%,1.4721%,3.5706%,1190394271
2025-05-21,000753,漳州发展,-1.4634%,-1.2647%,-3.9902%,0.3613%,457122430
2025-05-21,000966,长源电力,-1.3228%,-1.1240%,-3.9429%,0.5620%,1026754211
2025-05-21,000973,佛塑科技,-0.5012%,-0.3015%,-3.2122%,1.3569%,463961092
2025-05-21,002189,中光学,-1.8212%,-1.6229%,-2.4411%,2.2912%,331460998
2025-05-21,002550,千红制药,-0.2000%,0.0000%,-0.5272%,3.6036%,357250406
2025-05-21,002697,红旗连锁,-1.5666%,-1.3680%,-3.9582%,1.1970%,492175519
2025-05-21,002733,雄韬股份,-1.2076%,-1.0086%,-6.1198%,-1.0086%,540860987
2025-05-21,002741,光华科技,-0.5808%,-0.3812%,-2.8022%,0.6989%,602417709
2025-05-21,300035,中科电气,-1.2030%,-1.0040%,-4.4126%,-1.0040%,562257567
2025-05-21,300296,利亚德,-1.4932%,-1.2945%,-1.6548%,0.9709%,1054895274
2025-05-21,300523,辰安科技,-1.7481%,-1.5497%,4.2168%,4.6035%,260113388
2025-05-21,300568,星源材质,-1.1459%,-0.9469%,-3.8891%,-0.9469%,857706481
2025-05-21,300622,博士眼镜,-0.2475%,-0.0476%,-3.4539%,-0.0476%,420777476
2025-05-21,301277,新天地,-1.7505%,-1.5521%,-7.5097%,-1.0347%,419605736
2025-05-21,600059,古越龙山,-0.0963%,0.1037%,-0.8217%,0.5187%,503525491
2025-05-21,600326,西藏天路,-0.8740%,-0.6748%,-1.6829%,0.4049%,875330712
2025-05-21,600650,锦江在线,-1.8284%,-1.6300%,4.1189%,5.5280%,311229980
2025-05-21,600686,金龙汽车,-1.1772%,-0.9782%,-4.6349%,-0.6020%,577219734
2025-05-21,603123,翠微股份,-1.4960%,-1.2973%,-4.6280%,-0.7568%,412109821
2025-05-21,603991,领先股份,-1.0284%,-0.8293%,-1.9218%,1.0081%,308801415
2025-05-21,688173,希荻微,8.7301%,8.9390%,10.5451%,19.9855%,333723350
2025-05-22,300136,信维通信,-1.3903%,-1.1915%,-0.2000%,2.5663%,981953560
2025-05-22,300493,润欣科技,-1.1816%,-0.9827%,-5.7284%,-0.8792%,746508298
2025-05-22,300494,盛天网络,-0.8345%,-0.6352%,-3.3726%,1.2703%,454401582
2025-05-22,300718,长盛轴承,-1.5751%,-1.3765%,-3.3955%,-0.2622%,1455373482
2025-05-22,301209,联合化学,0.0702%,0.2705%,15.0766%,16.0740%,367861088
2025-05-22,600650,锦江在线,-2.6432%,-2.4457%,-4.8828%,-2.4457%,456818558
2025-05-22,601606,长城军工,-0.9147%,-0.7155%,-3.2736%,-0.0716%,837330943
2025-05-22,603366,日出东方,-2.9615%,-2.7643%,-8.1036%,-2.0017%,831160475
2025-05-22,603960,克来机电,-1.2249%,-1.0260%,-1.8399%,2.2059%,485804733
2025-05-22,688552,航天南湖,-1.9500%,-1.7518%,-1.6291%,1.0219%,1118981627
2025-05-23,002121,科陆电子,-2.8026%,-2.6052%,-1.6014%,1.4028%,536816633
2025-05-23,002250,联化科技,0.1122%,0.3125%,-1.2926%,1.5625%,301113622
2025-05-23,002326,永太科技,-0.1124%,0.0876%,2.8645%,5.0833%,563115200
2025-05-23,002383,合众思壮,-1.6625%,-1.4640%,0.2501%,0.6757%,576102758
2025-05-23,002550,千红制药,-1.7744%,-1.5760%,-5.7106%,-1.4184%,450521789
2025-05-23,002664,信质集团,0.3398%,0.5403%,3.7254%,6.0904%,792290433
2025-05-23,002785,万里石,0.1342%,0.3344%,7.5181%,10.0000%,442745279
2025-05-23,300026,红日药业,-0.9907%,-0.7916%,0.0636%,0.2639%,693601885
2025-05-23,300671,富满微,-0.0441%,0.1560%,-1.6333%,3.5558%,488075460
