日期,九阴一阳,五阴一阳,六阴一阳,TD低九当日,TD低九后一多
2021-08-17,1.000000,1.000000,1.000000,1.000000,1.000000
2021-08-18,1.000000,1.003714,1.000000,1.001355,1.012063
2021-08-19,1.022592,1.010902,1.005228,1.004343,1.007278
2021-08-20,1.025856,1.002909,0.992374,0.988916,1.003261
2021-08-23,1.046347,1.031502,1.019253,1.010586,1.022583
2021-08-24,1.057296,1.033942,1.020797,1.016275,1.025844
2021-08-25,1.046717,1.041402,1.024581,1.021853,1.027281
2021-08-26,1.049623,1.031875,1.014360,1.006572,1.015266
2021-08-27,1.040203,1.026836,1.009433,0.999279,1.011054
2021-08-30,1.035229,1.030615,1.011145,0.992930,1.007346
2021-08-31,1.035478,1.023092,1.003997,0.984725,0.998672
2021-09-01,1.050661,1.025265,1.010531,0.987291,0.999712
2021-09-02,1.043867,1.025867,1.011780,0.987199,1.000076
2021-09-03,1.045926,1.030992,1.014233,0.995539,1.006569
2021-09-06,1.054250,1.042246,1.025451,1.008067,1.020650
2021-09-07,1.056109,1.048876,1.029940,1.013533,1.026402
2021-09-08,1.081143,1.054769,1.036893,1.022130,1.033099
2021-09-09,1.060494,1.048037,1.030439,1.016691,1.028352
2021-09-10,1.050362,1.044101,1.027919,1.016986,1.025739
2021-09-13,1.037210,1.041968,1.025923,1.009288,1.022263
2021-09-14,1.028252,1.038011,1.020115,1.006291,1.016587
2021-09-15,1.021992,1.037978,1.020661,1.001959,1.010678
2021-09-16,1.008038,1.023763,1.005095,0.982993,0.996443
2021-09-17,1.001637,1.020636,1.005903,0.976412,0.993165
2021-09-22,1.013203,1.016497,1.000094,0.977704,0.988021
2021-09-23,1.020806,1.022358,1.005129,0.987435,0.996602
2021-09-24,1.005160,1.010490,0.994636,0.974614,0.992596
2021-09-27,0.980901,0.997610,0.981655,0.953332,0.979134
2021-09-28,0.976711,0.994249,0.977918,0.954230,0.976939
2021-09-29,0.953784,0.971573,0.955146,0.931230,0.957242
2021-09-30,0.959776,0.983946,0.967125,0.944036,0.967130
2021-10-08,0.966720,0.986088,0.973280,0.958236,0.975488
2021-10-11,0.966692,0.986120,0.973677,0.960417,0.974733
2021-10-12,0.952659,0.969607,0.956343,0.946055,0.961520
2021-10-13,0.959491,0.975018,0.964683,0.951682,0.968809
2021-10-14,0.961873,0.982778,0.969423,0.957567,0.974913
2021-10-15,0.954593,0.975781,0.962760,0.949216,0.967424
2021-10-18,0.960471,0.981370,0.968004,0.956068,0.970691
2021-10-19,0.968775,0.983656,0.973528,0.958884,0.974639
2021-10-20,0.964315,0.982676,0.974902,0.956889,0.974843
2021-10-21,0.977310,0.978782,0.974281,0.954826,0.969917
2021-10-22,0.959560,0.968920,0.963285,0.944149,0.960411
2021-10-25,0.961896,0.970872,0.966821,0.949988,0.965860
2021-10-26,0.950873,0.967593,0.964668,0.947431,0.965317
2021-10-27,0.914642,0.947461,0.943502,0.926460,0.952154
2021-10-28,0.905309,0.935263,0.929044,0.913250,0.932869
2021-10-29,0.910862,0.945847,0.937661,0.924372,0.942451
2021-11-01,0.920150,0.955638,0.946396,0.931039,0.953927
2021-11-02,0.902873,0.940567,0.932002,0.917819,0.943864
2021-11-03,0.913467,0.949848,0.941383,0.925900,0.949886
2021-11-04,0.922768,0.958991,0.949437,0.933916,0.959639
2021-11-05,0.924028,0.957408,0.948159,0.932251,0.962095
2021-11-08,0.927572,0.961978,0.952706,0.938288,0.966977
2021-11-09,0.937754,0.971100,0.961747,0.945728,0.975756
2021-11-10,0.940934,0.974674,0.966691,0.951704,0.983069
2021-11-11,0.950226,0.985020,0.977429,0.960806,0.993902
2021-11-12,0.945998,0.987187,0.980933,0.963950,0.996947
2021-11-15,0.959488,0.996914,0.991254,0.973088,1.009635
2021-11-16,0.960448,0.995056,0.990941,0.967552,1.004636
2021-11-17,0.962888,1.001372,0.999102,0.976236,1.013774
2021-11-18,0.957343,1.004631,1.001374,0.974670,1.008724
2021-11-19,0.985129,1.017553,1.014667,0.982323,1.016440
2021-11-22,0.985175,1.025325,1.024358,0.984491,1.018296
2021-11-23,0.982534,1.025530,1.026349,0.986744,1.024148
2021-11-24,0.988721,1.026869,1.027567,0.993194,1.028265
2021-11-25,0.998696,1.027777,1.023999,0.992999,1.026999
2021-11-26,1.031995,1.023849,1.022056,0.979699,1.019683
2021-11-29,1.032755,1.021953,1.022564,0.981749,1.011542
2021-11-30,1.032755,1.023675,1.025779,0.986837,1.012492
2021-12-01,1.022507,1.031949,1.031301,0.998148,1.025701
2021-12-02,1.004549,1.023600,1.018299,0.989383,1.016362
2021-12-03,1.018123,1.030630,1.025940,0.995854,1.025358
2021-12-06,1.034221,1.021654,1.019228,0.986385,1.019673
2021-12-07,1.030509,1.023156,1.021454,0.988783,1.024710
2021-12-08,1.043230,1.032988,1.033401,0.999471,1.033881
2021-12-09,1.051562,1.042362,1.044531,1.011955,1.048825
2021-12-10,1.077544,1.046983,1.051669,1.019894,1.055008
2021-12-13,1.084840,1.049835,1.053692,1.026286,1.062980
2021-12-14,1.095067,1.058736,1.063317,1.032286,1.069797
2021-12-15,1.089132,1.059029,1.062117,1.033723,1.068509
2021-12-16,1.077368,1.064628,1.068594,1.038081,1.073301
2021-12-17,1.055295,1.052339,1.053966,1.024160,1.058977
2021-12-20,1.039736,1.040327,1.044547,1.007795,1.043576
2021-12-21,1.047162,1.055483,1.056081,1.019523,1.055157
2021-12-22,1.067293,1.063390,1.063134,1.027824,1.061266
2021-12-23,1.057696,1.055922,1.056589,1.022840,1.054413
2021-12-24,1.040690,1.040015,1.038483,1.006194,1.038030
2021-12-27,1.032253,1.042271,1.039591,1.009298,1.041651
2021-12-28,1.046805,1.052146,1.052236,1.023571,1.046030
2021-12-29,1.046354,1.049345,1.050804,1.023621,1.046395
2021-12-30,1.039126,1.056706,1.054834,1.028794,1.051205
2021-12-31,1.056270,1.061720,1.062376,1.036048,1.056739
2022-01-04,1.031347,1.064948,1.059714,1.038150,1.054831
2022-01-05,0.997718,1.048156,1.039552,1.020806,1.036920
2022-01-06,1.001422,1.050043,1.040514,1.025561,1.041385
2022-01-07,0.962624,1.030995,1.022174,1.009827,1.025131
2022-01-10,0.955705,1.034778,1.028013,1.017247,1.031371
2022-01-11,0.947971,1.025936,1.018408,1.012916,1.031717
2022-01-12,0.973453,1.042153,1.029565,1.028269,1.043963
2022-01-13,0.939379,1.026308,1.011901,1.017338,1.033453
2022-01-14,0.957268,1.025761,1.013731,1.013218,1.027622
2022-01-17,0.972768,1.045178,1.032971,1.025070,1.040839
2022-01-18,0.962165,1.043036,1.031098,1.022323,1.036240
2022-01-19,0.945828,1.033498,1.018196,1.007530,1.021291
2022-01-20,0.938796,1.015281,0.998936,0.986379,1.002200
2022-01-21,0.930916,1.003372,0.986299,0.978958,0.994820
2022-01-24,0.941806,1.003112,0.986023,0.977418,0.994984
2022-01-25,0.912667,0.967956,0.948192,0.942594,0.963854
2022-01-26,0.909643,0.973748,0.952065,0.946833,0.968921
2022-01-27,0.884145,0.947776,0.923974,0.921734,0.944702
2022-01-28,0.889135,0.956064,0.934675,0.934570,0.944510
2022-02-07,0.892741,0.963315,0.939726,0.942405,0.952208
2022-02-08,0.904724,0.977448,0.954466,0.958192,0.967797
2022-02-09,0.925629,0.992762,0.967828,0.969520,0.977808
2022-02-10,0.921872,0.987520,0.962122,0.963820,0.974463
2022-02-11,0.896149,0.964007,0.938614,0.940787,0.951283
2022-02-14,0.894943,0.962723,0.938582,0.943472,0.952431
2022-02-15,0.908332,0.970638,0.945934,0.947470,0.954466
2022-02-16,0.913390,0.978345,0.953953,0.959716,0.967731
2022-02-17,0.910130,0.976393,0.951477,0.957185,0.966079
2022-02-18,0.913333,0.979657,0.954950,0.959058,0.970793
2022-02-21,0.923635,0.993689,0.968388,0.970498,0.982266
2022-02-22,0.910818,0.981468,0.957357,0.962324,0.970486
2022-02-23,0.927271,1.000569,0.977590,0.987739,0.982422
2022-02-24,0.915445,0.983089,0.961434,0.973228,0.966610
2022-02-25,0.929005,0.996890,0.973321,0.984628,0.977302
2022-02-28,0.929327,0.999628,0.972744,0.985150,0.979620
2022-03-01,0.930657,1.005880,0.976265,0.991924,0.981278
2022-03-02,0.923086,1.009312,0.974686,0.988679,0.974168
2022-03-03,0.924063,1.011152,0.974335,0.983593,0.961837
2022-03-04,0.924063,0.999192,0.958373,0.975372,0.954162
2022-03-07,0.924063,0.984349,0.939906,0.954936,0.938126
2022-03-08,0.892063,0.958832,0.914935,0.928005,0.916372
2022-03-09,0.913733,0.949788,0.904936,0.915523,0.911118
2022-03-10,0.898146,0.956999,0.907253,0.923341,0.918613
2022-03-11,0.905669,0.968653,0.917167,0.932685,0.918141
2022-03-14,0.877127,0.944373,0.894277,0.906477,0.895407
2022-03-15,0.830524,0.893844,0.847074,0.865685,0.863823
2022-03-16,0.846311,0.911941,0.864283,0.881505,0.883107
2022-03-17,0.857395,0.926239,0.879159,0.895373,0.890876
2022-03-18,0.861006,0.932633,0.885831,0.908430,0.891068
2022-03-21,0.875828,0.942680,0.896968,0.918493,0.897935
2022-03-22,0.873884,0.941150,0.896311,0.921524,0.899138
2022-03-23,0.880663,0.946782,0.902225,0.925480,0.903710
2022-03-24,0.868466,0.933189,0.889051,0.913105,0.891029
2022-03-25,0.860867,0.927424,0.882692,0.913015,0.889559
2022-03-28,0.854110,0.922790,0.877450,0.912027,0.886678
2022-03-29,0.840493,0.914614,0.871763,0.901865,0.877384
2022-03-30,0.851689,0.931736,0.887463,0.914753,0.889132
2022-03-31,0.854966,0.926127,0.881801,0.915637,0.890199
2022-04-01,0.850418,0.922408,0.877082,0.916514,0.891282
2022-04-06,0.843949,0.928056,0.878158,0.920600,0.904426
2022-04-07,0.819185,0.907196,0.858251,0.904009,0.890872
2022-04-08,0.811248,0.899397,0.850565,0.894160,0.889838
2022-04-11,0.788822,0.876116,0.828714,0.861660,0.872662
2022-04-12,0.789789,0.881452,0.831565,0.869332,0.878980
2022-04-13,0.776344,0.862883,0.812469,0.852691,0.865058
2022-04-14,0.771442,0.870205,0.820142,0.859741,0.866744
2022-04-15,0.760447,0.860993,0.814700,0.847884,0.854217
2022-04-18,0.788516,0.872581,0.829628,0.855045,0.867307
2022-04-19,0.786278,0.870854,0.826021,0.856441,0.862375
2022-04-20,0.769747,0.860115,0.815277,0.845167,0.852001
2022-04-21,0.739764,0.828886,0.785401,0.812408,0.819694
2022-04-22,0.731380,0.819033,0.775828,0.807593,0.812554
2022-04-25,0.691012,0.775799,0.730991,0.760617,0.766080
2022-04-26,0.685986,0.761722,0.716625,0.754546,0.754086
2022-04-27,0.711703,0.780362,0.731979,0.769244,0.745119
2022-04-28,0.704246,0.769844,0.723644,0.757005,0.746966
2022-04-29,0.742228,0.808629,0.761539,0.784215,0.770446
2022-05-05,0.755328,0.821154,0.774048,0.794565,0.783840
2022-05-06,0.747432,0.812092,0.766069,0.780859,0.779944
2022-05-09,0.761128,0.825193,0.775625,0.794020,0.794903
2022-05-10,0.783446,0.837873,0.790171,0.803344,0.809097
2022-05-11,0.798950,0.843480,0.799969,0.803919,0.811204
2022-05-12,0.804862,0.849162,0.806031,0.807289,0.818757
2022-05-13,0.809297,0.853822,0.809357,0.814959,0.824608
2022-05-16,0.819115,0.859475,0.813772,0.818990,0.828250
2022-05-17,0.810880,0.859000,0.814640,0.818013,0.826219
2022-05-18,0.820174,0.863419,0.820840,0.821011,0.834953
2022-05-19,0.820174,0.869184,0.825695,0.816267,0.839521
2022-05-20,0.820174,0.877492,0.831885,0.826978,0.846693
2022-05-23,0.820174,0.890337,0.845691,0.835500,0.853989
2022-05-24,0.820174,0.846275,0.803443,0.816078,0.827187
2022-05-25,0.820174,0.857357,0.815466,0.827801,0.833546
2022-05-26,0.820174,0.862163,0.819941,0.821913,0.839448
2022-05-27,0.820174,0.864559,0.815610,0.822991,0.841456
2022-05-30,0.902433,0.875874,0.835410,0.825210,0.842665
2022-05-31,0.991003,0.895789,0.858766,0.826680,0.843672
2022-06-01,0.991003,0.910956,0.877218,0.821828,0.842206
2022-06-02,0.991003,0.925097,0.891039,0.818902,0.841085
2022-06-06,0.991003,0.946347,0.909463,0.822549,0.854928
2022-06-07,1.002198,0.949769,0.917568,0.829880,0.860865
2022-06-08,0.956960,0.942721,0.903715,0.822941,0.851604
2022-06-09,0.918681,0.925325,0.886440,0.811346,0.838962
2022-06-10,0.914285,0.934395,0.894992,0.815153,0.842910
2022-06-13,0.914285,0.936434,0.895015,0.807046,0.833271
2022-06-14,0.914285,0.936336,0.893996,0.807992,0.837144
2022-06-15,0.914285,0.940249,0.899174,0.810612,0.839015
2022-06-16,0.914285,0.946364,0.903059,0.817994,0.843315
2022-06-17,0.914285,0.945494,0.903072,0.813969,0.837719
2022-06-20,0.914285,0.957399,0.917291,0.822011,0.845554
2022-06-21,0.914285,0.954784,0.913958,0.821860,0.844334
2022-06-22,0.914285,0.941272,0.899198,0.808837,0.831393
2022-06-23,0.914285,0.951656,0.908822,0.818674,0.839899
2022-06-24,0.914285,0.958411,0.914356,0.823747,0.844175
2022-06-27,0.914285,0.965507,0.924003,0.829318,0.849507
2022-06-28,0.914285,0.975840,0.938305,0.839722,0.859697
2022-06-29,0.914285,0.962420,0.922033,0.831487,0.851002
2022-06-30,0.914285,0.965522,0.922307,0.834871,0.855875
2022-07-01,0.957292,0.971131,0.928757,0.838216,0.856116
2022-07-04,0.927861,0.976293,0.933883,0.843055,0.856275
2022-07-05,0.928586,0.971684,0.929670,0.843624,0.857771
2022-07-06,0.947890,0.963617,0.921267,0.833018,0.846471
2022-07-07,0.941197,0.970024,0.923118,0.834689,0.848682
2022-07-08,0.954777,0.972996,0.924717,0.837974,0.852943
2022-07-11,0.954708,0.963003,0.914582,0.832513,0.847884
2022-07-12,0.922293,0.946200,0.898395,0.822587,0.844990
2022-07-13,0.931582,0.957221,0.910531,0.831894,0.853878
2022-07-14,0.943955,0.959631,0.911944,0.837273,0.851833
2022-07-15,0.924385,0.941535,0.892605,0.822746,0.834640
2022-07-18,0.937525,0.959238,0.909589,0.842155,0.851884
2022-07-19,0.947064,0.970363,0.920179,0.854735,0.866042
2022-07-20,0.953764,0.978727,0.929489,0.863717,0.874909
2022-07-21,0.948282,0.973815,0.922973,0.861323,0.873941
2022-07-22,0.938822,0.969606,0.919560,0.855546,0.868195
2022-07-25,0.935239,0.965522,0.917283,0.850990,0.863517
2022-07-26,0.946473,0.973788,0.925813,0.859111,0.872612
2022-07-27,0.940742,0.975919,0.927983,0.860280,0.876971
2022-07-28,0.945295,0.982120,0.933003,0.865659,0.885106
2022-07-29,0.932382,0.975805,0.926514,0.856894,0.876523
2022-08-01,0.930243,0.980802,0.930329,0.856969,0.880244
2022-08-02,0.901478,0.947069,0.901151,0.826737,0.845677
2022-08-03,0.893063,0.943760,0.898270,0.821765,0.842789
2022-08-04,0.905955,0.951644,0.906479,0.829395,0.846851
2022-08-05,0.916695,0.961462,0.916972,0.842665,0.857899
2022-08-08,0.920330,0.970054,0.923448,0.849654,0.859983
2022-08-09,0.919054,0.970251,0.922670,0.848220,0.857555
2022-08-10,0.927768,0.969164,0.919898,0.844892,0.854326
2022-08-11,0.947167,0.985686,0.938018,0.863039,0.872080
2022-08-12,0.956531,0.989515,0.942032,0.865855,0.875459
2022-08-15,0.954800,0.989797,0.940370,0.865933,0.875250
2022-08-16,0.952333,0.996335,0.945983,0.871641,0.879642
2022-08-17,0.962447,1.000735,0.951262,0.876950,0.883590
2022-08-18,0.956216,0.993530,0.943227,0.870716,0.876435
2022-08-19,0.950406,0.988604,0.942047,0.867244,0.872457
2022-08-22,0.964586,0.991053,0.944595,0.871589,0.879243
2022-08-23,0.960076,0.989907,0.943945,0.869130,0.877856
2022-08-24,0.929282,0.964376,0.918283,0.845407,0.871527
2022-08-25,0.918548,0.965037,0.916556,0.842210,0.874854
2022-08-26,0.910711,0.963622,0.914724,0.837501,0.875425
2022-08-29,0.915780,0.971023,0.920517,0.844754,0.876890
2022-08-30,0.914967,0.968862,0.918127,0.844338,0.877699
2022-08-31,0.900739,0.944268,0.892848,0.827682,0.865377
2022-09-01,0.890598,0.941202,0.889804,0.823245,0.864290
2022-09-02,0.904585,0.954034,0.902768,0.835266,0.872366
2022-09-05,0.902250,0.952741,0.900094,0.835042,0.868798
2022-09-06,0.916270,0.962525,0.909487,0.846886,0.875419
2022-09-07,0.920465,0.968623,0.916050,0.853711,0.884069
2022-09-08,0.903976,0.958597,0.906004,0.843577,0.872508
2022-09-09,0.912999,0.959885,0.906797,0.842896,0.870064
2022-09-13,0.914644,0.964553,0.911789,0.845865,0.873198
2022-09-14,0.901614,0.955736,0.903026,0.836076,0.864055
2022-09-15,0.894607,0.938975,0.891204,0.814905,0.840658
2022-09-16,0.884623,0.921047,0.876354,0.801809,0.830790
2022-09-19,0.869554,0.910843,0.868374,0.795681,0.821299
2022-09-20,0.872608,0.922583,0.879600,0.803080,0.826914
2022-09-21,0.874634,0.927030,0.883242,0.804168,0.822102
2022-09-22,0.869453,0.925720,0.882461,0.800111,0.822289
2022-09-23,0.851657,0.907406,0.864234,0.780876,0.805681
2022-09-26,0.833020,0.891503,0.849679,0.764951,0.788070
2022-09-27,0.845679,0.906385,0.864713,0.777449,0.799426
2022-09-28,0.826327,0.881667,0.840718,0.756499,0.781069
2022-09-29,0.832489,0.883624,0.843438,0.753304,0.784299
2022-09-30,0.825176,0.873011,0.833481,0.747925,0.776938
2022-10-10,0.817608,0.861237,0.821472,0.736790,0.763402
2022-10-11,0.816259,0.864085,0.824344,0.736622,0.761133
2022-10-12,0.839054,0.883811,0.840595,0.753767,0.776877
2022-10-13,0.848927,0.894544,0.848273,0.761709,0.789073
2022-10-14,0.872894,0.917033,0.870195,0.779660,0.806712
2022-10-17,0.883989,0.930917,0.878338,0.792249,0.821370
2022-10-18,0.888828,0.932969,0.881063,0.793980,0.822735
2022-10-19,0.877545,0.923339,0.871414,0.787173,0.814977
2022-10-20,0.873244,0.923448,0.867167,0.784780,0.814916
2022-10-21,0.883669,0.919782,0.865734,0.783425,0.813995
2022-10-24,0.874431,0.904718,0.852311,0.770929,0.802526
2022-10-25,0.878936,0.904074,0.853750,0.771639,0.799549
2022-10-26,0.884157,0.917783,0.860584,0.779284,0.815565
2022-10-27,0.878275,0.917281,0.858623,0.780048,0.816084
2022-10-28,0.873915,0.890866,0.826164,0.764363,0.793983
2022-10-31,0.852688,0.890776,0.826381,0.760148,0.792723
2022-11-01,0.872557,0.911587,0.845217,0.783113,0.795803
2022-11-02,0.893134,0.924614,0.858952,0.794540,0.807940
2022-11-03,0.895265,0.926797,0.859880,0.796059,0.813381
2022-11-04,0.911173,0.944283,0.875965,0.814831,0.832948
2022-11-07,0.921457,0.955207,0.888192,0.823894,0.843526
2022-11-08,0.916886,0.956554,0.889539,0.824134,0.843352
2022-11-09,0.920878,0.957664,0.892121,0.825765,0.844233
2022-11-10,0.918454,0.956058,0.891907,0.824468,0.842836
2022-11-11,0.945376,0.970074,0.907659,0.837343,0.857545
2022-11-14,0.953871,0.972295,0.912868,0.840776,0.859202
2022-11-15,0.967754,1.003767,0.935838,0.853023,0.872565
2022-11-16,0.962414,0.995575,0.926086,0.853891,0.873715
2022-11-17,0.959769,0.993624,0.923825,0.855502,0.873200
2022-11-18,0.944398,0.983960,0.914035,0.851546,0.866669
2022-11-21,0.949733,0.991028,0.921479,0.862407,0.865269
2022-11-22,0.921963,0.976606,0.906082,0.844413,0.857900
2022-11-23,0.901170,0.973418,0.903499,0.852387,0.865210
2022-11-24,0.900268,0.976988,0.905172,0.856152,0.868911
2022-11-25,0.900268,0.965785,0.893609,0.839826,0.850051
2022-11-28,0.899738,0.963249,0.891606,0.835927,0.845372
2022-11-29,0.932403,0.983217,0.909533,0.843676,0.848477
2022-11-30,0.935365,0.980430,0.906813,0.849187,0.851832
2022-12-01,0.943947,0.994238,0.920861,0.856654,0.856371
2022-12-02,0.949877,1.003155,0.930975,0.861024,0.859215
2022-12-05,0.951348,1.011511,0.937608,0.861892,0.858557
2022-12-06,0.947070,1.007417,0.932960,0.861961,0.859313
2022-12-07,0.950223,1.005858,0.930458,0.861776,0.857978
2022-12-08,0.948357,0.999673,0.922866,0.855933,0.851888
2022-12-09,0.942957,0.996843,0.920027,0.855178,0.849598
2022-12-12,0.942536,0.998311,0.920293,0.858250,0.849847
2022-12-13,0.928893,0.986601,0.909272,0.847236,0.839740
2022-12-14,0.925591,0.984337,0.909373,0.844704,0.839938
2022-12-15,0.931009,0.988546,0.913505,0.851951,0.846150
2022-12-16,0.904783,0.971559,0.895668,0.840842,0.831799
2022-12-19,0.882058,0.951290,0.877669,0.826789,0.821170
2022-12-20,0.888055,0.950693,0.878495,0.828425,0.820335
2022-12-21,0.872820,0.939105,0.866240,0.817221,0.810948
2022-12-22,0.853798,0.926879,0.852361,0.802387,0.794897
2022-12-23,0.851263,0.924053,0.849355,0.800291,0.786074
2022-12-26,0.862527,0.935069,0.858591,0.814291,0.794855
2022-12-27,0.864698,0.937803,0.861346,0.818669,0.800357
2022-12-28,0.857622,0.925914,0.850276,0.809471,0.792876
2022-12-29,0.858107,0.924104,0.848003,0.807659,0.789599
2022-12-30,0.861286,0.929993,0.851890,0.811914,0.793631
2023-01-03,0.882573,0.955367,0.872604,0.831518,0.813108
2023-01-04,0.887792,0.960647,0.876147,0.835523,0.815606
2023-01-05,0.890881,0.966185,0.882129,0.840203,0.820594
2023-01-06,0.892386,0.963479,0.881067,0.838861,0.820515
2023-01-09,0.900245,0.969567,0.886927,0.843014,0.824906
2023-01-10,0.898447,0.969826,0.887536,0.841684,0.822750
2023-01-11,0.894701,0.965984,0.882899,0.836401,0.816382
2023-01-12,0.894167,0.964495,0.881619,0.835232,0.817739
2023-01-13,0.895341,0.965082,0.881702,0.839589,0.821443
2023-01-16,0.910187,0.977407,0.892860,0.847336,0.830532
2023-01-17,0.909060,0.973998,0.890654,0.845464,0.828863
2023-01-18,0.907544,0.981181,0.897625,0.844696,0.833891
2023-01-19,0.912210,0.988434,0.904421,0.844356,0.835910
2023-01-20,0.916589,0.997917,0.913029,0.855195,0.841031
2023-01-30,0.916472,1.012275,0.926333,0.868005,0.850083
2023-01-31,0.920671,1.016937,0.932292,0.872181,0.854026
2023-02-01,0.928843,1.030234,0.942484,0.882499,0.865360
2023-02-02,0.934816,1.033510,0.944729,0.887400,0.871817
2023-02-03,0.924777,1.030300,0.942153,0.881664,0.869068
2023-02-06,0.918520,1.026482,0.938606,0.877670,0.866774
2023-02-07,0.916526,1.030111,0.940805,0.878406,0.870994
2023-02-08,0.910828,1.026977,0.936835,0.874039,0.867748
2023-02-09,0.917672,1.038601,0.947381,0.881037,0.874936
2023-02-10,0.914650,1.034322,0.940879,0.882731,0.880833
2023-02-13,0.934989,1.050003,0.955747,0.895718,0.896404
2023-02-14,0.932061,1.052346,0.957130,0.898065,0.898925
2023-02-15,0.925824,1.044142,0.947649,0.887788,0.891268
2023-02-16,0.925015,1.029888,0.937082,0.875321,0.882064
2023-02-17,0.909556,1.023698,0.931296,0.868238,0.879380
2023-02-20,0.915575,1.035208,0.939379,0.880657,0.893970
2023-02-21,0.902364,1.038188,0.941734,0.885507,0.895327
2023-02-22,0.894030,1.037748,0.939692,0.883976,0.893629
2023-02-23,0.894210,1.042269,0.943716,0.885723,0.894451
2023-02-24,0.884737,1.037020,0.939874,0.882014,0.887726
2023-02-27,0.882107,1.031362,0.936497,0.874810,0.880556
2023-02-28,0.882308,1.036669,0.940314,0.881128,0.885798
2023-03-01,0.881056,1.042621,0.941540,0.890856,0.889416
2023-03-02,0.864683,1.036183,0.934169,0.884685,0.883035
2023-03-03,0.860416,1.036989,0.934007,0.885653,0.882803
2023-03-06,0.864424,1.038902,0.936416,0.888395,0.885893
2023-03-07,0.844860,1.019266,0.919014,0.869531,0.866745
2023-03-08,0.848334,1.022965,0.922050,0.876474,0.873088
2023-03-09,0.851068,1.025635,0.924809,0.879616,0.877971
2023-03-10,0.839804,1.012697,0.913158,0.868298,0.870667
2023-03-13,0.833334,1.010978,0.911296,0.865795,0.867880
2023-03-14,0.824448,0.997627,0.899135,0.855252,0.861293
2023-03-15,0.827089,1.006402,0.904832,0.860895,0.864952
2023-03-16,0.810488,0.990880,0.889027,0.845281,0.851304
2023-03-17,0.807949,0.991129,0.888292,0.844867,0.853067
2023-03-20,0.813212,0.985796,0.883876,0.841981,0.848159
2023-03-21,0.826495,1.001584,0.899524,0.856985,0.860140
2023-03-22,0.825655,1.002568,0.899483,0.860610,0.863084
2023-03-23,0.820378,1.000188,0.896711,0.859028,0.862376
2023-03-24,0.826388,1.001072,0.898452,0.859986,0.863855
2023-03-27,0.824983,0.999460,0.897332,0.857760,0.862431
2023-03-28,0.821311,0.994540,0.891202,0.854331,0.857284
2023-03-29,0.817983,0.991458,0.888175,0.848317,0.852217
2023-03-30,0.820455,0.994158,0.890462,0.848614,0.852708
2023-03-31,0.822920,1.000336,0.895495,0.854822,0.859059
2023-04-03,0.828953,1.006413,0.899763,0.857622,0.862935
2023-04-04,0.820310,0.994631,0.887813,0.854014,0.850466
2023-04-06,0.818100,0.992577,0.885830,0.852545,0.848182
2023-04-07,0.823433,1.000135,0.892557,0.860046,0.853294
2023-04-10,0.814822,0.990017,0.883658,0.851846,0.851184
2023-04-11,0.817437,0.989778,0.883669,0.851361,0.851022
2023-04-12,0.824392,0.994883,0.887644,0.857228,0.851582
2023-04-13,0.823871,0.993663,0.886916,0.856812,0.852206
2023-04-14,0.827930,0.996124,0.889786,0.859520,0.856126
2023-04-17,0.835279,1.001657,0.896359,0.864178,0.861122
2023-04-18,0.834347,0.996403,0.892577,0.859073,0.855788
2023-04-19,0.827922,0.990610,0.887596,0.852771,0.849648
2023-04-20,0.819637,0.980244,0.878749,0.842837,0.839298
2023-04-21,0.806907,0.959071,0.864394,0.824720,0.823092
2023-04-24,0.803752,0.955479,0.859842,0.820861,0.819554
2023-04-25,0.796773,0.935788,0.844511,0.807338,0.808190
2023-04-26,0.799888,0.949833,0.856522,0.813435,0.812878
2023-04-27,0.802207,0.954247,0.860216,0.815291,0.815267
2023-04-28,0.811893,0.965826,0.871544,0.832098,0.823092
2023-05-04,0.814881,0.967338,0.874786,0.834114,0.830423
2023-05-05,0.806677,0.958997,0.866725,0.828315,0.824427
2023-05-08,0.807690,0.962306,0.869257,0.831281,0.828069
2023-05-09,0.796428,0.949079,0.858243,0.819146,0.816321
2023-05-10,0.798466,0.954766,0.863318,0.821466,0.820597
2023-05-11,0.803250,0.959510,0.867948,0.827257,0.827515
2023-05-12,0.795113,0.950777,0.859572,0.818216,0.819099
2023-05-15,0.799303,0.960182,0.868612,0.825610,0.826170
2023-05-16,0.801434,0.957245,0.866635,0.821803,0.821533
2023-05-17,0.808816,0.959746,0.868702,0.829529,0.830294
2023-05-18,0.815553,0.965397,0.873847,0.832923,0.834860
2023-05-19,0.825820,0.972487,0.878968,0.838951,0.839908
2023-05-22,0.829523,0.977586,0.881517,0.842805,0.842608
2023-05-23,0.818552,0.968851,0.873527,0.835306,0.836835
2023-05-24,0.814200,0.963796,0.869854,0.831073,0.836505
2023-05-25,0.812427,0.960951,0.868157,0.827733,0.833837
2023-05-26,0.812741,0.965486,0.872959,0.833185,0.835431
2023-05-29,0.808983,0.961680,0.868952,0.829302,0.832821
2023-05-30,0.818141,0.969299,0.873200,0.834430,0.837161
2023-05-31,0.814307,0.968365,0.871318,0.834879,0.838342
2023-06-01,0.815022,0.975011,0.874300,0.839507,0.844442
2023-06-02,0.829878,0.988701,0.887830,0.851336,0.853567
2023-06-05,0.832478,0.988058,0.887172,0.852601,0.854738
2023-06-06,0.823574,0.972614,0.875270,0.841629,0.844712
