买入日,代码,名称,开盘净收益,开盘毛收益,收盘净收益,最高毛收益,信号日成交额
2025-05-08,002400,省广集团,-1.0969%,-0.8979%,-4.3005%,-0.8979%,1157873146
2025-05-09,603883,老百姓,-0.4059%,-0.2062%,2.2718%,3.4021%,993595181
2025-05-12,603009,北特科技,-0.2000%,0.0000%,-5.0239%,0.6508%,1063685294
2025-05-13,000801,四川九洲,-2.1759%,-1.9779%,-3.2801%,-1.9779%,1677358463
2025-05-14,601606,长城军工,-0.8410%,-0.6417%,-5.6843%,-0.4991%,1011192857
2025-05-15,000981,山子高科,-2.1588%,-1.9608%,5.1868%,7.3529%,1139713620
2025-05-16,603667,五洲新春,0.6535%,0.8543%,4.2998%,6.7046%,1343391790
2025-05-19,000422,湖北宜化,2.0705%,2.2727%,0.1132%,10.3448%,1210766235
2025-05-20,300102,乾照光电,-2.0514%,-1.8533%,-4.3235%,-0.9266%,843201231
2025-05-21,000582,北部湾港,-0.8688%,-0.6695%,1.4721%,3.5706%,1190394271
2025-05-22,300718,长盛轴承,-1.5751%,-1.3765%,-3.3955%,-0.2622%,1455373482
2025-05-23,601069,西部黄金,-3.0179%,-2.8207%,-2.2351%,0.7835%,1014053825
2025-05-26,600577,精达股份,-0.6044%,-0.4049%,-3.5704%,-0.4049%,930570071
2025-05-27,301078,孩子王,-0.6840%,-0.4846%,-1.5139%,-0.1384%,1482289263
2025-05-28,603009,北特科技,-0.8316%,-0.6323%,-0.3222%,1.2849%,1211833435
2025-05-29,600577,精达股份,-1.4957%,-1.2970%,-5.3828%,-0.9079%,1450601032
2025-05-30,301078,孩子王,-2.6656%,-2.4681%,3.9780%,5.0048%,1242265562
2025-06-03,301078,孩子王,-1.9750%,-1.7768%,2.9556%,4.0800%,1347210067
2025-06-04,301078,孩子王,2.5404%,2.7430%,-6.5728%,2.8706%,1371725251
2025-06-05,002031,巨轮智能,-1.7048%,-1.5064%,-2.7466%,-1.0429%,1464231682
2025-06-06,300475,香农芯创,1.8054%,2.0073%,1.9620%,2.6346%,855058682
2025-06-09,300170,汉得信息,0.2296%,0.4300%,-1.6497%,1.6662%,1474238698
2025-06-10,603127,昭衍新药,-1.0629%,-0.8638%,-1.7736%,-0.1016%,1035753754
2025-06-11,603920,世运电路,-0.7693%,-0.5699%,-0.6554%,1.5957%,1449841553
2025-06-12,000970,中科三环,0.3466%,0.5471%,-4.1038%,1.0160%,1243100408
2025-06-13,300327,中颖电子,-2.0378%,-1.8397%,-1.1393%,0.3679%,712672029
2025-06-16,601069,西部黄金,-3.5234%,-3.3267%,-3.2539%,-0.2248%,1383961660
2025-06-17,000555,神州信息,0.4720%,0.6726%,-1.0213%,2.9148%,1217501426
2025-06-18,603920,世运电路,-0.2367%,-0.0368%,-1.1545%,1.6906%,1410378246
2025-06-19,688322,奥比中光-W,-0.2702%,-0.0704%,-3.4509%,0.4925%,1027903697
2025-06-20,603688,石英股份,-1.9284%,-1.7302%,0.9988%,3.0418%,1687551753
2025-06-23,002402,和而泰,-0.2000%,0.0000%,0.6819%,3.3838%,1367538829
2025-06-24,600589,大位科技,0.8671%,1.0681%,1.2672%,3.0708%,1039511394
2025-06-25,002436,兴森科技,-1.1387%,-0.9397%,-1.1387%,2.3493%,1678482540
2025-06-26,001696,宗申动力,-0.7908%,-0.5914%,-0.6545%,0.2730%,1440903798
2025-06-27,002416,爱施德,1.6963%,1.8982%,-0.8033%,3.0198%,1148074142
2025-06-30,300364,中文在线,-1.3309%,-1.1321%,-1.3686%,-0.0377%,1643324055
2025-07-01,601020,华钰矿业,1.4685%,1.6702%,-0.4691%,3.2326%,1122698593
2025-07-02,300677,英科医疗,0.4361%,0.6367%,0.6348%,1.6712%,896043978
2025-07-03,300762,上海瀚讯,-0.6397%,-0.4401%,-3.0580%,0.0000%,1126936613
2025-07-04,300010,ST豆神,1.7343%,1.9362%,-3.4996%,3.4169%,1348588508
2025-07-07,300570,太辰光,-1.3297%,-1.1309%,6.3043%,8.5859%,1619960954
2025-07-08,603881,数据港,-0.1629%,0.0371%,1.3412%,3.2430%,1277901965
2025-07-09,603220,中贝通信,-1.4481%,-1.2494%,-0.9578%,0.0446%,852477625
2025-07-10,600259,中稀有色,1.4178%,1.6194%,5.3803%,9.8071%,1566282643
2025-07-11,601020,华钰矿业,-0.5387%,-0.3391%,-3.5395%,-0.0969%,1565367619
2025-07-14,002276,万马股份,-0.6121%,-0.4125%,-0.8868%,0.7563%,1367021508
2025-07-15,002153,石基信息,-4.8699%,-4.6746%,-6.2434%,-2.5665%,1653853044
2025-07-16,002317,众生药业,0.0445%,0.2446%,6.8878%,8.6850%,1218820142
2025-07-17,603185,弘元绿能,-1.4828%,-1.2841%,-3.1932%,2.6217%,1260331749
2025-07-18,002176,江特电机,0.4530%,0.6536%,0.9753%,2.0915%,781135488
2025-07-21,688221,前沿生物-U,-2.4050%,-2.2072%,7.2251%,8.9189%,819195174
2025-07-22,300136,信维通信,-0.1159%,0.0842%,-0.4943%,2.3990%,1721780206
2025-07-23,002534,西子洁能,-9.9804%,-9.7902%,-8.5133%,-5.0350%,1189332440
2025-07-24,603127,昭衍新药,-1.6810%,-1.4825%,4.8074%,7.6597%,1259672748
2025-07-25,000683,博源化工,-3.5300%,-3.3333%,-1.4268%,0.5263%,1532999365
2025-07-28,300638,广和通,-1.3341%,-1.1352%,-0.6024%,0.2197%,1411477578
2025-07-29,600446,金证股份,-0.4384%,-0.2387%,-6.8758%,-0.0477%,1887413041
2025-07-30,603612,索通发展,-1.2613%,-1.0624%,-1.0402%,2.3018%,1042695290
2025-07-31,300010,ST豆神,1.0362%,1.2373%,2.8341%,3.5996%,1295263161
2025-08-01,300638,广和通,-1.4261%,-1.2274%,1.9551%,2.8266%,1400010163
2025-08-04,300677,英科医疗,-0.7427%,-0.5433%,-3.0431%,1.4230%,1457914242
2025-08-05,300913,兆龙互连,-1.7516%,-1.5532%,-2.5562%,-0.9204%,1370130300
2025-08-06,603662,柯力传感,-0.8069%,-0.6076%,-0.5179%,0.0000%,1278223176
2025-08-07,000970,中科三环,-0.9840%,-0.7849%,0.1565%,2.2119%,1510793687
2025-08-08,300773,拉卡拉,-1.2300%,-1.0311%,0.2614%,1.1546%,1207548412
2025-08-11,002335,科华数据,0.1219%,0.3222%,0.5797%,1.0329%,1540880425
2025-08-12,000547,航天发展,-1.4075%,-1.2088%,1.2272%,3.4066%,1417644016
2025-08-13,603881,数据港,-0.2000%,0.0000%,1.0757%,4.7009%,1560931305
2025-08-14,300674,宇信科技,-1.6260%,-1.4274%,1.5263%,2.1036%,1782629015
2025-08-15,300290,ST荣科,-1.1044%,-0.9054%,0.2307%,5.0442%,1411634279
2025-08-18,001287,中电港,-0.6493%,-0.4498%,2.1367%,2.8787%,1571839365
2025-08-19,688800,瑞可达,-5.9932%,-5.7990%,-8.0442%,-5.7990%,1410664995
2025-08-20,600559,老白干酒,-0.1440%,0.0561%,-2.3279%,0.1121%,1095861394
2025-08-21,300290,ST荣科,-2.0571%,-1.8590%,1.0516%,5.0111%,1481087018
2025-08-22,300170,汉得信息,1.2018%,1.4032%,3.4046%,7.6673%,1908498798
2025-08-25,002544,普天科技,-1.1568%,-0.9578%,-0.7358%,1.3026%,1295396764
2025-08-26,000099,中信海直,-1.3537%,-1.1549%,-3.5419%,0.4381%,1814318550
2025-08-27,688800,瑞可达,0.9589%,1.1600%,7.1369%,8.2011%,1045782867
2025-08-28,000970,中科三环,0.2431%,0.4435%,0.0532%,2.7875%,1676274132
2025-08-29,300285,国瓷材料,-0.2438%,-0.0439%,-0.4190%,2.0613%,1478644215
2025-09-01,300747,锐科激光,-0.3773%,-0.1775%,-7.6186%,-0.1775%,1334389287
2025-09-02,002747,埃斯顿,-0.0773%,0.1228%,-2.9397%,1.0233%,1727265393
2025-09-03,601579,会稽山,-3.5247%,-3.3281%,3.6333%,4.0329%,1115786792
2025-09-04,002407,多氟多,-1.0070%,-0.8079%,9.9251%,10.1351%,1261646629
2025-09-05,600478,科力远,2.2859%,2.4883%,0.7322%,3.5770%,964486890
2025-09-08,000875,电投绿能,-1.7793%,-1.5809%,-2.4812%,0.0000%,1326278167
2025-09-09,300065,海兰信,-1.4099%,-1.2112%,-1.9360%,-0.4213%,1148534258
2025-09-10,300133,华策影视,-0.4227%,-0.2230%,-0.7569%,0.2230%,1446153524
2025-09-11,688205,德科立,-3.0358%,-2.8387%,-4.2158%,-1.1613%,1505151762
2025-09-12,301389,隆扬电子,-2.8818%,-2.6845%,-2.8521%,0.5784%,1658630065
2025-09-15,601311,骆驼股份,-1.5598%,-1.3612%,-2.1943%,-0.9074%,1259254476
2025-09-16,002544,普天科技,-0.0145%,0.1857%,-0.3483%,2.0050%,1183962574
2025-09-17,603063,禾望电气,-0.1136%,0.0865%,-2.1870%,1.2972%,1524645243
2025-09-18,002544,普天科技,-0.9845%,-0.7854%,-2.0188%,1.5708%,1321906937
2025-09-19,300236,上海新阳,-0.2000%,0.0000%,3.2235%,3.4269%,1124255964
2025-09-22,002428,云南锗业,-1.1592%,-0.9602%,-5.1333%,0.4458%,1622443410
2025-09-23,300913,兆龙互连,-3.2456%,-3.0487%,-2.3207%,-2.1069%,1388287258
2025-09-24,300568,星源材质,-0.6302%,-0.4307%,-0.9888%,1.1486%,1242699670
2025-09-25,300236,上海新阳,-2.0934%,-1.8954%,-5.2391%,-0.7031%,1767236513
2025-09-26,300185,通裕重工,1.7138%,1.9157%,2.9897%,5.7471%,1198178955
2025-09-29,300378,鼎捷数智,3.3311%,3.5346%,4.9361%,6.4265%,1393322515
2025-09-30,300568,星源材质,1.7871%,1.9890%,1.4445%,3.8409%,1671281439
2025-10-09,002611,东方精工,-0.2000%,0.0000%,-0.4691%,1.8321%,1654819787
2025-10-10,000712,锦龙股份,-5.1813%,-4.9863%,0.2777%,2.3224%,1108763001
2025-10-13,300353,东土科技,0.6141%,0.8148%,-7.0450%,1.1111%,1307106191
2025-10-14,300768,迪普科技,-2.7830%,-2.5857%,2.5710%,6.5347%,737114255
2025-10-15,002611,东方精工,-1.1092%,-0.9102%,-4.5858%,-0.9102%,1818373976
2025-10-16,002497,雅化集团,-1.5062%,-1.3075%,-1.8794%,3.1131%,1230752263
2025-10-17,600179,安通控股,0.9671%,1.1682%,9.8367%,10.0467%,981606547
2025-10-20,300007,汉威科技,1.0338%,1.2350%,1.6599%,2.1751%,1233439760
2025-10-21,688766,普冉股份,-3.1969%,-2.9999%,-3.4176%,-0.9348%,1594680771
2025-10-22,002240,盛新锂能,1.6528%,1.8546%,9.8151%,10.0251%,1283253395
2025-10-23,000980,众泰汽车,0.0595%,0.2597%,1.6164%,5.7143%,1457589926
2025-10-24,001287,中电港,1.4698%,1.6714%,9.8602%,10.0702%,1422890342
2025-10-27,300468,四方精创,-0.1734%,0.0266%,0.8894%,3.5106%,1573695893
2025-10-28,603200,上海洗霸,-0.1885%,0.0115%,6.4333%,9.5807%,1278111960
2025-10-29,300199,翰宇药业,-4.6370%,-4.4415%,-10.4185%,-4.4415%,1490263500
2025-10-30,601975,招商南油,-1.3953%,-1.1965%,-3.1883%,0.2991%,1426385938
2025-10-31,600531,豫光金铅,-1.1146%,-0.9155%,-2.0292%,-0.3329%,1318961201
2025-11-03,002366,融发核电,-0.2000%,0.0000%,2.2307%,3.4063%,1293797674
2025-11-04,301357,北方长龙,-3.2900%,-3.0931%,-2.1177%,1.6773%,1383722909
2025-11-05,002364,中恒电气,-1.2879%,-1.0891%,5.9782%,7.2734%,1153305637
2025-11-06,600744,华银电力,-2.0767%,-1.8786%,-1.7880%,0.7225%,1391722539
2025-11-07,002617,露笑科技,0.0206%,0.2208%,-0.7513%,0.8830%,1476721039
2025-11-10,600744,华银电力,0.0815%,0.2817%,-2.7326%,0.8451%,1182105727
2025-11-11,002617,露笑科技,-0.2000%,0.0000%,-2.5505%,0.1070%,1717137746
2025-11-12,301511,德福科技,-2.3611%,-2.1633%,2.1438%,5.0579%,1254951460
2025-11-13,300409,道氏技术,-1.1800%,-0.9810%,-0.7716%,2.4935%,1609534677
2025-11-14,600063,皖维高新,0.0905%,0.2907%,-0.0547%,2.9070%,1139687373
2025-11-17,002400,省广集团,-0.7887%,-0.5893%,2.2728%,3.5361%,1375430616
2025-11-18,300459,汤姆猫,-1.6042%,-1.4056%,-3.2090%,-1.2048%,1415766165
2025-11-19,600877,电科芯片,1.7751%,1.9770%,-1.9839%,2.4872%,1773871451
2025-11-20,603169,兰石重装,-2.2094%,-2.0115%,1.4268%,3.0651%,1316714000
2025-11-21,300236,上海新阳,-1.2020%,-1.0031%,1.5105%,4.4620%,1181461679
2025-11-24,300655,晶瑞电材,-0.3934%,-0.1936%,-0.5868%,2.2231%,1594689309
2025-11-25,002373,千方科技,-0.2000%,0.0000%,-0.5442%,2.7567%,1098112400
2025-11-26,300493,润欣科技,-0.0009%,0.1992%,2.5861%,3.9343%,764856264
2025-11-27,300455,航天智装,0.8903%,1.0914%,3.3535%,5.0930%,1579037125
2025-11-28,300229,拓尔思,-2.2967%,-2.0989%,-2.4831%,-1.3993%,1442619863
2025-12-01,300762,上海瀚讯,-1.8141%,-1.6158%,-0.6663%,2.2980%,1707258240
2025-12-02,688270,ST臻镭,-3.0448%,-2.8477%,-2.1258%,3.7124%,1125569327
2025-12-03,603667,五洲新春,5.8244%,6.0304%,-0.8934%,8.1128%,1158587114
2025-12-04,301550,斯菱智驱,-0.4568%,-0.2571%,7.6735%,10.4174%,1124494052
2025-12-05,688205,德科立,1.0334%,1.2346%,12.9721%,14.3868%,1761747814
2025-12-08,600755,厦门国贸,-2.6365%,-2.4390%,-0.4866%,2.2956%,1263169492
2025-12-09,688800,瑞可达,-2.2756%,-2.0777%,-1.1270%,-0.1234%,1500952535
2025-12-10,300655,晶瑞电材,-0.1388%,0.0612%,-3.9210%,0.1162%,1799520324
2025-12-11,603127,昭衍新药,-0.1357%,0.0643%,9.8190%,10.0289%,1027919672
2025-12-12,600353,旭光电子,0.2076%,0.4079%,-1.8300%,2.4476%,1205227825
2025-12-15,002251,步步高,-1.1165%,-0.9174%,1.2665%,7.8899%,1167035400
2025-12-16,301050,雷电微力,-1.4671%,-1.2684%,-2.6537%,-0.4429%,956888792
2025-12-17,002378,章源钨业,-2.1062%,-1.9081%,-2.3180%,2.1201%,1509680719
2025-12-18,300723,一品红,-0.8042%,-0.6048%,2.3321%,4.7811%,893871696
2025-12-19,002326,永太科技,2.0104%,2.2126%,1.5337%,5.1627%,1551972413
2025-12-22,600776,东方通信,-1.1714%,-0.9724%,-1.8838%,3.5008%,1184731636
2025-12-23,600667,太极实业,0.0481%,0.2483%,2.5285%,5.3383%,1168681905
2025-12-24,688668,鼎通科技,-2.2018%,-2.0039%,-3.0102%,-0.3314%,1560510026
2025-12-25,300827,上能电气,0.9410%,1.1421%,-0.8367%,2.6825%,1539984211
2025-12-26,603026,石大胜华,-1.9815%,-1.7833%,-6.3930%,-1.1768%,1618224469
2025-12-29,605598,上海港湾,-3.2577%,-3.0608%,-4.0505%,3.1175%,1396931718
2025-12-30,002747,埃斯顿,0.1378%,0.3381%,-0.0311%,1.2257%,946839508
2025-12-31,688160,步科股份,-4.1054%,-3.9093%,-3.8100%,-1.6623%,1282388767
2026-01-05,002549,凯美特气,-0.6097%,-0.4102%,1.2116%,1.7776%,1484541067
2026-01-06,300655,晶瑞电材,4.5529%,4.7576%,9.6422%,14.4954%,1812313237
2026-01-07,002366,融发核电,-0.0755%,0.1245%,9.7527%,9.9626%,1386179492
2026-01-08,301316,慧博云通,-0.6288%,-0.4293%,5.2729%,5.5805%,1338793840
2026-01-09,603300,海南华铁,0.4205%,0.6211%,1.2892%,2.1118%,1509670847
2026-01-12,600338,西藏珠峰,-0.1435%,0.0565%,6.5729%,10.0000%,1591725239
2026-01-13,600828,茂业商业,-5.4186%,-5.2239%,-4.3003%,7.7114%,1267902014
2026-01-14,300142,沃森生物,-0.9900%,-0.7908%,-2.0960%,0.7908%,1624004316
2026-01-15,603200,上海洗霸,-0.0596%,0.1405%,0.9583%,3.9817%,1350900285
2026-01-16,002643,万润股份,-2.3579%,-2.1601%,-3.2985%,-0.0554%,1554937742
2026-01-19,300850,新强联,-0.1788%,0.0211%,-0.7914%,2.2624%,1103604971
2026-01-20,600326,西藏天路,-1.4699%,-1.2712%,-2.4858%,-0.6780%,1560412621
2026-01-21,002536,飞龙股份,-0.0644%,0.1357%,-0.5728%,2.9861%,1533234177
2026-01-22,603712,七一二,-0.6500%,-0.4505%,-0.5600%,1.7568%,1528795932
2026-01-23,000758,中色股份,2.1623%,2.3647%,8.0059%,10.0809%,1457108097
2026-01-26,300101,振芯科技,-1.9833%,-1.7851%,0.0270%,1.7527%,1629285342
2026-01-27,603185,弘元绿能,-0.5403%,-0.3407%,-1.3572%,1.3969%,1474538423
2026-01-28,002364,中恒电气,-0.2000%,0.0000%,0.7898%,3.3746%,1503791536
2026-01-29,300377,赢时胜,-1.8300%,-1.6317%,-2.7149%,-0.1399%,1439040227
2026-01-30,300776,帝尔激光,-0.1087%,0.0914%,-3.8737%,2.0214%,1348215464
2026-02-02,002985,北摩高科,0.4963%,0.6969%,1.4326%,3.5088%,1370933325
2026-02-03,002498,汉缆股份,-1.2246%,-1.0256%,0.1416%,3.9316%,1836027641
2026-02-04,002617,露笑科技,-1.8467%,-1.6484%,-3.8227%,-1.6484%,1348709560
2026-02-05,600621,华鑫股份,-1.4036%,-1.2049%,-3.2951%,-0.4016%,1318639570
2026-02-06,603612,索通发展,0.6534%,0.8542%,-3.8344%,1.7400%,1440431751
2026-02-09,002703,浙江世宝,-0.7064%,-0.5069%,-2.8241%,0.0000%,1196709539
2026-02-10,000917,电广传媒,-1.3422%,-1.1434%,-3.1873%,-0.6157%,1187415915
2026-02-11,300469,信息发展,0.3908%,0.5913%,-3.7301%,0.5913%,916960928
2026-02-12,603220,中贝通信,-0.9582%,-0.7590%,-1.5269%,2.5806%,1165310920
2026-02-13,301018,申菱环境,0.6598%,0.8606%,3.6765%,8.0615%,1683175027
2026-02-24,301018,申菱环境,0.8332%,1.0341%,0.6262%,4.8520%,1410179137
2026-02-25,002565,顺灏股份,0.7384%,0.9393%,2.8027%,7.7019%,1524334526
2026-02-26,300814,中富电路,-2.2306%,-2.0326%,4.7451%,7.0353%,1726305974
2026-02-27,300814,中富电路,3.1384%,3.3417%,9.9053%,16.3573%,1475638406
2026-03-02,603698,航天工程,-1.4936%,-1.2949%,-5.6223%,-1.1572%,1314040154
2026-03-03,603169,兰石重装,-0.8096%,-0.6103%,-3.5967%,-0.6103%,1290607884
2026-03-04,000612,焦作万方,2.2507%,2.4532%,0.5489%,3.3390%,1233864606
2026-03-05,301293,三博脑科,-0.4159%,-0.2162%,4.1189%,9.0246%,1365563087
2026-03-06,000422,湖北宜化,4.9702%,5.1753%,0.1336%,7.6795%,1696180624
2026-03-09,002366,融发核电,-0.2000%,0.0000%,-0.6779%,0.8373%,1236637028
2026-03-10,002759,ST天际,-0.9087%,-0.7094%,4.1657%,5.8173%,1525991677
2026-03-11,001389,广合科技,-0.2809%,-0.0810%,-3.5986%,2.7460%,1460944723
2026-03-12,000973,佛塑科技,0.8220%,1.0230%,2.7457%,7.0406%,1543623418
2026-03-13,300999,金龙鱼,1.1694%,1.3707%,-0.6139%,1.4026%,1340258221
2026-03-16,300342,天银机电,-0.7953%,-0.5959%,-1.3907%,2.8844%,1363762761
2026-03-17,600328,中盐化工,-2.1313%,-1.9333%,0.8623%,1.7400%,1113488243
2026-03-18,002413,雷科防务,-1.7631%,-1.5647%,-4.1789%,-1.1380%,1783502744
2026-03-19,688063,派能科技,-1.3439%,-1.1451%,8.2757%,15.0034%,1607738945
2026-03-20,603063,禾望电气,-2.0296%,-1.8315%,-3.0969%,2.4115%,1314648167
2026-03-23,000973,佛塑科技,0.8973%,1.0984%,0.5316%,2.8680%,1519175238
2026-03-24,603026,石大胜华,-0.2127%,-0.0128%,-1.2709%,0.8423%,1627071244
2026-03-25,603063,禾望电气,0.2745%,0.4749%,-2.3349%,0.4749%,1488619683
2026-03-26,002183,怡亚通,-1.9650%,-1.7668%,-1.2590%,0.7067%,1291705394
2026-03-27,002326,永太科技,-0.5873%,-0.3878%,1.5217%,2.3266%,1475138359
2026-03-30,301511,德福科技,-0.8719%,-0.6726%,-3.4105%,-0.2740%,1297762128
2026-03-31,300775,三角防务,0.3657%,0.5662%,-0.9002%,1.7255%,1860400975
2026-04-01,301128,强瑞技术,-0.5145%,-0.3148%,-2.0531%,3.0620%,1137635076
2026-04-02,002176,江特电机,-0.3908%,-0.1910%,-4.3028%,1.1461%,1719445928
2026-04-03,002957,科瑞技术,-0.2328%,-0.0329%,9.8657%,10.0757%,827786739
2026-04-07,301526,国际复材,6.0930%,6.2992%,7.2292%,7.5241%,1511144570
2026-04-08,301511,德福科技,-1.0266%,-0.8275%,9.0388%,11.1463%,1474634392
2026-04-09,300827,上能电气,0.1462%,0.3465%,0.1462%,4.2110%,1545732206
2026-04-10,000973,佛塑科技,-1.1930%,-0.9940%,6.6410%,7.6762%,1382365525
2026-04-13,300821,东岳硅材,-2.5497%,-2.3521%,-1.1256%,-0.8553%,1493429545
2026-04-14,002176,江特电机,1.9256%,2.1277%,-3.5654%,3.9007%,1727942099
2026-04-15,000555,神州信息,2.8614%,3.0644%,1.6743%,4.8780%,1589198948
2026-04-16,300364,中文在线,-1.5713%,-1.3728%,0.3978%,1.3728%,1854287601
2026-04-17,301219,腾远钴业,0.0325%,0.2327%,-1.4903%,0.9640%,1511507561
2026-04-20,600531,豫光金铅,-0.0674%,0.1327%,0.3302%,0.6633%,1636812671
2026-04-21,688063,派能科技,-0.5064%,-0.3067%,0.8852%,3.8084%,962424525
2026-04-22,300199,翰宇药业,-1.0409%,-0.8418%,-2.5016%,1.8609%,1452849188
2026-04-23,000990,诚志股份,-0.6850%,-0.4855%,-2.6927%,1.2081%,1343435305
2026-04-24,002759,ST天际,-1.4259%,-1.2272%,2.7603%,4.1604%,1585442908
2026-04-27,000973,佛塑科技,-0.6562%,-0.4567%,-2.0755%,0.4059%,1701732633
2026-04-28,300008,天海防务,-1.3312%,-1.1324%,0.3028%,1.2582%,1128435190
2026-04-29,002181,粤传媒,1.2055%,1.4068%,9.8389%,10.0489%,1669231815
2026-04-30,002865,钧达股份,0.2336%,0.4340%,1.3112%,2.4923%,1644827647
2026-05-06,000681,视觉中国,-1.0418%,-0.8427%,2.3257%,3.9918%,1490562212
2026-05-07,002151,北斗星通,-0.9030%,-0.7037%,-0.2000%,0.4313%,1848549297
2026-05-08,002611,东方精工,-0.2000%,0.0000%,2.2121%,4.2387%,1572250654
2026-05-11,000539,粤电力Ａ,-1.1514%,-0.9524%,-0.0640%,2.8571%,1426926803
2026-05-12,688028,沃尔德,-2.2276%,-2.0296%,5.3969%,7.0848%,1057017624
2026-05-13,000539,粤电力Ａ,-1.5093%,-1.3106%,-5.6990%,7.8637%,1723399008
2026-05-14,600475,华光环能,-3.1512%,-2.9542%,-4.8304%,-0.5603%,1184867816
2026-05-15,002896,中大力德,-1.8881%,-1.6899%,0.0235%,1.2550%,1437428930
2026-05-18,688531,日联科技,-0.9961%,-0.7969%,4.3330%,4.8103%,1549587430
2026-05-19,603031,安孚科技,-4.5480%,-4.3524%,-0.4454%,0.0176%,1731529710
2026-05-20,002317,众生药业,-1.1447%,-0.9457%,-2.4181%,2.8783%,1765820852
2026-05-21,002896,中大力德,-0.1123%,0.0877%,0.3383%,1.4033%,1488885844
2026-05-22,301316,慧博云通,2.9398%,3.1429%,8.4556%,10.8940%,1339868690
2026-05-25,300201,海伦哲,1.6510%,1.8528%,3.8722%,6.3526%,1743979811
2026-05-26,300201,海伦哲,-1.1146%,-0.9156%,0.6131%,3.3571%,1580042625
2026-05-27,000690,宝新能源,0.1475%,0.3478%,1.0162%,5.0435%,1137001500
2026-05-28,002396,星网锐捷,-0.4020%,-0.2023%,-8.4037%,0.6472%,1141061012
2026-05-29,002317,众生药业,-0.1151%,0.0850%,-1.8550%,1.8267%,1211253440
2026-06-01,688258,卓易信息,2.4274%,2.6299%,3.6197%,4.6839%,1634833883
2026-06-02,688258,卓易信息,-1.6956%,-1.4971%,-3.6519%,-1.0560%,1481039904
2026-06-03,002611,东方精工,-1.3779%,-1.1791%,-2.4997%,0.6176%,1415000069
2026-06-04,600783,鲁信创投,-0.7394%,-0.5400%,-2.4822%,2.5753%,1035812489
2026-06-05,002611,东方精工,-2.3371%,-2.1393%,-2.0083%,1.5359%,1531041468
2026-06-08,301128,强瑞技术,-0.5783%,-0.3787%,8.1033%,8.9318%,1827026479
2026-06-09,600410,华胜天成,0.6376%,0.8384%,2.1451%,6.7069%,1231568614
2026-06-10,688106,金宏气体,-0.4695%,-0.2698%,11.4242%,17.3356%,1468051761
2026-06-11,688596,正帆科技,1.6540%,1.8558%,-2.7280%,9.7849%,1392634099
2026-06-12,600397,江钨装备,4.7543%,4.9592%,2.8541%,5.9103%,1384118406
2026-06-15,600531,豫光金铅,-2.3452%,-2.1474%,-0.6438%,0.5924%,1581101424
2026-06-16,300602,飞荣达,-1.7480%,-1.5496%,1.3481%,4.2975%,1594021336
2026-06-17,300323,华灿光电,-2.1623%,-1.9643%,-4.1841%,-0.8333%,1886703105
2026-06-18,301338,凯格精机,-0.7911%,-0.5917%,-4.7812%,0.8757%,1629749438
2026-06-22,300655,晶瑞电材,1.7899%,1.9918%,0.3268%,4.2765%,1864410842
2026-06-23,603031,安孚科技,-1.8260%,-1.6277%,-0.1065%,2.8812%,1313557635
2026-06-24,002654,万润科技,1.9231%,2.1252%,9.7784%,9.9883%,1553481515
2026-06-25,300938,信测标准,-1.6489%,-1.4504%,4.1271%,7.1131%,1333791163
2026-06-26,300938,信测标准,0.4849%,0.6856%,-3.5103%,0.8189%,1435662152
2026-06-29,600301,华锡有色,-1.2960%,-1.0971%,-1.2637%,-0.0323%,1409597025
2026-06-30,002506,协鑫集成,-0.8283%,-0.6289%,0.1142%,2.8302%,1509785625
2026-07-01,002643,万润股份,-3.9542%,-3.7580%,-3.9542%,0.3666%,1231490349
2026-07-02,300938,信测标准,0.4624%,0.6630%,-4.2475%,2.1731%,1382322685
2026-07-03,600783,鲁信创投,-1.2761%,-1.0772%,-10.1989%,0.4039%,1369754159
2026-07-06,603203,快克智能,-1.5211%,-1.3224%,4.4158%,7.5592%,1599724257
2026-07-07,001339,智微智能,2.4526%,2.6552%,-4.9923%,3.3462%,1246962410
2026-07-08,002768,国恩股份,-2.7137%,-2.5162%,-0.9657%,0.8499%,1331869002
2026-07-09,601133,柏诚股份,-0.2000%,0.0000%,1.2613%,8.6076%,1488323059
2026-07-10,300170,汉得信息,-1.2142%,-1.0152%,-3.1158%,1.3959%,1361470622
2026-07-13,688550,瑞联新材,-0.6239%,-0.4244%,-3.1490%,3.2841%,763119718
2026-07-14,000510,新金路,1.7688%,1.9707%,2.7813%,9.1216%,933967089
2026-07-15,603800,洪田股份,-2.1548%,-1.9568%,-6.0772%,3.2698%,1074956543
2026-07-16,301486,致尚科技,-2.0271%,-1.8289%,-13.7622%,-0.8158%,1273294055
2026-07-17,002452,长高电气,-0.2000%,0.0000%,-4.1545%,0.0000%,369005976
2026-07-20,300613,富瀚微,2.0159%,2.2180%,7.4052%,7.9699%,1018030445
2026-07-21,600110,诺德股份,-0.7347%,-0.5353%,-5.4410%,1.2848%,1460416050
2026-07-22,601975,招商南油,0.0791%,0.2793%,1.4744%,1.9553%,951713826
2026-07-23,002716,湖南白银,-7.9043%,-7.7121%,-7.5191%,-4.2416%,1357759716
2026-07-24,002326,永太科技,3.3024%,3.5058%,7.9722%,9.5159%,1407884344
2026-07-27,300483,首华燃气,-1.9883%,-1.7902%,-1.7896%,0.0000%,538599588
